chosen_asset,comparison_asset,chosen_bonus,comparison_bonus,chosen_liquidated_amount,chosen_available_amount,comparison_available_amount,bonus_comparison
WETH,MKR,10500.0,11000.0,6.50236889218413,7.963497971631512,0.975503439957208,False
WETH,SNX,10500.0,11000.0,6.50236889218413,7.963497971631512,39.793395929881214,False
WETH,CRV,10500.0,11500.0,6.50236889218413,7.963497971631512,1330.1377488153018,False
TUSD,WETH,10500.0,10500.0,7040.963593327906,9642.040731605422,6.158668780849385,Equal
WETH,WBTC,10500.0,11000.0,5.153414072781303,33.78162854971193,0.00966048,False
WETH,WBTC,10500.0,11000.0,5.097280356993511,28.628228923890784,0.00966048,False
WBTC,WETH,11000.0,10500.0,0.09545624,0.37016747,6.3105760060296205,True
WBTC,AAVE,11000.0,11000.0,0.09545624,0.37016747,7.414381486125893,Equal
WBTC,LINK,11000.0,11000.0,0.09545624,0.37016747,141.14989682946532,Equal
WBTC,MKR,11000.0,11000.0,0.09545624,0.37016747,1.0830952086219072,Equal
WETH,WBTC,10500.0,11000.0,3.179524857138533,12.000859239043294,0.02876984,False
WETH,ZRX,10500.0,11000.0,3.179524857138533,12.000859239043294,232.95429366089272,False
WETH,BAT,10500.0,11000.0,3.179524857138533,12.000859239043294,1324.8017243554666,False
WETH,KNC,10500.0,11000.0,3.179524857138533,12.000859239043294,315.55753312051326,False
WETH,SNX,10500.0,11000.0,3.179524857138533,12.000859239043294,12.624149119006836,False
WETH,TUSD,10500.0,10500.0,3.179524857138533,12.000859239043294,687.8567005563424,Equal
WETH,USDC,10500.0,10500.0,3.179524857138533,12.000859239043294,995.362989,Equal
WETH,CRV,10500.0,11500.0,3.179524857138533,12.000859239043294,127.34790222437624,False
WETH,WBTC,10500.0,11000.0,1.125648584391708,23.530970196428814,0.00966048,False
LINK,REN,11000.0,11000.0,94.64178410167848,199.4101215783228,1500.4882127924811,Equal
WBTC,WETH,11000.0,10500.0,0.20854793,0.20854793,18.04486972154596,True
WBTC,YFI,11000.0,11500.0,0.20854793,0.20854793,0.0067802944963774,False
WBTC,UNI,11000.0,11000.0,0.20854793,0.20854793,172.7285877576948,Equal
WBTC,AAVE,11000.0,11000.0,0.20854793,0.20854793,1.2611062124422865,Equal
WBTC,BAT,11000.0,11000.0,0.20854793,0.20854793,26443.354392989684,Equal
WBTC,LINK,11000.0,11000.0,0.20854793,0.20854793,453.0808248633544,Equal
WBTC,MANA,11000.0,11000.0,0.20854793,0.20854793,2274.1773641275727,Equal
WBTC,REN,11000.0,11000.0,0.20854793,0.20854793,388.1106006047683,Equal
WBTC,SNX,11000.0,11000.0,0.20854793,0.20854793,181.22401175889823,Equal
WETH,WBTC,10500.0,11000.0,0.5713220178383679,22.40532827729479,0.00966049,False
WETH,WBTC,10500.0,11000.0,27.198905387055863,132.14117910137813,1.50175219,False
WETH,AAVE,10500.0,11000.0,27.198905387055863,132.14117910137813,67.81858465038685,False
WETH,LINK,10500.0,11000.0,27.198905387055863,132.14117910137813,418.3040219208386,False
WBTC,WETH,11000.0,10500.0,0.29935689,0.59015671,15.645680329960271,True
WETH,YFI,10500.0,11500.0,11.238388917268349,29.193537755257527,0.5454205264265459,False
WETH,BAT,10500.0,11000.0,11.238388917268349,29.193537755257527,7288.034854055863,False
WETH,LINK,10500.0,11000.0,11.238388917268349,29.193537755257527,416.3860880192648,False
WETH,SNX,10500.0,11000.0,11.238388917268349,29.193537755257527,160.53494897552707,False
WBTC,WETH,11000.0,10500.0,0.08212318,0.27471124,6.310578888606428,True
WBTC,AAVE,11000.0,11000.0,0.08212318,0.27471124,7.414381486125893,Equal
WBTC,LINK,11000.0,11000.0,0.08212318,0.27471124,141.14989712236655,Equal
WBTC,MKR,11000.0,11000.0,0.08212318,0.27471124,1.0830955488986365,Equal
WETH,WBTC,10500.0,11000.0,19.6566226372108,79.10409451589332,0.20219592,False
WETH,SNX,10500.0,11000.0,19.6566226372108,79.10409451589332,197.9754397882369,False
WETH,WBTC,10500.0,11000.0,2.8075024868065563,21.83401352005032,0.0096605,False
WETH,WBTC,10500.0,11000.0,243.6812228468963,368.9738103454691,3.24417228,False
WETH,YFI,10500.0,11500.0,243.6812228468963,368.9738103454691,1.6189271882560217,False
WETH,AAVE,10500.0,11000.0,243.6812228468963,368.9738103454691,122.44074044976718,False
WETH,KNC,10500.0,11000.0,243.6812228468963,368.9738103454691,17871.47382914922,False
WETH,LINK,10500.0,11000.0,243.6812228468963,368.9738103454691,3187.633887090108,False
WETH,SNX,10500.0,11000.0,243.6812228468963,368.9738103454691,976.2122872758464,False
WETH,WBTC,10500.0,11000.0,5.935476338938139,15.64574203193946,0.29080049,False
WBTC,WETH,11000.0,10500.0,0.07407879,0.07407879,2.100151419553815,True
WBTC,BAT,11000.0,11000.0,0.07407879,0.07407879,1367.0855340567982,Equal
WBTC,LINK,11000.0,11000.0,0.07407879,0.07407879,65.06274918738576,Equal
WBTC,WETH,11000.0,10500.0,0.85479763,1.43500853,36.00209495312181,True
WETH,UNI,10500.0,11000.0,5.147917962308062,15.001827591058976,500.1072662542994,False
WETH,LINK,10500.0,11000.0,5.147917962308062,15.001827591058976,1000.054961868314,False
WETH,YFI,10500.0,11500.0,5.775203414739606,18.04494434814092,0.0067803067203837,False
WETH,UNI,10500.0,11000.0,5.775203414739606,18.04494434814092,172.72861534911726,False
WETH,AAVE,10500.0,11000.0,5.775203414739606,18.04494434814092,1.2611062124422865,False
WETH,BAT,10500.0,11000.0,5.775203414739606,18.04494434814092,26443.35509898268,False
WETH,LINK,10500.0,11000.0,5.775203414739606,18.04494434814092,453.08083363764274,False
WETH,MANA,10500.0,11000.0,5.775203414739606,18.04494434814092,2274.17765547774,False
WETH,REN,10500.0,11000.0,5.775203414739606,18.04494434814092,388.1108490499769,False
WETH,SNX,10500.0,11000.0,5.775203414739606,18.04494434814092,181.226593758688,False
WBTC,WETH,11000.0,10500.0,0.33720797,0.58482089,6.554817191921524,True
WETH,ENJ,10500.0,11000.0,5.839074520786499,22.986914022499107,23003.488910644974,False
WETH,YFI,10500.0,11500.0,5.044538412604265,12.269741220616048,0.0067803067942715,False
WETH,UNI,10500.0,11000.0,5.044538412604265,12.269741220616048,172.72861551210872,False
WETH,AAVE,10500.0,11000.0,5.044538412604265,12.269741220616048,1.2611062124422865,False
WETH,BAT,10500.0,11000.0,5.044538412604265,12.269741220616048,26443.355103247628,False
WETH,LINK,10500.0,11000.0,5.044538412604265,12.269741220616048,453.0808336924365,False
WETH,MANA,10500.0,11000.0,5.044538412604265,12.269741220616048,2274.1776572378053,False
WETH,REN,10500.0,11000.0,5.044538412604265,12.269741220616048,388.110850674579,False
WETH,SNX,10500.0,11000.0,5.044538412604265,12.269741220616048,181.22660901999728,False
WETH,WBTC,10500.0,11000.0,2.709974993607063,19.026588741438385,0.00966051,False
WETH,WBTC,10500.0,11000.0,1.6692789471916265,8.821379803373283,0.02876991,False
WETH,ZRX,10500.0,11000.0,1.6692789471916265,8.821379803373283,232.95441602476296,False
WETH,BAT,10500.0,11000.0,1.6692789471916265,8.821379803373283,1324.8017957265174,False
WETH,KNC,10500.0,11000.0,1.6692789471916265,8.821379803373283,315.55753312062416,False
WETH,SNX,10500.0,11000.0,1.6692789471916265,8.821379803373283,12.624371193349887,False
WETH,TUSD,10500.0,10500.0,1.6692789471916265,8.821379803373283,688.0239559204676,Equal
WETH,USDC,10500.0,10500.0,1.6692789471916265,8.821379803373283,995.418787,Equal
WETH,CRV,10500.0,11500.0,1.6692789471916265,8.821379803373283,127.34797719701064,False
WETH,CRV,10500.0,11500.0,9.286023444881836,40.7010932312237,1857.126942293904,False
WBTC,WETH,11000.0,10500.0,0.00966048,0.00966051,16.316622170102747,True
WBTC,WETH,11000.0,10500.0,0.02805775,0.02876992,7.1521023199560005,True
WBTC,ZRX,11000.0,11000.0,0.02805775,0.02876992,232.95442126151565,Equal
WBTC,BAT,11000.0,11000.0,0.02805775,0.02876992,1324.8018533858633,Equal
WBTC,KNC,11000.0,11000.0,0.02805775,0.02876992,315.55753312062893,Equal
WBTC,SNX,11000.0,11000.0,0.02805775,0.02876992,12.624380512441292,Equal
WBTC,TUSD,11000.0,10500.0,0.02805775,0.02876992,688.0292589208549,True
WBTC,USDC,11000.0,10500.0,0.02805775,0.02876992,995.423092,True
WBTC,CRV,11000.0,11500.0,0.02805775,0.02876992,127.34798023538578,False
WETH,WBTC,10500.0,11000.0,3.406470843106312,5.965437740279894,0.06370334,False
WETH,CRV,10500.0,11500.0,4.809511936380834,31.415076338139936,1857.1269874376496,False
YFI,WBTC,11500.0,11000.0,2.441603501324564,3.590454235764762,3.33065971,True
WETH,LINK,10500.0,11000.0,207.37245142255003,415.0069330935352,4950.000361867379,False
WETH,YFI,10500.0,11500.0,9.969807866017344,18.455262234543977,0.5454217676118296,False
WETH,BAT,10500.0,11000.0,9.969807866017344,18.455262234543977,7288.035558375219,False
WETH,LINK,10500.0,11000.0,9.969807866017344,18.455262234543977,416.386098263357,False
WETH,SNX,10500.0,11000.0,9.969807866017344,18.455262234543977,160.53781788850114,False
WETH,CRV,10500.0,11500.0,9.594236876030491,26.60559676181628,1857.1270253769487,False
WETH,WBTC,10500.0,11000.0,24.258032163356248,104.94294782261954,1.046271,False
WETH,AAVE,10500.0,11000.0,24.258032163356248,104.94294782261954,67.81858465038685,False
WETH,LINK,10500.0,11000.0,24.258032163356248,104.94294782261954,9.334434717939056,False
YFI,WETH,11500.0,10500.0,0.2466143224263782,0.5454218083935771,8.485455738533712,True
YFI,BAT,11500.0,11000.0,0.2466143224263782,0.5454218083935771,7288.0355669311475,True
YFI,LINK,11500.0,11000.0,0.2466143224263782,0.5454218083935771,416.3860986038813,True
YFI,SNX,11500.0,11000.0,0.2466143224263782,0.5454218083935771,160.5379098721492,True
WBTC,WETH,11000.0,10500.0,0.07983226,0.19258858,6.310624506505528,True
WBTC,AAVE,11000.0,11000.0,0.07983226,0.19258858,7.414381618047965,Equal
WBTC,LINK,11000.0,11000.0,0.07983226,0.19258858,141.14991999056895,Equal
WBTC,MKR,11000.0,11000.0,0.07983226,0.19258858,1.0831002146401794,Equal
WETH,WBTC,10500.0,11000.0,2.6039959072382874,16.316663516170895,3e-08,False
LINK,WETH,11000.0,10500.0,117.81618338701024,341.4870929512026,0.3863284986661481,True
LINK,YFI,11000.0,11500.0,117.81618338701024,341.4870929512026,0.0024074293768359,False
WETH,WBTC,10500.0,11000.0,4.909365673980548,9.710302942318377,0.29080061,False
WBTC,WETH,11000.0,10500.0,0.07205443,0.12250217,1.7493250666280398,True
WBTC,WETH,11000.0,10500.0,0.1236536,0.22773555,2.000154195319775,True
WETH,USDT,10500.0,0.0,0.6241033000820184,2.400301925407081,88.229243,True
WBTC,WETH,11000.0,10500.0,0.62316656,1.59483784,9.650542240600329,True
WBTC,AAVE,11000.0,11000.0,0.62316656,1.59483784,24.93171741674351,Equal
WETH,WBTC,10500.0,11000.0,1.4814602849209222,2.0501197624647385,0.04762862,False
WETH,AAVE,10500.0,11000.0,1.4814602849209222,2.0501197624647385,4.999901033918323,False
WETH,MKR,10500.0,11000.0,1.4814602849209222,2.0501197624647385,0.2588798830620217,False
WETH,WBTC,10500.0,11000.0,7.416093720826454,14.54926824536268,0.52982062,False
WETH,MANA,10500.0,11000.0,7.416093720826454,14.54926824536268,19117.874385782725,False
WBTC,WETH,11000.0,10500.0,0.41591952,1.31129969,9.651499690727638,True
WBTC,AAVE,11000.0,11000.0,0.41591952,1.31129969,32.80172014072888,Equal
YFI,WETH,11500.0,10500.0,0.0345774423833406,0.1066856269751091,0.3700708100794836,True
YFI,ZRX,11500.0,11000.0,0.0345774423833406,0.1066856269751091,186.43534193417327,True
YFI,AAVE,11500.0,11000.0,0.0345774423833406,0.1066856269751091,11.434951216847624,True
YFI,LINK,11500.0,11000.0,0.0345774423833406,0.1066856269751091,22.574404865952133,True
YFI,MKR,11500.0,11000.0,0.0345774423833406,0.1066856269751091,0.9561397296247616,True
YFI,SNX,11500.0,11000.0,0.0345774423833406,0.1066856269751091,6.3264131932497385,True
YFI,CRV,11500.0,11500.0,0.0345774423833406,0.1066856269751091,87.6759715940696,Equal
WETH,WBTC,10500.0,11000.0,64.31155473569392,200.0000810263253,2.8534042,False
WETH,YFI,10500.0,11500.0,64.31155473569392,200.0000810263253,0.251563128268915,False
WETH,UNI,10500.0,11000.0,64.31155473569392,200.0000810263253,1088.144920287321,False
WETH,AAVE,10500.0,11000.0,64.31155473569392,200.0000810263253,61.1200948901691,False
WBTC,WETH,11000.0,10500.0,0.15269527,0.52982561,7.133208549679185,True
WBTC,MANA,11000.0,11000.0,0.15269527,0.52982561,19117.991674622,Equal
LINK,WETH,11000.0,10500.0,279.14934377904854,1000.059643274251,10.00273882071181,True
WETH,WBTC,10500.0,11000.0,4.310439655359074,33.78379363651938,3e-08,False
WETH,UNI,10500.0,11000.0,4.310439655359074,33.78379363651938,643.4806396487239,False
WETH,AAVE,10500.0,11000.0,4.310439655359074,33.78379363651938,21.637670344744468,False
LINK,TUSD,11000.0,10500.0,469.7817294213797,1490.7665665690347,5341.189563240721,True
WETH,TUSD,10500.0,10500.0,0.8861093668693196,8.659108676230975,400.5596847318641,Equal
WBTC,WETH,11000.0,10500.0,0.10972385,0.13624219,2.4905811971652523,True
WBTC,UNI,11000.0,11000.0,0.10972385,0.13624219,78.65977973980347,Equal
WBTC,LINK,11000.0,11000.0,0.10972385,0.13624219,94.8645560596954,Equal
WETH,LINK,10500.0,11000.0,100.93541572563332,217.5030660898381,1000.3468569737826,False
WBTC,WETH,11000.0,10500.0,0.10692101,0.27703851,5.461751788217685,True
WBTC,AAVE,11000.0,11000.0,0.10692101,0.27703851,3.250258003622074,Equal
WBTC,LINK,11000.0,11000.0,0.10692101,0.27703851,275.42022482893816,Equal
UNI,WBTC,11000.0,11000.0,207.99456211714647,643.4806954912339,3e-08,Equal
UNI,WETH,11000.0,10500.0,207.99456211714647,643.4806954912339,29.47357228790356,True
UNI,AAVE,11000.0,11000.0,207.99456211714647,643.4806954912339,21.63769998423556,Equal
WBTC,WETH,11000.0,10500.0,0.19419352,0.40985361,5.801849558227302,True
WBTC,WETH,11000.0,10500.0,0.38151267,0.8953948,9.651580883383511,True
WBTC,AAVE,11000.0,11000.0,0.38151267,0.8953948,32.80176507284387,Equal
WETH,YFI,10500.0,11500.0,254.20730329250176,453.0303862082292,5.905474006476835,False
WETH,AAVE,10500.0,11000.0,254.20730329250176,453.0303862082292,295.91004573459537,False
WETH,CRV,10500.0,11500.0,30.52359944162208,80.30937253830022,9788.55551055458,False
WETH,WBTC,10500.0,11000.0,3.74758171482555,29.47358772389487,3e-08,False
WETH,UNI,10500.0,11000.0,3.74758171482555,29.47358772389487,435.4861395753534,False
WETH,AAVE,10500.0,11000.0,3.74758171482555,29.47358772389487,21.63769998423556,False
WETH,UNI,10500.0,11000.0,224.92153775764817,503.0065946486261,6754.986509654095,False
WETH,YFI,10500.0,11500.0,38.21451765264746,217.00808178963047,0.2515698911749303,False
WETH,UNI,10500.0,11000.0,38.21451765264746,217.00808178963047,1088.1450325631672,False
WETH,AAVE,10500.0,11000.0,38.21451765264746,217.00808178963047,61.120178613068994,False
WETH,WBTC,10500.0,11000.0,154.01691809800167,202.00161312672245,4.82954593,False
WETH,YFI,10500.0,11500.0,154.01691809800167,202.00161312672245,2.069666904912508,False
