chosen_asset,comparison_asset,chosen_bonus,comparison_bonus,chosen_liquidated_amount,chosen_available_amount,comparison_available_amount,bonus_comparison
WETH,UNI,10500.0,11000.0,0.1384476033276,0.3400794119554621,5.808066811298666,False
WETH,MKR,10500.0,11000.0,0.1384476033276,0.3400794119554621,0.0303857625331303,False
WETH,REN,10500.0,11000.0,0.1384476033276,0.3400794119554621,319.82905537391645,False
YFI,AAVE,11500.0,11000.0,0.0115439320808651,0.0128596573520317,3.224015214364172,True
YFI,SNX,11500.0,11000.0,0.0115439320808651,0.0128596573520317,93.3222026780997,True
WETH,WBTC,10500.0,11000.0,1.3462453184042893,2.5011600134105696,0.01919419,False
WETH,YFI,10500.0,11500.0,1.3462453184042893,2.5011600134105696,0.0224025434704164,False
WETH,ZRX,10500.0,11000.0,1.3462453184042893,2.5011600134105696,445.3310030100288,False
WETH,UNI,10500.0,11000.0,1.3462453184042893,2.5011600134105696,77.74727450216182,False
WETH,AAVE,10500.0,11000.0,1.3462453184042893,2.5011600134105696,2.542715602e-09,False
WETH,BAT,10500.0,11000.0,1.3462453184042893,2.5011600134105696,300.6550636965873,False
WETH,ENJ,10500.0,11000.0,1.3462453184042893,2.5011600134105696,1019.7398580446556,False
WETH,LINK,10500.0,11000.0,1.3462453184042893,2.5011600134105696,31.889763452502955,False
WETH,MKR,10500.0,11000.0,1.3462453184042893,2.5011600134105696,0.5238096687871145,False
WETH,SNX,10500.0,11000.0,1.3462453184042893,2.5011600134105696,40.58355912107528,False
SNX,WETH,11000.0,10500.0,363.95703209628016,2109.638027285793,4.970378491747167,True
SNX,UNI,11000.0,11000.0,363.95703209628016,2109.638027285793,105.0313400886746,Equal
SNX,xSUSHI,11000.0,11500.0,363.95703209628016,2109.638027285793,31.25146409184082,False
WETH,LINK,10500.0,11000.0,1.824128365268048,4.252381362661906,5.6026400204e-08,False
AAVE,WETH,11000.0,10500.0,25.310121093737468,27.02781150035444,9.544831346227983,True
AAVE,LINK,11000.0,11000.0,25.310121093737468,27.02781150035444,149.1563053670154,Equal
WETH,YFI,10500.0,11500.0,1.2282770385106487,8.18162935453512,0.0117051579577008,False
WETH,LINK,10500.0,11000.0,1.2282770385106487,8.18162935453512,37.03465455806114,False
WBTC,WETH,11000.0,10500.0,0.33352693,0.34168474,11.850128148968494,True
WBTC,YFI,11000.0,11500.0,0.33352693,0.34168474,0.1489267784162522,False
WBTC,UNI,11000.0,11000.0,0.33352693,0.34168474,329.0012488140196,Equal
WBTC,AAVE,11000.0,11000.0,0.33352693,0.34168474,1.4397312052945692,Equal
WBTC,ENJ,11000.0,11000.0,0.33352693,0.34168474,2.136357069087e-06,Equal
WBTC,MKR,11000.0,11000.0,0.33352693,0.34168474,4.5352774072894535,Equal
WBTC,SNX,11000.0,11000.0,0.33352693,0.34168474,3.554497691120235,Equal
WETH,WBTC,10500.0,11000.0,11.61781465939854,46.01567642584274,0.11457656,False
WETH,YFI,10500.0,11500.0,11.61781465939854,46.01567642584274,0.1023093404062321,False
WETH,UNI,10500.0,11000.0,11.61781465939854,46.01567642584274,400.0053336641219,False
WETH,KNC,10500.0,11000.0,11.61781465939854,46.01567642584274,1211.6230270692686,False
WETH,LINK,10500.0,11000.0,11.61781465939854,46.01567642584274,300.94864814805413,False
WETH,MKR,10500.0,11000.0,11.61781465939854,46.01567642584274,3.001292947318749,False
LINK,WETH,11000.0,10500.0,87.48568624614846,152.6634184480259,0.5451542908010621,True
LINK,UNI,11000.0,11000.0,87.48568624614846,152.6634184480259,188.00889360209305,Equal
LINK,AAVE,11000.0,11000.0,87.48568624614846,152.6634184480259,16.56479935995157,Equal
LINK,MANA,11000.0,11000.0,87.48568624614846,152.6634184480259,706.1389292232664,Equal
LINK,REN,11000.0,11000.0,87.48568624614846,152.6634184480259,1768.432810434983,Equal
WBTC,WETH,11000.0,10500.0,0.10289131,0.32382177,7.349631213332191,True
WBTC,LINK,11000.0,11000.0,0.10289131,0.32382177,3.82697045212335,Equal
YFI,WBTC,11500.0,11000.0,1.2472528985250368,1.2829003560524426,1e-08,True
YFI,WETH,11500.0,10500.0,1.2472528985250368,1.2829003560524426,103.96236215758428,True
WBTC,WETH,11000.0,10500.0,0.06859496,0.23108043,1.0906717884685568,True
MKR,UNI,11000.0,11000.0,0.8811481007150402,1.001445574614913,47.93007746862953,Equal
MKR,BAT,11000.0,11000.0,0.8811481007150402,1.001445574614913,2305.632392562592,Equal
MKR,ENJ,11000.0,11000.0,0.8811481007150402,1.001445574614913,738.1114134621868,Equal
MKR,xSUSHI,11000.0,11500.0,0.8811481007150402,1.001445574614913,49.8140014318866,False
WETH,WBTC,10500.0,11000.0,2.0251138660372963,6.598265402174506,1e-08,False
WETH,LINK,10500.0,11000.0,2.0251138660372963,6.598265402174506,0.0013668291891675,False
LINK,ZRX,11000.0,11000.0,200.65989021948843,249.13602261110677,8154.611292534981,Equal
LINK,AAVE,11000.0,11000.0,200.65989021948843,249.13602261110677,9.459919141251977,Equal
LINK,ENJ,11000.0,11000.0,200.65989021948843,249.13602261110677,1367.4739952429586,Equal
LINK,REN,11000.0,11000.0,200.65989021948843,249.13602261110677,2299.2121838362286,Equal
LINK,CRV,11000.0,11500.0,200.65989021948843,249.13602261110677,858.366102854533,False
LINK,BAL,11000.0,11000.0,200.65989021948843,249.13602261110677,109.56493575755086,Equal
LINK,xSUSHI,11000.0,11500.0,200.65989021948843,249.13602261110677,145.98575501872628,False
WETH,LINK,10500.0,11000.0,0.8297217514682775,1.8365881199353395,2.2450624399e-08,False
WETH,BAL,10500.0,11000.0,0.8297217514682775,1.8365881199353395,12.57037738917447,False
WETH,ZRX,10500.0,11000.0,0.6387283979114606,0.7786114519342522,829.866545130701,False
WETH,KNC,10500.0,11000.0,0.6387283979114606,0.7786114519342522,471.8994171231124,False
WETH,SNX,10500.0,11000.0,0.6387283979114606,0.7786114519342522,85.71720967005162,False
WETH,LINK,10500.0,11000.0,0.0091889040188596,0.0187173051233868,0.2870243131350232,False
LINK,WETH,11000.0,10500.0,64.15874554383171,185.38696867117665,0.9074189707998308,True
BAT,WETH,11000.0,10500.0,2866.971842540245,3001.4374996996894,1.2437896771396937,True
BAT,UNI,11000.0,11000.0,2866.971842540245,3001.4374996996894,150.00208293825924,Equal
BAT,AAVE,11000.0,11000.0,2866.971842540245,3001.4374996996894,5.000014150118298,Equal
BAT,LINK,11000.0,11000.0,2866.971842540245,3001.4374996996894,0.0008388283203971,Equal
BAT,REN,11000.0,11000.0,2866.971842540245,3001.4374996996894,6012.835795859329,Equal
BAT,SNX,11000.0,11000.0,2866.971842540245,3001.4374996996894,200.38623381224767,Equal
KNC,USDT,11000.0,0.0,995.3570543612432,995.3571161562692,12.482213,True
KNC,WETH,11000.0,10500.0,995.3570543612432,995.3571161562692,2.5020302404300163,True
KNC,UNI,11000.0,11000.0,995.3570543612432,995.3571161562692,25.429189722580784,Equal
KNC,SNX,11000.0,11000.0,995.3570543612432,995.3571161562692,32.0963094289296,Equal
xSUSHI,WBTC,11500.0,11000.0,463.6784035082374,464.1369842774649,0.00044189,True
xSUSHI,WETH,11500.0,10500.0,463.6784035082374,464.1369842774649,2.0001811981793685,True
xSUSHI,LINK,11500.0,11000.0,463.6784035082374,464.1369842774649,251.66236763814032,True
LINK,UNI,11000.0,11000.0,72.13020732023907,146.42804320851715,18.76293281693576,Equal
LINK,AAVE,11000.0,11000.0,72.13020732023907,146.42804320851715,1.1995645390943983,Equal
AAVE,WETH,11000.0,10500.0,7.571516901325442,12.745472646754369,5.88040323e-10,True
AAVE,LINK,11000.0,11000.0,7.571516901325442,12.745472646754369,86.57387638022148,Equal
WBTC,USDT,11000.0,0.0,0.09682767,0.11249915,97.815663,True
WBTC,WETH,11000.0,10500.0,0.09682767,0.11249915,1.7302593241011863,True
WBTC,LINK,11000.0,11000.0,0.09682767,0.11249915,54.41070066436307,Equal
WETH,LINK,10500.0,11000.0,14.611803670715858,111.5506635431694,195.1264822893728,False
WETH,CRV,10500.0,11500.0,14.611803670715858,111.5506635431694,0.0008666833202151,False
WETH,xSUSHI,10500.0,11500.0,14.611803670715858,111.5506635431694,2.3125107671e-08,False
AAVE,WETH,11000.0,10500.0,87.68861549122734,165.80706882780353,7.643013733992276,True
AAVE,SNX,11000.0,11000.0,87.68861549122734,165.80706882780353,1565.8116295214754,Equal
YFI,WETH,11500.0,10500.0,0.1576282786148491,0.1688472220682991,7.000687566867114,True
YFI,LINK,11500.0,11000.0,0.1576282786148491,0.1688472220682991,996.065000372833,True
WBTC,WETH,11000.0,10500.0,0.05243241,0.07659091,0.192717760168426,True
WBTC,UNI,11000.0,11000.0,0.05243241,0.07659091,58.66091230841459,Equal
WBTC,LINK,11000.0,11000.0,0.05243241,0.07659091,7.983031770231602,Equal
WBTC,SNX,11000.0,11000.0,0.05243241,0.07659091,11.8972305478447,Equal
WBTC,BAL,11000.0,11000.0,0.05243241,0.07659091,5.905613349845632,Equal
ENJ,WBTC,11000.0,11000.0,1937.8786499133832,1937.8787660279647,1e-08,Equal
ENJ,WETH,11000.0,10500.0,1937.8786499133832,1937.8787660279647,7.542787354125584,True
ENJ,AAVE,11000.0,11000.0,1937.8786499133832,1937.8787660279647,0.281638792848389,Equal
ENJ,BAT,11000.0,11000.0,1937.8786499133832,1937.8787660279647,0.010185965137902,Equal
ENJ,KNC,11000.0,11000.0,1937.8786499133832,1937.8787660279647,74.40057529612797,Equal
ENJ,MANA,11000.0,11000.0,1937.8786499133832,1937.8787660279647,0.0027555817782356,Equal
ENJ,MKR,11000.0,11000.0,1937.8786499133832,1937.8787660279647,0.0254456974241745,Equal
ENJ,REN,11000.0,11000.0,1937.8786499133832,1937.8787660279647,4684.240342350268,Equal
ENJ,SNX,11000.0,11000.0,1937.8786499133832,1937.8787660279647,230.10265082833183,Equal
ENJ,CRV,11000.0,11500.0,1937.8786499133832,1937.8787660279647,26.111514462409517,False
ENJ,BAL,11000.0,11000.0,1937.8786499133832,1937.8787660279647,4.1631847689941e-05,Equal
ENJ,xSUSHI,11000.0,11500.0,1937.8786499133832,1937.8787660279647,0.0002805269921882,False
MANA,WETH,11000.0,10500.0,7182.698281018248,7182.701006050743,4.0310089228835855,True
MANA,UNI,11000.0,11000.0,7182.698281018248,7182.701006050743,7.02605281223e-07,Equal
MANA,AAVE,11000.0,11000.0,7182.698281018248,7182.701006050743,4e-18,Equal
MANA,BAT,11000.0,11000.0,7182.698281018248,7182.701006050743,0.2666654579958645,Equal
MANA,ENJ,11000.0,11000.0,7182.698281018248,7182.701006050743,31.431009047576627,Equal
MANA,KNC,11000.0,11000.0,7182.698281018248,7182.701006050743,0.000135468716639,Equal
MANA,LINK,11000.0,11000.0,7182.698281018248,7182.701006050743,166.90330147453352,Equal
MANA,MKR,11000.0,11000.0,7182.698281018248,7182.701006050743,0.1188168291622691,Equal
WBTC,WETH,11000.0,10500.0,36.53858471,48.2084048,60.35246783865694,True
WBTC,YFI,11000.0,11500.0,36.53858471,48.2084048,2.917419339282191,False
WBTC,ZRX,11000.0,11000.0,36.53858471,48.2084048,199037.5204746373,Equal
WBTC,UNI,11000.0,11000.0,36.53858471,48.2084048,16010.901133370273,Equal
WBTC,AAVE,11000.0,11000.0,36.53858471,48.2084048,3750.514131252488,Equal
WBTC,BAT,11000.0,11000.0,36.53858471,48.2084048,252993.2671093585,Equal
WBTC,ENJ,11000.0,11000.0,36.53858471,48.2084048,150272.80875628785,Equal
WBTC,KNC,11000.0,11000.0,36.53858471,48.2084048,100401.30100083536,Equal
WBTC,LINK,11000.0,11000.0,36.53858471,48.2084048,67142.45324650084,Equal
WBTC,MANA,11000.0,11000.0,36.53858471,48.2084048,2607.5720663559287,Equal
WBTC,MKR,11000.0,11000.0,36.53858471,48.2084048,102.81982056772732,Equal
WBTC,REN,11000.0,11000.0,36.53858471,48.2084048,86329.90156514583,Equal
WBTC,CRV,11000.0,11500.0,36.53858471,48.2084048,68658.22599082261,False
WBTC,xSUSHI,11000.0,11500.0,36.53858471,48.2084048,68177.00757411073,False
WBTC,LINK,11000.0,11000.0,0.04551589,0.05944235,477.75060525556864,Equal
LINK,ENJ,11000.0,11000.0,384.2353997622845,483.85102867369386,6704.883297800468,Equal
LINK,MANA,11000.0,11000.0,384.2353997622845,483.85102867369386,5017.832175876097,Equal
ENJ,ZRX,11000.0,11000.0,3822.3575307151327,3822.3592613979927,227.46015398503272,Equal
ENJ,AAVE,11000.0,11000.0,3822.3575307151327,3822.3592613979927,8.627072974228549,Equal
ENJ,BAT,11000.0,11000.0,3822.3575307151327,3822.3592613979927,5348.725212364449,Equal
ENJ,MANA,11000.0,11000.0,3822.3575307151327,3822.3592613979927,3904.389339855912,Equal
ENJ,MKR,11000.0,11000.0,3822.3575307151327,3822.3592613979927,0.8861080420182439,Equal
ENJ,REN,11000.0,11000.0,3822.3575307151327,3822.3592613979927,2022.8589013285184,Equal
ENJ,SNX,11000.0,11000.0,3822.3575307151327,3822.3592613979927,228.58390878603143,Equal
ENJ,CRV,11000.0,11500.0,3822.3575307151327,3822.3592613979927,245.1943056927576,False
ENJ,BAL,11000.0,11000.0,3822.3575307151327,3822.3592613979927,67.69013663623744,Equal
WETH,USDT,10500.0,0.0,1.9403131404056049,15.241085930891618,262.393559,True
ENJ,WBTC,11000.0,11000.0,4819.840122489124,8349.592161965713,1e-08,Equal
ENJ,WETH,11000.0,10500.0,4819.840122489124,8349.592161965713,7.021490168538927,True
ENJ,MANA,11000.0,11000.0,4819.840122489124,8349.592161965713,0.228136364435239,Equal
WETH,YFI,10500.0,11500.0,13.62674779267051,24.155896743893784,0.670502021406933,False
WETH,AAVE,10500.0,11000.0,13.62674779267051,24.155896743893784,0.0072825036687274,False
UNI,WETH,11000.0,10500.0,449.2462632703952,449.24660293162094,5.906046214917875,True
UNI,ZRX,11000.0,11000.0,449.2462632703952,449.24660293162094,10848.90833734848,Equal
UNI,MANA,11000.0,11000.0,449.2462632703952,449.24660293162094,6980.208544761756,Equal
UNI,MKR,11000.0,11000.0,449.2462632703952,449.24660293162094,2.449835489716091,Equal
UNI,SNX,11000.0,11000.0,449.2462632703952,449.24660293162094,0.0002308525222472,Equal
UNI,BAL,11000.0,11000.0,449.2462632703952,449.24660293162094,270.26945091440183,Equal
MKR,USDC,11000.0,10500.0,2.536301814669537,5.633612331560824,2540.160933,True
UNI,WETH,11000.0,10500.0,700.5394466701689,700.5399727371356,8.90159710884475,True
UNI,YFI,11000.0,11500.0,700.5394466701689,700.5399727371356,0.2015321611599528,False
UNI,AAVE,11000.0,11000.0,700.5394466701689,700.5399727371356,34.98178662076839,Equal
UNI,LINK,11000.0,11000.0,700.5394466701689,700.5399727371356,207.80902525008543,Equal
UNI,MKR,11000.0,11000.0,700.5394466701689,700.5399727371356,1.3145295604756977,Equal
UNI,BAL,11000.0,11000.0,700.5394466701689,700.5399727371356,150.74037344314098,Equal
UNI,xSUSHI,11000.0,11500.0,700.5394466701689,700.5399727371356,229.5959364672048,False
WETH,AAVE,10500.0,11000.0,2.562225625660176,14.435680759705251,9.93766285548e-07,False
WETH,ENJ,10500.0,11000.0,2.562225625660176,14.435680759705251,1.1643010419902e-05,False
WETH,LINK,10500.0,11000.0,2.562225625660176,14.435680759705251,58.839526942880816,False
WBTC,WETH,11000.0,10500.0,0.16217812,0.30422973,9.50205681284672,True
WBTC,LINK,11000.0,11000.0,0.16217812,0.30422973,170.34083767339533,Equal
REN,WBTC,11000.0,11000.0,14795.945931091932,15201.037089797264,0.05657895,Equal
REN,WETH,11000.0,10500.0,14795.945931091932,15201.037089797264,2.296922101749969,True
REN,AAVE,11000.0,11000.0,14795.945931091932,15201.037089797264,8.590464257642289,Equal
WETH,WBTC,10500.0,11000.0,8.655754857387953,34.39788735113924,0.11457657,False
WETH,YFI,10500.0,11500.0,8.655754857387953,34.39788735113924,0.1023093974226927,False
WETH,UNI,10500.0,11000.0,8.655754857387953,34.39788735113924,400.0053420816367,False
WETH,KNC,10500.0,11000.0,8.655754857387953,34.39788735113924,1211.623497947901,False
WETH,LINK,10500.0,11000.0,8.655754857387953,34.39788735113924,300.94887629281743,False
WETH,MKR,10500.0,11000.0,8.655754857387953,34.39788735113924,3.0012931188537184,False
WETH,AAVE,10500.0,11000.0,2.4005463398217,5.387654433161076,1.28700614177915,False
LINK,YFI,11000.0,11500.0,2843.021359899447,6281.700804106649,1.0114002917711475,False
WETH,LINK,10500.0,11000.0,11.713581387565467,96.9388973669493,195.126493917774,False
WETH,CRV,10500.0,11500.0,11.713581387565467,96.9388973669493,0.0008666853003699,False
WETH,xSUSHI,10500.0,11500.0,11.713581387565467,96.9388973669493,2.3125107672e-08,False
WBTC,WETH,11000.0,10500.0,0.09103514,0.22093048,7.349635925986897,True
WBTC,LINK,11000.0,11000.0,0.09103514,0.22093048,3.826973351685635,Equal
WBTC,WETH,11000.0,10500.0,0.06205834,0.0942192,0.8502223117157617,True
WETH,UNI,10500.0,11000.0,2.794464158998077,20.177271917669803,71.00855679900079,False
WETH,USDT,10500.0,0.0,2.1046095533676223,13.300774838085784,262.393932,True
xSUSHI,WETH,11500.0,10500.0,620.9665269718291,624.0300130104204,5.97800903970112,True
xSUSHI,ZRX,11500.0,11000.0,620.9665269718291,624.0300130104204,3321.890513982852,True
xSUSHI,UNI,11500.0,11000.0,620.9665269718291,624.0300130104204,1.0843284169552536,True
xSUSHI,KNC,11500.0,11000.0,620.9665269718291,624.0300130104204,1506.3641794660812,True
xSUSHI,LINK,11500.0,11000.0,620.9665269718291,624.0300130104204,108.54258662897028,True
xSUSHI,MANA,11500.0,11000.0,620.9665269718291,624.0300130104204,4914.925628685881,True
xSUSHI,MKR,11500.0,11000.0,620.9665269718291,624.0300130104204,1.5687047473133875,True
xSUSHI,SNX,11500.0,11000.0,620.9665269718291,624.0300130104204,329.73420844019626,True
xSUSHI,BAL,11500.0,11000.0,620.9665269718291,624.0300130104204,203.2658279485752,True
WETH,WBTC,10500.0,11000.0,27.91932493283839,116.37893113786168,1e-08,False
WETH,YFI,10500.0,11500.0,27.91932493283839,116.37893113786168,0.0356474937490765,False
CRV,MANA,11500.0,11000.0,1579.6108962788323,2145.5504137036223,19261.60108469112,True
WETH,WBTC,10500.0,11000.0,19.794058183908188,60.24662744097307,0.56326623,False
WETH,BAT,10500.0,11000.0,19.794058183908188,60.24662744097307,66.69694383365531,False
WETH,xSUSHI,10500.0,11500.0,19.794058183908188,60.24662744097307,34.519076592998765,False
WETH,WBTC,10500.0,11000.0,2.52490838871742,11.137579296026775,0.06389103,False
WETH,AAVE,10500.0,11000.0,2.52490838871742,11.137579296026775,8e-18,False
WETH,YFI,10500.0,11500.0,1.543122901466309,6.953359728530962,0.0117051704933534,False
WETH,LINK,10500.0,11000.0,1.543122901466309,6.953359728530962,37.03471571290993,False
AAVE,REN,11000.0,11000.0,21.36482297900529,80.77876029682035,7400.647354222326,Equal
AAVE,SNX,11000.0,11000.0,21.36482297900529,80.77876029682035,376.6228178524315,Equal
xSUSHI,AAVE,11500.0,11000.0,189.41517451495832,267.3774535712966,20.740836154578524,True
WETH,DAI,10500.0,10500.0,1.8140487995475103,7.648548377001498,711.120894792828,Equal
WETH,LINK,10500.0,11000.0,1.8140487995475103,7.648548377001498,56.42480651386103,False
UNI,WBTC,11000.0,11000.0,57.76811882455263,80.23196267364968,1e-08,Equal
UNI,WETH,11000.0,10500.0,57.76811882455263,80.23196267364968,0.559659510691944,True
UNI,AAVE,11000.0,11000.0,57.76811882455263,80.23196267364968,2.28346524e-09,Equal
WETH,AAVE,10500.0,11000.0,0.7362957007616966,1.2561705972796544,4.40940917944762,False
WETH,REN,10500.0,11000.0,0.7362957007616966,1.2561705972796544,89.22022702273773,False
TUSD,KNC,10500.0,11000.0,2136.907044685784,3772.521621127312,333.61537933222417,False
TUSD,LINK,10500.0,11000.0,2136.907044685784,3772.521621127312,50.57620718139982,False
WETH,DAI,10500.0,10500.0,1.4250989296477812,5.178808214964409,61.013841516005854,Equal
WETH,USDC,10500.0,10500.0,1.4250989296477812,5.178808214964409,1646.544621,Equal
WETH,BAL,10500.0,11000.0,1.4250989296477812,5.178808214964409,10.237481373856752,False
WETH,xSUSHI,10500.0,11500.0,1.4250989296477812,5.178808214964409,5.635746305493932,False
UNI,WETH,11000.0,10500.0,130.57073486104136,181.3390589494504,5.7345748518269,True
UNI,AAVE,11000.0,11000.0,130.57073486104136,181.3390589494504,0.3795253239547243,Equal
UNI,LINK,11000.0,11000.0,130.57073486104136,181.3390589494504,1.908200785e-08,Equal
UNI,SNX,11000.0,11000.0,130.57073486104136,181.3390589494504,1.4051178141816e-05,Equal
LINK,WBTC,11000.0,11000.0,95.72572512884072,160.4089193482952,7e-08,Equal
LINK,UNI,11000.0,11000.0,95.72572512884072,160.4089193482952,0.0001103580715013,Equal
LINK,AAVE,11000.0,11000.0,95.72572512884072,160.4089193482952,1.0091656e-11,Equal
LINK,USDC,11000.0,10500.0,95.72572512884072,160.4089193482952,5598.113315,True
KNC,WBTC,11000.0,11000.0,686.4803300810185,3796.815247587296,0.04090812,Equal
KNC,WETH,11000.0,10500.0,686.4803300810185,3796.815247587296,1.000203570418533,True
KNC,MKR,11000.0,11000.0,686.4803300810185,3796.815247587296,0.0062389603665067,Equal
KNC,REN,11000.0,11000.0,686.4803300810185,3796.815247587296,5814.602289619032,Equal
KNC,BAL,11000.0,11000.0,686.4803300810185,3796.815247587296,31.94983878104907,Equal
KNC,WBTC,11000.0,11000.0,652.2032519992089,3110.3350041287085,0.04090812,Equal
KNC,WETH,11000.0,10500.0,652.2032519992089,3110.3350041287085,1.0002035924936965,True
KNC,MKR,11000.0,11000.0,652.2032519992089,3110.3350041287085,0.0062389603675503,Equal
KNC,REN,11000.0,11000.0,652.2032519992089,3110.3350041287085,5814.6024498822735,Equal
KNC,BAL,11000.0,11000.0,652.2032519992089,3110.3350041287085,31.94985102003178,Equal
LINK,YFI,11000.0,11500.0,53.51080504772288,497.121871904872,0.0042565969436943,False
LINK,AAVE,11000.0,11000.0,53.51080504772288,497.121871904872,0.2323822567531207,Equal
LINK,TUSD,11000.0,10500.0,53.51080504772288,497.121871904872,3.06797712592012,True
AAVE,UNI,11000.0,11000.0,1.993116854343976,6.169507514351269,10.973483866717167,Equal
AAVE,LINK,11000.0,11000.0,1.993116854343976,6.169507514351269,39.9758145213877,Equal
AAVE,REN,11000.0,11000.0,1.993116854343976,6.169507514351269,1447.795868756402,Equal
WETH,ENJ,10500.0,11000.0,0.15202956894972,1.062982111667498,1.1065260041619684,False
WETH,LINK,10500.0,11000.0,0.15202956894972,1.062982111667498,2.859774870186801,False
WETH,MANA,10500.0,11000.0,0.15202956894972,1.062982111667498,61.10896661098265,False
WETH,SNX,10500.0,11000.0,0.15202956894972,1.062982111667498,33.465225255458414,False
LINK,MKR,11000.0,11000.0,36.706479820096085,121.56198594256728,0.2272519349477448,Equal
LINK,USDC,11000.0,10500.0,36.706479820096085,121.56198594256728,119.074892,True
WETH,WBTC,10500.0,11000.0,0.0601515052687103,0.0601515052116987,0.00194725,False
WETH,REN,10500.0,11000.0,0.7018538772439782,1.392428157465095,1555.4661365726815,False
ENJ,ZRX,11000.0,11000.0,693.1166560949346,1505.9412371485926,1220.8202824667835,Equal
ENJ,AAVE,11000.0,11000.0,693.1166560949346,1505.9412371485926,3.4320231981585194,Equal
ENJ,MANA,11000.0,11000.0,693.1166560949346,1505.9412371485926,910.1542481502296,Equal
ENJ,REN,11000.0,11000.0,693.1166560949346,1505.9412371485926,1157.5239537916375,Equal
ENJ,SNX,11000.0,11000.0,693.1166560949346,1505.9412371485926,134.4504582606396,Equal
WETH,LINK,10500.0,11000.0,0.315644059072188,1.14870349342866,65.15964677982153,False
WBTC,UNI,11000.0,11000.0,0.03022818,0.10108969,82.90122248550918,Equal
WETH,WBTC,10500.0,11000.0,0.3373597398866418,1.7986273275644655,1e-08,False
WETH,WBTC,10500.0,11000.0,0.74688147809352,2.570549379056564,6e-08,False
WETH,UNI,10500.0,11000.0,0.74688147809352,2.570549379056564,3.8204968439003e-05,False
WETH,LINK,10500.0,11000.0,0.74688147809352,2.570549379056564,0.0021208407925709,False
WETH,REN,10500.0,11000.0,0.74688147809352,2.570549379056564,0.4623079823398792,False
WETH,USDC,10500.0,10500.0,0.74688147809352,2.570549379056564,0.010784,Equal
WETH,WBTC,10500.0,11000.0,0.89171972115471,1.1549173530590169,0.01919419,False
WETH,YFI,10500.0,11500.0,0.89171972115471,1.1549173530590169,0.0224025748990802,False
WETH,ZRX,10500.0,11000.0,0.89171972115471,1.1549173530590169,445.3314243524151,False
WETH,UNI,10500.0,11000.0,0.89171972115471,1.1549173530590169,77.74728158692088,False
WETH,AAVE,10500.0,11000.0,0.89171972115471,1.1549173530590169,2.542716543e-09,False
WETH,BAT,10500.0,11000.0,0.89171972115471,1.1549173530590169,300.6571561888062,False
WETH,ENJ,10500.0,11000.0,0.89171972115471,1.1549173530590169,1019.7452941203544,False
WETH,LINK,10500.0,11000.0,0.89171972115471,1.1549173530590169,31.88981928274815,False
WETH,MKR,10500.0,11000.0,0.89171972115471,1.1549173530590169,0.5238102651004928,False
WETH,SNX,10500.0,11000.0,0.89171972115471,1.1549173530590169,40.59438792934711,False
AAVE,WETH,11000.0,10500.0,5.479563996608506,16.564805356613938,0.5451553492531025,True
AAVE,UNI,11000.0,11000.0,5.479563996608506,16.564805356613938,188.0089096331488,Equal
AAVE,LINK,11000.0,11000.0,5.479563996608506,16.564805356613938,65.17785714410326,Equal
AAVE,MANA,11000.0,11000.0,5.479563996608506,16.564805356613938,706.1422332501144,Equal
AAVE,REN,11000.0,11000.0,5.479563996608506,16.564805356613938,1768.4355858252866,Equal
REN,WETH,11000.0,10500.0,3851.102579448816,6012.844074059039,1.243791714800994,True
REN,UNI,11000.0,11000.0,3851.102579448816,6012.844074059039,150.00209414910125,Equal
REN,AAVE,11000.0,11000.0,3851.102579448816,6012.844074059039,5.000015960185298,Equal
REN,BAT,11000.0,11000.0,3851.102579448816,6012.844074059039,134.46645005475128,Equal
REN,LINK,11000.0,11000.0,3851.102579448816,6012.844074059039,0.0008388293473594,Equal
REN,SNX,11000.0,11000.0,3851.102579448816,6012.844074059039,200.4358214151128,Equal
MANA,WETH,11000.0,10500.0,1859.6581260134228,2000.455554081663,0.3500626947394286,True
MANA,AAVE,11000.0,11000.0,1859.6581260134228,2000.455554081663,2.0000088299467085,Equal
MANA,CRV,11000.0,11500.0,1859.6581260134228,2000.455554081663,251.52078600570937,False
WBTC,AAVE,11000.0,11000.0,0.02891435,0.03170876,6.000123220397719,Equal
REN,WBTC,11000.0,11000.0,2740.2983749416303,23124.93562675547,0.01329284,Equal
REN,GUSD,11000.0,0.0,2740.2983749416303,23124.93562675547,1542.12,True
WBTC,LINK,11000.0,11000.0,0.01913419,0.01913419,20.32219270545671,Equal
WBTC,MKR,11000.0,11000.0,0.01913419,0.01913419,0.106959042323235,Equal
WBTC,USDC,11000.0,10500.0,0.01913419,0.01913419,572.934485,True
WBTC,WETH,11000.0,10500.0,0.01880412,0.03647394,0.3768101679207593,True
WBTC,AAVE,11000.0,11000.0,0.01880412,0.03647394,2.131020229842373,Equal
WETH,WBTC,10500.0,11000.0,1.3403892888762958,1.6473103683790176,0.02269949,False
WETH,UNI,10500.0,11000.0,1.3403892888762958,1.6473103683790176,12.650566556400044,False
WETH,DAI,10500.0,10500.0,1.3403892888762958,1.6473103683790176,1251.525752513295,Equal
WETH,ENJ,10500.0,11000.0,1.3403892888762958,1.6473103683790176,452.7409040432998,False
WETH,LINK,10500.0,11000.0,1.3403892888762958,1.6473103683790176,21.84182376513968,False
WETH,REN,10500.0,11000.0,1.3403892888762958,1.6473103683790176,89.4390298244514,False
