symbol,timestamp,USD_price
ENJ,1609460648484,0.1297415407383088
ENJ,1609463242918,0.1330969021809173
ENJ,1609466858883,0.1346843579482684
ENJ,1609471365377,0.134218680653967
ENJ,1609474773877,0.134013416614092
ENJ,1609478474637,0.1334738237902366
ENJ,1609481370848,0.1337287859738381
ENJ,1609485505898,0.1326100505467003
ENJ,1609489075278,0.1330481035729658
ENJ,1609492429032,0.1329407620991538
ENJ,1609496354298,0.1344427850074492
ENJ,1609499843309,0.1352807241684513
ENJ,1609503546769,0.1355256470407885
ENJ,1609507198910,0.1355025819794926
ENJ,1609510659950,0.1363701123851382
ENJ,1609514793021,0.1365527208716747
ENJ,1609518291455,0.138504265275356
ENJ,1609521992263,0.1374524492160551
ENJ,1609524635863,0.1348239767244657
ENJ,1609529481510,0.1349596953918227
ENJ,1609531691360,0.1353305367869667
ENJ,1609536162020,0.136100183038545
ENJ,1609538463737,0.1362054203093191
ENJ,1609542205460,0.1360594561826495
ENJ,1609545925041,0.1364772489449951
ENJ,1609549325233,0.133549351241304
ENJ,1609554300576,0.1333057818755745
ENJ,1609557259577,0.1335406655392457
ENJ,1609560888213,0.1339912229482882
ENJ,1609564699168,0.1343902694804326
ENJ,1609567600390,0.1345348731925077
ENJ,1609571580844,0.1336122637736015
ENJ,1609575128683,0.1326049893936683
ENJ,1609579557889,0.1326548990923291
ENJ,1609583379355,0.1328342641361577
ENJ,1609586902852,0.1330910481209727
ENJ,1609590332132,0.1327440027595974
ENJ,1609593909554,0.13396732587281
ENJ,1609597624815,0.1321385291199506
ENJ,1609601011079,0.1332917682974826
ENJ,1609603776421,0.1322447565414992
ENJ,1609607268325,0.1325371601693792
ENJ,1609611175000,0.1312883035916658
ENJ,1609615330862,0.1318452532374815
ENJ,1609618343354,0.1303578805177817
ENJ,1609621405758,0.1290307721486472
ENJ,1609625011276,0.1309398651538837
ENJ,1609628635216,0.1313172893728495
ENJ,1609632222997,0.1318886688974284
ENJ,1609635793034,0.1323094507378673
ENJ,1609639386905,0.1308345572354893
ENJ,1609643987642,0.1306624465880548
ENJ,1609647572245,0.1309041473689459
ENJ,1609651249876,0.1320249941095082
ENJ,1609654826827,0.1308384695390342
ENJ,1609658360926,0.1303940035751
ENJ,1609661973775,0.1299394616029447
ENJ,1609665417791,0.1310241102270832
ENJ,1609668248891,0.1307420375396746
ENJ,1609671883511,0.1301436139333914
ENJ,1609675508944,0.1323922473761727
ENJ,1609679672399,0.1356738063071865
ENJ,1609683590027,0.1357640025444365
ENJ,1609687208868,0.1357884786353323
ENJ,1609690693781,0.1364238007500424
ENJ,1609694009163,0.1350322069015288
ENJ,1609697713469,0.1341886517500896
ENJ,1609700681105,0.1339757892334306
ENJ,1609704677695,0.1327668107327951
ENJ,1609708820111,0.1331442607395521
ENJ,1609711854897,0.1356488369125138
ENJ,1609715393746,0.1359097131872206
