symbol,timestamp,USD_price
REN,1609461263496,0.3175346825673252
REN,1609463715428,0.3255160135609313
REN,1609467332837,0.338172930279862
REN,1609470879902,0.3387088115464158
REN,1609474476054,0.3373321184110477
REN,1609478090743,0.338399531435404
REN,1609481808258,0.3363040813154546
REN,1609485369844,0.3290697499788672
REN,1609488896998,0.329719559603587
REN,1609492305869,0.3277599745171178
REN,1609496872741,0.3281710211557609
REN,1609500452049,0.3329606221305051
REN,1609503809258,0.3401607029374691
REN,1609507295743,0.3372418406268874
REN,1609510931021,0.3342953354044016
REN,1609515101007,0.3291853591734721
REN,1609517223652,0.3289317022623709
REN,1609520832702,0.327880049123647
REN,1609525342704,0.3201488108337477
REN,1609529630526,0.3130341884669619
REN,1609532195994,0.3131641904582225
REN,1609536300114,0.3118211269579791
REN,1609539833448,0.3127523589919626
REN,1609542097748,0.3137968683048275
REN,1609545696984,0.3169638224074909
REN,1609549593608,0.3094047319112209
REN,1609553264865,0.3131051977881798
REN,1609556858978,0.3190266549058821
REN,1609561894507,0.312256925153715
REN,1609565503355,0.3152309704748938
REN,1609568979383,0.3113089971987743
REN,1609572543973,0.3126998515025287
REN,1609576275087,0.3130682790682558
REN,1609578684959,0.3079901023242016
REN,1609582331474,0.3080144912204645
REN,1609585203703,0.3109571219235351
REN,1609590315849,0.3111576591964864
REN,1609593885272,0.3194606870880894
REN,1609596091298,0.3188513403413283
REN,1609601380236,0.3192095708978499
REN,1609604389046,0.3135682727232019
REN,1609608050751,0.315283200292894
REN,1609612430341,0.3103945811179489
REN,1609615966924,0.3131450814408542
REN,1609619646584,0.3108960722206834
REN,1609623194170,0.3046939188471361
REN,1609626832360,0.3073172878399456
REN,1609630399288,0.3078581952492618
REN,1609634124847,0.3168449747099293
REN,1609636131272,0.3212478765636297
REN,1609639324616,0.3158584770794286
REN,1609643139253,0.3165218230068229
REN,1609646720750,0.3156028487534491
REN,1609651355577,0.3153467271312128
REN,1609654942433,0.3227271306557068
REN,1609658499095,0.3280464654627685
REN,1609662106627,0.3158496110399287
REN,1609665466494,0.3183561792896927
REN,1609668693894,0.3128014531026528
REN,1609672305188,0.3096771050078256
REN,1609675975520,0.3067367594182927
REN,1609679484127,0.3109821234410985
REN,1609683813595,0.3100515447913701
REN,1609687448441,0.313399963222576
REN,1609690086120,0.3188698136039762
REN,1609694246988,0.3157255293523071
REN,1609697390011,0.3198480258154921
REN,1609700686823,0.3174125571471106
REN,1609704521017,0.3137020394818799
REN,1609708238772,0.321690889690672
REN,1609712271723,0.3293214166237592
REN,1609715906870,0.3384611939316034
REN,1609718586230,0.3332016711534803
REN,1609723444770,0.3339622243494767
REN,1609726777089,0.3401326760196133
REN,1609730400292,0.3423236352330983
REN,1609733951576,0.3513586776654478
REN,1609737586464,0.3523416469513229
REN,1609741181263,0.3577857135414711
REN,1609744740646,0.3489282531251431
REN,1609748275074,0.3348760251497721
REN,1609751851208,0.3254007838526576
REN,1609755604512,0.3106558406880169
REN,1609759345738,0.3087195216112389
REN,1609763081141,0.3181207714838372
REN,1609765984989,0.3177532897820421
REN,1609769923025,0.3205254819948485
REN,1609772639942,0.3271933037205904
REN,1609776534981,0.326753665710541
REN,1609779907192,0.317717607771162
REN,1609784567669,0.3242398456964913
REN,1609787580445,0.328146541710424
REN,1609790492582,0.3302957242092991
REN,1609794146330,0.3326747382965075
REN,1609798077431,0.3286280099093269
REN,1609801652022,0.3273382515337363
REN,1609805513694,0.3295581963958384
REN,1609810372462,0.3302856500801117
REN,1609814391267,0.3416670148201483
REN,1609817497350,0.3325783285959982
REN,1609821104533,0.3272319969985636
REN,1609824685787,0.321343373021762
REN,1609828291540,0.3177872757515772
REN,1609832622178,0.3219904915465489
REN,1609835704809,0.3245596772308041
REN,1609839029576,0.3286228790935281
REN,1609842816884,0.3332156469552242
REN,1609846348519,0.3359789039823012
REN,1609849918512,0.3381658378575185
REN,1609853481820,0.3444744744610074
REN,1609857117229,0.3359655037774335
REN,1609860798593,0.3448734412603734
REN,1609864363043,0.3532056841527713
REN,1609868014537,0.3484080648078448
REN,1609871488198,0.3519243629709623
REN,1609875074145,0.3407422519128351
REN,1609878717301,0.3419060833040699
REN,1609882325436,0.3448692685727847
REN,1609885983991,0.342347972976937
REN,1609889593611,0.3409827314833363
REN,1609893249683,0.3349099145515156
REN,1609896788133,0.333409600095582
REN,1609900399319,0.3363585675988832
REN,1609903983993,0.3400542293390981
REN,1609906586616,0.3379386759783899
REN,1609910358378,0.3461255696229924
REN,1609913395132,0.3380625139450913
REN,1609917246674,0.3419022443093572
REN,1609920846905,0.3426001963684235
REN,1609924358497,0.3434541077455805
REN,1609927497800,0.3476355599789309
REN,1609931813409,0.3578704260824277
REN,1609935470592,0.356474846133454
REN,1609939897314,0.3622154025346745
REN,1609943436195,0.368317514970031
REN,1609947127808,0.3748556515196419
REN,1609950680752,0.3739543970103475
REN,1609954286586,0.3759070898180073
REN,1609956373873,0.375403581086646
REN,1609961324446,0.37856453502793
REN,1609963594367,0.3665816333414366
REN,1609967125669,0.3691003347598733
REN,1609971402242,0.3714837595004679
REN,1609974708478,0.37225154963941
REN,1609978344139,0.371640877684546
REN,1609982022169,0.3865984002112846
REN,1609985579209,0.4042775520906749
REN,1609989224975,0.4011205510933772
REN,1609992279753,0.4071220545060837
REN,1609996826195,0.4022825297857659
REN,1610000492517,0.4152294866917774
REN,1610003963343,0.4192808502787457
REN,1610007585012,0.4154837707239882
REN,1610011135805,0.4412272784314865
REN,1610014032693,0.4291502540032738
