block,timestamp,user,totalCollateral,totalDebt,healthFactor,tokenAddress,USDT_debt,DAI_debt,LINK_collateral,USDC_collateral,USDC_debt,GUSD_debt,WETH_USD_price,USDT_USD_price,DAI_USD_price,LINK_USD_price,USDC_USD_price,GUSD_USD_price,USDT_debt (in USD),DAI_debt (in USD),LINK_collateral (in USD),USDC_collateral (in USD),USDC_debt (in USD),GUSD_debt (in USD),totalCollateral (in USD),totalDebt (in USD)
11955440,1614643265,0xCcec96A03DDA5C438996701f26Bef600366a137B,2.4664384659554857e+19,1.6886583757354947e+19,1.18,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,4645356279.0,2.9296671466651564e+21,5.590684786913588e+20,23204324269.0,12543897676.0,629291.0,1575.7526920642947,1.0082341930870489,1.0053454734157343,27.69774111976792,1.007303640960688,1.0076286234461524,4683.607039559421,2945.3276045146054,15484.933991015743,23373.800322196155,12635.513800873112,6340.916240770527,38864.97052540286,26609.079815421246
11960440,1614709345,0xCcec96A03DDA5C438996701f26Bef600366a137B,2.6114602992103875e+19,1.752732575776652e+19,1.21,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,4646228630.0,2.931028807861909e+21,5.59068804175384e+20,23207346298.0,12547130413.0,629447.0,1506.3866606137162,1.003270666134909,1.001941642309619,28.98354852813677,1.0041520736434644,1.004081823890648,4661.424892635185,2936.719817405966,16203.797816384635,23303.704908898675,12599.227022488929,6320.1629180249665,39338.68959452832,26402.92971773068
11965440,1614776575,0xCcec96A03DDA5C438996701f26Bef600366a137B,2.3792159355559092e+19,1.6129696216405967e+19,1.16,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,4647117260.0,2.9324162671614524e+21,8.042593381978925e+20,14026793509.0,12550423709.0,629497.0,1598.695955731226,1.0047901973350513,1.0035783967693377,31.17611276382041,1.002283903508692,1.0046652040974595,4669.377868714522,2942.909616058216,25073.679819013072,14058.829351910901,12579.087665744555,6324.337319837385,38036.42893984517,25786.48010834148
11970440,1614842731,0xCcec96A03DDA5C438996701f26Bef600366a137B,2.4194608545511256e+19,1.6944572479008293e+19,1.12,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,4647990959.0,2.9337807950720155e+21,8.042596790973543e+20,14029309738.0,12553661899.0,629547.0,1556.7684028872986,1.0034585996398304,1.0032761871608948,29.2257853426627,1.0012440638614046,1.0000970937459972,4664.066498856732,2943.39241004571,23505.120741058065,14046.763095245498,12569.27945609684,6296.0812507651135,37665.40210387894,26378.775035753817
11975440,1614909355,0xCcec96A03DDA5C438996701f26Bef600366a137B,2.6306081958136152e+19,1.796545297764916e+19,1.24,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,4648871257.0,2.935156012777021e+21,0.0,38730740629.0,12556924778.0,629667.0,1450.3693927103195,1.0026499576400796,0.9986460925598544,26.10133122513696,1.0048680916770003,0.9878826352727114,4661.190568905234,2931.1820832133344,0.0,38919.28542510009,12618.0530390005,6220.370953042623,38153.53611420982,26056.543124958815
11980440,1614975240,0xCcec96A03DDA5C438996701f26Bef600366a137B,2.5520558685985354e+19,1.728118861422224e+19,1.16,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,4649742391.0,2.936517291759925e+21,9.136725290583584e+20,13734318794.0,12560153915.0,629742.0,1542.583799830706,1.0034699026887417,1.0111021939619849,28.05461547937944,1.0115282740885354,1.007679243416845,4665.876544624487,2969.119076305766,25632.73147680438,13892.651785476555,12704.950811926312,6345.779421078108,39367.600391629814,26657.68159811808
11985440,1615041117,0xCcec96A03DDA5C438996701f26Bef600366a137B,2.5373866956043792e+19,1.7222237767719473e+19,1.25,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,4650612843.0,2.937877879423121e+21,0.0,38933935236.0,12563380745.0,629802.0,1535.7099424864043,1.0026639429241802,1.0034622413473713,26.77884801173461,1.003328017047745,0.99679706606402,4663.001810176211,2948.0495216907875,0.0,39063.5080362012,12605.191890296672,6277.847858012519,38966.89976372368,26448.361771751654
11990440,1615107954,0xCcec96A03DDA5C438996701f26Bef600366a137B,2.3569943254028906e+19,1.5771786389913475e+19,1.15,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,4651496177.0,2.939258987185142e+21,1.0716903670191081e+21,8936174497.0,12566655562.0,629854.0,1687.7583421376355,1.012086193186515,1.0089969039775035,28.659595982141127,1.0144697208344884,1.010713346552718,4707.715058401558,2965.703218057861,30714.21293672018,9065.478447299865,12748.49155980531,6366.018441796156,39780.36835069797,26618.96404998929
11995440,1615174340,0xCcec96A03DDA5C438996701f26Bef600366a137B,2.2240412158731166e+19,1.538555437182558e+19,1.15,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,4652373555.0,2.9406311669198865e+21,6.940602907083545e+20,18494393874.0,12569908530.0,629922.0,1719.2549854934443,0.999719962926695,0.999972529794062,28.55452149911481,0.9957597703480676,1.0133745088624613,4651.070717925736,2940.550387176144,19818.559492713583,18415.97339670095,12516.609231129018,6383.468973716594,38236.93948332757,26451.691058341585
12000440,1615240878,0xCcec96A03DDA5C438996701f26Bef600366a137B,2.240480362943912e+19,1.4796824211869225e+19,1.21,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,4653253956.0,2.9420084572659243e+21,6.940704040784168e+20,18499659924.0,12573172935.0,630192.0,1791.2724886668043,0.9999064867160246,1.0015339965186822,31.236905102095783,1.003871851431349,1.0101385172333786,4652.818814941403,2946.521487997304,21680.61134637078,18571.287858756208,12621.854392624979,6365.812124523373,40133.108355396456,26505.14413036021
12005440,1615308079,0xCcec96A03DDA5C438996701f26Bef600366a137B,2.1835227622709924e+19,1.4506419888688706e+19,1.2,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,4654143401.0,2.943400285380647e+21,6.940721319481622e+20,18505948986.0,12576471104.0,630844.0,1819.8860103630336,0.9992962945680496,1.000655046869665,30.81596565542628,0.9979854824722454,0.9971095872740926,4650.86825500764,2945.328350523757,21388.502980503064,18468.66842739997,12551.135582523693,6290.206004743376,39737.625283662266,26400.03061587665
12010440,1615374607,0xCcec96A03DDA5C438996701f26Bef600366a137B,2.1592615701852836e+19,1.4572838954351958e+19,1.26,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,4655022510.0,2.944776324688636e+21,0.0,39354293545.0,12579731177.0,631283.0,1819.0873138023303,0.9994413014705116,0.9983586567963356,30.28270431745941,0.9984176086422512,0.9983981258256114,4652.421755768927,2939.9429360817962,0.0,39292.019651004084,12559.82511910271,6302.717640655695,39278.85329504949,26509.266467946065
12015440,1615440860,0xCcec96A03DDA5C438996701f26Bef600366a137B,2.1840088749821063e+19,1.473184926439386e+19,1.26,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,4655899508.0,2.946149442698352e+21,0.0,39375062448.0,12582983652.0,631641.0,1793.9807999656075,0.9967218603688838,0.9985537059548412,29.234754600049406,0.9995211174630876,0.9998269299921144,4640.636819304331,2941.8884443032293,0.0,39356.206418203816,12576.957880866803,6315.316818871492,39180.69988672386,26428.65472831004
12020440,1615508236,0xCcec96A03DDA5C438996701f26Bef600366a137B,2.1484588673945256e+19,1.4482569529172509e+19,1.17,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,4656791391.0,2.947546256760679e+21,8.274814721696897e+20,14391702624.0,12586291563.0,631693.0,1830.479491827708,1.0022334951787044,1.0045933240832146,30.09439651513013,1.0003712206509063,1.0227259996580118,4667.192312120031,2961.0852919682466,24902.55553239826,14397.045121215731,12590.963854346515,6460.488549019685,39327.09895801065,26510.04651211914
12025440,1615575357,0xCcec96A03DDA5C438996701f26Bef600366a137B,2.12640150659304e+19,1.4895295448889147e+19,1.21,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,4657680823.0,2.948939625756452e+21,0.0,37890470177.0,12589590620.0,631822.0,1781.6255360806929,0.997457585848324,1.001589919987309,28.36182850098212,1.001705727526447,1.0158032129436776,4645.839069361615,2953.6282038088098,0.0,37955.100994970926,12611.065031267233,6418.068176085003,37884.51224106618,26537.838739207433
12030440,1615641736,0xCcec96A03DDA5C438996701f26Bef600366a137B,2.010283589748208e+19,1.4097769679118442e+19,1.21,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,4658559607.0,2.950316697877602e+21,0.0,37895548938.0,12592850409.0,632005.0,1883.7252650839275,0.9995679309990166,1.0039398331524134,29.914643529775336,0.998646074173171,0.9940359045849376,4656.546787804582,2961.940453414019,0.0,37844.241175570976,12575.800623597861,6282.356618772035,37868.21987992313,26556.324925889545
12035440,1615708430,0xCcec96A03DDA5C438996701f26Bef600366a137B,2.0011198706423947e+19,1.401504632069637e+19,1.21,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,4659442013.0,2.951699832091561e+21,0.0,37902095976.0,12596123867.0,632234.0,1889.494836796626,0.9998989307329796,1.0042008705938106,29.26890812284608,0.9990229748035676,1.0026629812223724,4658.971086611022,2964.0995411179506,0.0,37865.06467323384,12583.817136604557,6339.176272701454,37811.05663389937,26481.35766042134
12040440,1615774733,0xCcec96A03DDA5C438996701f26Bef600366a137B,2.0139569396495946e+19,1.4111196818327888e+19,1.21,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,4660319500.0,2.953075637918131e+21,0.0,37907696395.0,12599379303.0,632449.0,1881.2888916146253,1.0005593639595356,1.004688831688623,29.07275221476323,0.998614647518604,1.001345833132304,4662.92631476822,2966.922112548102,0.0,37855.180873735175,12581.92472161854,6333.001708186925,37888.348187529686,26547.237821707902
12045440,1615841513,0xCcec96A03DDA5C438996701f26Bef600366a137B,2.121614500441e+19,1.48360989593336e+19,1.22,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,4661205472.0,2.9544651362498123e+21,0.0,37913042878.0,12602666452.0,632501.0,1788.9840207206123,1.0048479914067108,1.0033495041242235,27.52459334663518,1.0009871411407156,1.0161035216097418,4683.802956073169,2964.3611294085554,0.0,37950.46840239459,12615.107062537485,6426.864935216833,37955.34439418093,26541.543968077513
12050440,1615908495,0xCcec96A03DDA5C438996701f26Bef600366a137B,2.114362776650729e+19,1.4787247699152703e+19,1.22,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,4662092819.0,2.955857180355449e+21,0.0,37918924774.0,12605958934.0,632697.0,1792.968084727956,0.9987199299360788,1.0061234113627406,27.67378388041905,1.0038186878548156,0.9988846310643724,4656.125013547176,2973.957109800276,0.0,38063.72531150214,12654.097156279571,6319.9130942053525,37909.849780715405,26513.063185547697
