block,timestamp,user,totalCollateral,totalDebt,healthFactor,tokenAddress,USDT_collateral,WBTC_collateral,WETH_collateral,ZRX_debt,UNI_debt,BAT_debt,ENJ_debt,LINK_collateral,TUSD_collateral,USDC_collateral,USDC_debt,WETH_USD_price,USDT_USD_price,WBTC_USD_price,ZRX_USD_price,UNI_USD_price,BAT_USD_price,ENJ_USD_price,LINK_USD_price,TUSD_USD_price,USDC_USD_price,USDT_collateral (in USD),WBTC_collateral (in USD),WETH_collateral (in USD),ZRX_debt (in USD),UNI_debt (in USD),BAT_debt (in USD),ENJ_debt (in USD),LINK_collateral (in USD),TUSD_collateral (in USD),USDC_collateral (in USD),USDC_debt (in USD),totalCollateral (in USD),totalDebt (in USD)
11765814,1612122682,0x09f1b4C0A59494F2C695924BcC4b9Ce698F22233,1.4964890244333249e+19,1.1679928376474993e+19,1.07,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,0.0,0.0,6.605367763360877e+18,4.001561962180623e+21,2.0000834846380972e+20,1.8001117756757683e+22,1.0725117778241314e+22,0.0,2.976935165828279e+21,7888661321.0,0.0,1296.6190777004986,0.9976314439638222,32803.717307030565,0.6550541449907432,17.768676132753512,0.30020618931001,0.3367498885196417,22.35687540216185,0.9984407391712142,0.9988573187686366,0.0,0.0,8564.645857201585,2621.239749763709,3553.883567700343,5404.046965076978,3611.68221618279,0.0,2972.293347434368,7879.64709576791,0.0,19403.762186496566,15144.417959112885
11770814,1612189189,0x09f1b4C0A59494F2C695924BcC4b9Ce698F22233,1.4811947052703576e+19,1.1445932715860095e+19,1.08,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,0.0,0.0,6.605451724269446e+18,4.0019233143066633e+21,2.000122039976589e+20,1.8002825674553066e+22,1.0725273078773798e+22,0.0,2.9776550326815304e+21,7889704832.0,0.0,1317.0697436369585,0.9964427178292834,33638.38057427677,0.6496906981729225,18.152950288285176,0.2987698182183812,0.3196937074457711,22.04990060726612,0.9982257994148678,0.999236999559269,0.0,0.0,8699.840609089864,2600.012352106392,3630.8115962198553,5378.700954203427,3428.802313921515,0.0,2972.372075380225,7883.684983735947,0.0,19508.367307468503,15075.091667763732
11775814,1612255467,0x09f1b4C0A59494F2C695924BcC4b9Ce698F22233,1.4293453198665718e+19,1.1400706768267747e+19,1.04,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,0.0,0.0,6.605530140973107e+18,4.002284193070541e+21,2.000157064352957e+20,1.800453136280613e+22,1.072542816411455e+22,0.0,2.978670218582156e+21,7891127966.0,0.0,1428.2361485570598,0.99695010003319,34223.30190196008,0.6817373314532909,19.19584065836085,0.320684318193166,0.3611318041463051,23.3277790220478,0.9941481952471972,0.9958270895066138,0.0,0.0,9434.256927721002,2728.506545501598,3839.469629901417,5773.770864468958,3873.29322314828,0.0,2961.2396220400246,7858.198995306026,0.0,20414.426546042912,16282.901525539131
11780814,1612322223,0x09f1b4C0A59494F2C695924BcC4b9Ce698F22233,1.4033388372022831e+19,1.0532995407072082e+19,1.1,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,0.0,0.0,6.605625014841603e+18,4.0026476019431606e+21,2.0002006652386764e+20,1.8006249017442386e+22,1.0725584324887002e+22,1.9535056833642066e+19,2.979274347867726e+21,7893409794.0,0.0,1537.1214224050316,1.000402090048146,36134.42002406871,0.6808890866934414,19.14785298917129,0.3184842260385628,0.3597365230243206,24.105676267273967,1.0004428930435405,1.000108753911983,0.0,0.0,10153.647718687584,2725.359070042772,3829.9548286832796,5734.706282177771,3858.384412439005,470.9057558945737,2980.5938477511954,7894.268233193983,0.0,21571.021895565966,16190.492882304305
11785814,1612389200,0x09f1b4C0A59494F2C695924BcC4b9Ce698F22233,1.3568561872388227e+19,1.0120016630946327e+19,1.11,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,0.0,0.0,6.60572424374329e+18,4.003011914507089e+21,2.0002468314480978e+20,1.8007970951296868e+22,1.072574086203496e+22,1.953506184236923e+19,2.979936736894445e+21,7895909731.0,0.0,1627.2537781074936,1.0005707285702543,37071.13654999775,0.7206970183843368,19.62020876295828,0.3206678405592537,0.3633195518721537,24.80346501145076,1.0008215224191075,0.9997760086914792,0.0,0.0,10749.189732767534,2884.9587513422343,3924.5260410457504,5774.577157806137,3896.8713634913897,484.53722290373196,2982.3848217313257,7894.141115847391,0.0,22079.49357032903,16467.835297218076
11790814,1612455254,0x09f1b4C0A59494F2C695924BcC4b9Ce698F22233,1.381737195477842e+19,1.050749357489453e+19,1.09,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,0.0,0.0,6.605838664485043e+18,4.0033715199900773e+21,2.00029806454085e+20,1.8009670644766133e+22,1.0725895364920285e+22,1.953506974693736e+19,2.9806728089931235e+21,7897592105.0,0.0,1587.1342169998975,0.9978463693520936,36780.14980509599,0.8303766314385608,20.21345403809593,0.307200971162377,0.3477257123831053,23.63325225591291,1.0030432630057675,1.0000088529750046,0.0,0.0,10484.352576385118,3324.306157166431,4043.293299008871,5532.588312386709,3729.669606713553,461.6772311662234,2989.7437802850295,7897.662022185502,0.0,21930.02381844359,16676.802587621685
11795814,1612522348,0x09f1b4C0A59494F2C695924BcC4b9Ce698F22233,1.3540890094918044e+19,1.1952972013094732e+19,0.94,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,0.0,0.0,6.644731935502796e+18,4.0037366985444457e+21,2.000346587847922e+20,1.8011396687534274e+22,1.0726052250323585e+22,1.9535074605605626e+19,2.9815489236207875e+21,7899988957.0,0.0,1675.8868639235743,1.000400106337556,37551.39462521108,1.3070624963002084,20.432517205496914,0.344281857950789,0.3781397525589027,26.38156659962951,0.9980482271600184,0.9992761112593964,0.0,0.0,11135.818965002602,5233.134083728258,4087.2116073159714,6200.997115872987,4055.9467438712218,515.365871736516,2975.7296174105877,7894.270243943135,0.0,22692.99983590599,20031.828781591583
11800814,1612588617,0x09f1b4C0A59494F2C695924BcC4b9Ce698F22233,1.3486629184021246e+19,1.2053592610604657e+19,0.93,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,0.0,0.0,6.644831788538637e+18,4.004097278177196e+21,2.0003864223220066e+20,1.8013101000971556e+22,1.0726207148179887e+22,1.9535089978534744e+19,2.983139180638386e+21,7901752911.0,0.0,1681.6353808292774,0.9979933059086862,38779.049655249735,1.427650213558508,19.95589279261303,0.3639649862383443,0.3738289355156535,25.193682686375176,0.9928295779748209,1.0003549138008778,0.0,0.0,11174.18423526566,5716.450334298715,3991.94969876567,6556.138057928519,4009.7666003244804,492.16085816899204,2961.7488137533614,7904.55735215924,0.0,22679.592803974814,20269.747800095127
11805814,1612655285,0x09f1b4C0A59494F2C695924BcC4b9Ce698F22233,1.3372592854564723e+19,1.1984794554017176e+19,0.92,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,0.0,0.0,6.644945440377542e+18,4.004460198451948e+21,2.0004310605746527e+20,1.801481638549974e+22,1.072636303970051e+22,1.9535094440325267e+19,2.9846137987968145e+21,7903056267.0,0.0,1667.8000452855044,0.9939302929893078,38951.52202042226,1.4441236382904463,19.229889165903025,0.3499048282453504,0.3898265314634893,24.99015532686104,0.9976602059332323,1.0005846939887308,0.0,0.0,11082.44030638137,5782.935631177709,3846.806757888041,6303.471233239811,4181.420898984619,488.18504438862794,2977.630417138797,7907.677136491917,0.0,22302.810968427657,19988.240899927314
11810814,1612720891,0x09f1b4C0A59494F2C695924BcC4b9Ce698F22233,1.3934871936758166e+19,1.2653569573684285e+19,0.91,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,0.0,0.0,6.645073472381775e+18,4.0048171955985087e+21,2.000476873602586e+20,1.8016503781337848e+22,1.0726516375379115e+22,1.9535098888489677e+19,2.9852767872394734e+21,7903998709.0,0.0,1549.4997441606297,0.998551076864844,37768.136370896,1.3291237869796972,17.99770581542376,0.3795906691644308,0.3710327007321733,23.83294356508362,0.9960862839718416,0.9982228912434098,0.0,0.0,10296.539645384148,5322.8977971753,3600.399426165801,6838.896726361531,3979.8883402047954,465.5789093477023,2973.593261628765,7889.952443682158,0.0,21592.080500917917,19606.702817142526
11815814,1612787292,0x09f1b4C0A59494F2C695924BcC4b9Ce698F22233,1.3502851016469193e+19,1.3233374932437463e+19,0.85,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,0.0,0.0,6.645159739804682e+18,4.005179119411579e+21,2.0005250371227894e+20,1.8018214471489387e+22,1.0726671815416994e+22,1.9535103387261334e+19,2.98650394811264e+21,7905527305.0,0.0,1649.4728965811871,0.999082522078428,39590.99686284139,1.5144819035536257,19.757534940707007,0.4272889321622769,0.3985313969300547,25.460372965173296,0.9982253373411892,0.9967755170407364,0.0,0.0,10961.010884260317,6065.771296839683,3952.5443320712693,7698.983620993586,4274.91550300838,497.3710181528937,2981.2039110755336,7880.036066921034,0.0,22272.586778239664,21828.093281352496
11820814,1612854752,0x09f1b4C0A59494F2C695924BcC4b9Ce698F22233,1.3141954497912332e+19,1.2280749237990791e+19,0.89,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,0.0,0.0,6.645244403168313e+18,4.005546194477418e+21,2.0005723379543913e+20,1.8019949517819859e+22,1.0726829455778876e+22,1.9535107825973363e+19,2.987529642751681e+21,7908989145.0,0.0,1760.6930254578235,1.0028881593964472,47677.792480312855,1.5349249091714214,19.2227118526968,0.4093998612293951,0.399552405403877,25.63542774663971,1.0011387689377396,0.9986317936863368,0.0,0.0,11700.235473121087,6148.212628740183,3845.642559297323,7377.364831956155,4285.9305114136105,500.7908451955561,2990.9317487094227,7898.168016117117,0.0,23138.947625358316,21622.629530726867
11825814,1612920665,0x09f1b4C0A59494F2C695924BcC4b9Ce698F22233,1.308058130682393e+19,1.2632416157835282e+19,0.86,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,0.0,0.0,6.645320095225903e+18,4.005904976644637e+21,2.0006267640593282e+20,1.8021645374024644e+22,1.0726983523030436e+22,1.9535112161423348e+19,2.9884607961752194e+21,7912234022.0,0.0,1791.5869921090452,0.9988306925361362,46609.05526186613,1.5410401849356117,20.30684352806792,0.4348493638635563,0.4253188837636745,27.478151299691447,0.9960070430908818,0.9979586628568544,0.0,0.0,11905.66904100757,6173.260546042939,4062.6414655817634,7836.701026669219,4562.388658166634,536.7887676280332,2976.5280009915027,7896.082484805631,0.0,23434.99931853049,22632.072467285816
11830814,1612987308,0x09f1b4C0A59494F2C695924BcC4b9Ce698F22233,1.3207118225403904e+19,1.273533921868775e+19,0.86,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,0.0,0.0,6.645425906656434e+18,4.0062684093642955e+21,2.0006824804818538e+20,1.8023363219812138e+22,1.0727139575493164e+22,1.9535125890454016e+19,2.989068800556916e+21,7915445778.0,0.0,1738.1960455252158,0.9974628607270868,44582.91365077088,1.4841736512182573,20.688460329774607,0.4212908314167594,0.4213803554544972,26.726163642016264,0.9982239475813872,0.9970653218051546,0.0,0.0,11551.053031781035,5945.998012886566,4139.1040129923895,7593.077675800897,4520.2058873313135,522.0989713156627,2983.760057684287,7892.216491872823,0.0,22956.560672181073,22136.51626834524
11835814,1613053435,0x09f1b4C0A59494F2C695924BcC4b9Ce698F22233,8.618763826190919e+18,1.0327809857735913e+19,0.69,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,0.0,0.0,2.221332847356543e+18,4.00662824754439e+21,2.000737443219479e+20,9.012532041464554e+21,5.631829410428091e+21,1.9535133928875917e+19,2.9897267668227504e+21,7918399855.0,0.0,1803.264555699868,0.9997609051769996,47491.026116617526,1.557460562113051,20.903016063169066,0.5241749634324229,0.5708328480449036,27.601658621901727,0.9994368601522664,1.0008775281095277,0.0,0.0,4005.650790049919,6240.165482598514,4182.144691380057,4724.143653268222,3214.8332220577176,539.2020978379629,2988.043132546517,7925.348473455242,0.0,15541.91132171826,18623.773454462866
11840814,1613119877,0x09f1b4C0A59494F2C695924BcC4b9Ce698F22233,8.701358294725289e+18,1.2150044700521271e+19,0.59,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,0.0,0.0,2.2213455592211643e+18,4.006990444017e+21,2.0007914937016425e+20,9.013388050400055e+21,5.63191104692021e+21,1.9535140133103043e+19,2.990608714915863e+21,7921324899.0,0.0,1777.0616032313314,0.9977652873593168,47099.57338488364,1.8755564423946,22.65195598328328,0.6561386325147911,0.589209113422299,27.54660831822655,0.9974013224355368,0.9961609469041592,0.0,0.0,3947.467900800361,7515.336741889683,4532.184084705721,5914.032109714652,3318.3733148291085,538.1268536882576,2982.837087144323,7890.914512123334,0.0,15462.849721514765,21591.377914840672
11845814,1613185605,0x09f1b4C0A59494F2C695924BcC4b9Ce698F22233,8.438367873990454e+18,1.1476479479055972e+19,0.61,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,0.0,0.0,2.2213557266032755e+18,4.007348233360185e+21,2.000843743854537e+20,9.014233647425324e+21,5.631991683991391e+21,1.9535144842855416e+19,2.9916050567055026e+21,7923469867.0,0.0,1858.8279574867656,0.9986509991821824,47791.65761021032,1.838575616987568,22.95429161247654,0.6401462349932636,0.6157781800064479,31.51731919290541,0.994840590196064,0.9976457932741128,0.0,0.0,4129.1181281334975,7367.812750634243,4592.795076743635,5770.427730748916,3468.0575889796687,615.6953954919142,2976.170140246432,7904.816380946744,0.0,15685.474119731618,21332.800909192396
11850814,1613253264,0x09f1b4C0A59494F2C695924BcC4b9Ce698F22233,8.623836020595443e+18,1.122079865965432e+19,0.64,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,0.0,0.0,2.2213680707854656e+18,4.007716858442398e+21,2.0008993224773766e+20,9.015104857539714e+21,5.632074756851387e+21,1.9535158246149353e+19,2.992444361228209e+21,7925842502.0,0.0,1798.5574086187949,0.9974301197872776,47408.48485352898,1.7917033339853436,21.89542725674268,0.6091863250359085,0.5829138812182526,33.81798613669582,0.9967836032156212,0.9960911026757888,0.0,0.0,3995.2580009804383,7180.6396569405115,4381.054556336911,5491.878597977986,3283.0145558275885,660.6397107464379,2982.819472807322,7894.8611974518135,0.0,15510.464165555559,20181.250559941123
11855814,1613319337,0x09f1b4C0A59494F2C695924BcC4b9Ce698F22233,8.645542201760902e+18,1.0565429906315266e+19,0.68,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,0.0,0.0,2.221378741459501e+18,4.0080770065723163e+21,2.000968004813596e+20,9.015956037081579e+21,5.632155913158025e+21,1.953516465356966e+19,2.993211137094142e+21,7927309208.0,0.0,1793.9456031075722,0.9990553374704528,48291.53173169611,1.6986221825148398,20.86550182145493,0.5520086286496517,0.5330242969611734,32.57965074433908,0.9977817483004862,0.9962726832363336,0.0,0.0,3985.0326260779043,6808.208512591414,4175.120154911113,4976.885527994951,3002.0759459867713,636.4488416464571,2986.571441402279,7897.761615498254,0.0,15509.63241932993,18953.80652537552
11860814,1613385044,0x09f1b4C0A59494F2C695924BcC4b9Ce698F22233,8.764710380199963e+18,1.0363863260926013e+19,0.7,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,0.0,0.0,2.2214035783272735e+18,4.008434615063684e+21,2.001040922646568e+20,9.016801218209151e+21,5.63223649111779e+21,1.953516819303628e+19,2.993940602231886e+21,7928801338.0,0.0,1762.0124100319529,0.9994898397275904,47452.68330230814,1.646035019753416,19.95825312518127,0.5278771667830925,0.5179988243618395,31.862420326814373,1.000979689587273,0.9996654998367576,0.0,0.0,3914.1406727020435,6598.023750786627,3993.7281248026475,4759.7634805145835,2917.4918809268675,622.4377401215368,2996.8737346648063,7926.149152658122,0.0,15443.528460248212,18261.25568162586
11865814,1613451991,0x09f1b4C0A59494F2C695924BcC4b9Ce698F22233,8.599417346215469e+18,1.0398544989964696e+19,0.69,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,0.0,0.0,2.2214195549227387e+18,4.008799487192701e+21,2.0011210501991773e+20,9.017663570312518e+21,5.632318699529257e+21,1.9535170657027043e+19,2.995173071827394e+21,7931213698.0,0.0,1821.6724403298488,0.9997719860773558,49352.771512130304,1.626734167589035,20.82514014795778,0.5695464506466098,0.5517670573349446,32.65414829229477,0.9988084051787708,1.000002117647454,0.0,0.0,4046.6987816125525,6521.251096829768,4167.3626323426315,5135.978279596729,3107.72791481184,637.9043595498465,2991.6040391063198,7931.230493514495,0.0,15665.321582495166,18942.742827748712
11870814,1613518259,0x09f1b4C0A59494F2C695924BcC4b9Ce698F22233,6.7938287664052e+18,8.52644927887276e+18,0.66,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,0.0,0.0,2.221438971344608e+18,2.004580441269801e+21,2.001202798324461e+20,9.018517709381186e+21,5.632400118421668e+21,1.9535172749602234e+19,2.9961078192017097e+21,4470473970.0,0.0,1778.0622359173174,1.0007236282841043,49169.52908123855,1.5567910110901904,20.1811572127785,0.5456485514166237,0.5363254163292215,31.682145274181902,1.0002635986094954,1.0043395637850805,0.0,0.0,3949.856744342859,3120.712811976033,4038.6588287638215,4920.941124049012,3020.799338445258,618.9161810091375,2996.89758905675,4489.873876942357,0.0,12079.85036683382,15160.557469228099
11875814,1613584493,0x09f1b4C0A59494F2C695924BcC4b9Ce698F22233,6.683440294171119e+18,8.649616509120775e+18,0.64,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,0.0,0.0,2.2214628761206106e+18,2.0047609944000097e+21,2.0012727641994982e+20,9.01937116929021e+21,5.632481466048243e+21,1.9535174800602214e+19,2.9968688714325977e+21,4471628614.0,0.0,1816.3961435206857,0.9996955981758956,51358.37570567498,1.59272517133105,20.830435635848705,0.5786282587452238,0.556450226479982,31.78905238197065,1.00135115455407,1.000971718362118,0.0,0.0,4035.0566011598476,3193.0332982835616,4168.738350443467,5218.863034663268,3134.195587426846,621.0046950272967,3000.9181044561847,4475.973777632797,0.0,12139.775175783177,15711.130070099833
11880814,1613650816,0x09f1b4C0A59494F2C695924BcC4b9Ce698F22233,6.497609285184109e+18,8.331033747997684e+18,0.64,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,0.0,0.0,2.2214730851605238e+18,2.004941751857818e+21,2.001319187259667e+20,9.020225598940057e+21,5.632562899571885e+21,1.953517680736214e+19,2.997453921825617e+21,4473192228.0,0.0,1896.1522497130504,1.0007690281257633,51392.1081219176,1.5440714987704762,21.09174450962919,0.5945371635710425,0.5525574072790486,32.13179957640035,1.0019509409171783,0.9959037002170182,0.0,0.0,4212.251188104118,3095.7734157386058,4221.131297989964,5362.859342364729,3112.314352123601,627.7003858637046,3003.3017773290635,4454.868691647208,0.0,12320.456463858254,15796.908383701153
11885814,1613717893,0x09f1b4C0A59494F2C695924BcC4b9Ce698F22233,6.464458006303812e+18,8.321556845053499e+18,0.64,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,0.0,0.0,2.2214826608794145e+18,2.0051245100129187e+21,2.0013679522725708e+20,9.02108948973257e+21,5.632645228167591e+21,1.953518043999159e+19,2.9979305171761134e+21,4474487250.0,0.0,1917.6973771593275,1.00387290886987,51652.230996752456,1.5566348470102809,20.74604874368304,0.6292287714524355,0.5671397674680859,32.43175269384822,1.0023828920053088,1.001626747372595,0.0,0.0,4260.131472173377,3121.2466848805243,4152.047709189186,5676.329056786903,3194.4971049331907,633.5601408595084,3005.0742618379636,4481.766110377647,0.0,12396.874163445435,15958.227735641345
11890814,1613783392,0x09f1b4C0A59494F2C695924BcC4b9Ce698F22233,6.416722520758306e+18,8.14927473070781e+18,0.65,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,0.0,0.0,2.2214921851870848e+18,2.0053030267077937e+21,2.0014164444151824e+20,9.021933335154519e+21,5.632725639993865e+21,1.9535186343811703e+19,2.9988129585694135e+21,4475448916.0,0.0,1945.3733416930324,1.0118245377811963,55755.24653412661,1.5433557894374856,19.988169100731668,0.6093821155468896,0.6001456835540684,34.551533001569695,1.0040482250208886,0.9974547370760528,0.0,0.0,4321.631675842356,3094.8960358459863,4000.465033195579,5497.804822099466,3380.4559794866454,674.9706356500236,3010.9528282212596,4464.057721806086,0.0,12482.920932924524,15853.381815251641
