block,timestamp,user,totalCollateral,totalDebt,healthFactor,tokenAddress,USDT_debt,WBTC_collateral,WETH_collateral,UNI_collateral,BUSD_debt,DAI_debt,LINK_collateral,sUSD_debt,USDC_debt,WETH_USD_price,USDT_USD_price,WBTC_USD_price,UNI_USD_price,BUSD_USD_price,DAI_USD_price,LINK_USD_price,sUSD_USD_price,USDC_USD_price,USDT_debt (in USD),WBTC_collateral (in USD),WETH_collateral (in USD),UNI_collateral (in USD),BUSD_debt (in USD),DAI_debt (in USD),LINK_collateral (in USD),sUSD_debt (in USD),USDC_debt (in USD),totalCollateral (in USD),totalDebt (in USD)
12025253,1615573170,0x57dC4A5D2786CB0fEf99FA526B0fF5038E185460,1.5735060185516042e+19,9.33697382585064e+18,1.26,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,9046691289.0,48650203.0,0.0,0.0,0.0,0.0,0.0,0.0,7554657478.0,1763.6799795081552,1.003170561961408,57541.51546718605,30.648425858332896,0.9977260914376318,1.0035295633532786,28.315987950720583,1.0041671996835544,1.0016978513480457,9075.374384277504,27994.06408406241,0.0,0.0,0.0,0.0,0.0,0.0,7567.484163383046,27751.610625550522,16467.433805844437
12030253,1615639257,0x57dC4A5D2786CB0fEf99FA526B0fF5038E185460,1.57091573296e+19,8.78479746248493e+18,1.34,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,9047433430.0,48650223.0,0.0,0.0,0.0,0.0,0.0,0.0,7555484474.0,1883.7252650839275,0.9995679309990166,60266.05171207872,32.97151644046277,0.9992406664685312,1.0039398331524134,29.914643529775336,1.0016980481465785,0.998646074173171,9043.524314476435,29319.568551221615,0.0,0.0,0.0,0.0,0.0,0.0,7545.2549084364455,29591.736554945885,16548.144928728037
12035253,1615705942,0x57dC4A5D2786CB0fEf99FA526B0fF5038E185460,1.8480421794557518e+19,1.2896733832350677e+19,1.09,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,9049339599.0,48650242.0,3.0500207328159483e+18,0.0,6.210505912462428e+21,1.5842712917213648e+21,0.0,0.0,7557169220.0,1895.0166097217527,1.000304950033239,60772.44847404114,32.83898574036968,1.002710329772275,1.001014984773002,29.25246140181907,1.01000031774437,1.0042330664726198,9052.099195411507,29565.943251946323,5779.839948681934,0.0,6227.338431537864,1585.8793029587664,0.0,0.0,7589.1592196530955,35020.70625535038,24439.524823465006
12040253,1615771863,0x57dC4A5D2786CB0fEf99FA526B0fF5038E185460,1.874848097660024e+19,1.3001096573624846e+19,1.1,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,9052707740.0,48650260.0,3.0500539684869294e+18,0.0,6.213229743347551e+21,1.5851427074619138e+21,0.0,0.0,7558366163.0,1877.1314678144136,0.9953141841088052,59760.01996094194,30.967301970131583,1.0000183547886723,1.005547252320463,28.91165319274247,1.0083250976865683,1.0002858345692969,9010.288418213566,29073.405087050156,5725.352282779047,0.0,6213.343785866463,1593.9358940241468,0.0,0.0,7560.526605336789,35193.36361489622,24404.76749444535
12045253,1615838855,0x57dC4A5D2786CB0fEf99FA526B0fF5038E185460,1.8458161097892286e+19,1.3691907718449801e+19,1.03,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,9056359810.0,48650277.0,3.0500961784052424e+18,0.0,6.215825234503659e+21,1.5860660858820826e+21,0.0,0.0,7559282702.0,1789.4073789282838,1.0054946567870937,56916.564347635016,30.31692463328945,1.0035048435160554,1.0048223298514678,27.6203813533093,1.010772038100958,1.0035310371265085,9106.12139889638,27690.06621400768,5457.8646080793005,0.0,6237.610729273742,1593.7146197144325,0.0,0.0,7585.974809870536,33029.16967001545,24500.4007029992
12050253,1615905652,0x57dC4A5D2786CB0fEf99FA526B0fF5038E185460,1.5642889546421977e+19,1.1185956666109989e+19,1.07,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,4530290074.0,40598986.0,3.050135118956205e+18,0.0,6.216976605532087e+21,1.587055014346963e+21,0.0,0.0,7560545741.0,1792.968084727956,0.9987199299360788,55568.87576454234,29.335258446377484,1.0059214478751173,1.0061234113627406,27.67378388041905,1.005715732079444,1.0038186878548156,4524.490985295393,22560.400092003936,5468.794922396383,0.0,6253.790108442568,1596.7732050551097,0.0,0.0,7589.417105196935,28047.201709659177,20056.06329948514
12055253,1615971556,0x57dC4A5D2786CB0fEf99FA526B0fF5038E185460,1.5843048113585195e+19,1.1211184688145043e+19,1.08,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,4532169406.0,40599000.0,3.0501710217350804e+18,0.0,6.22054515759816e+21,1.5877908172532091e+21,0.0,0.0,7562651236.0,1786.7452404305975,1.001702650083324,55970.16964944108,30.878674034729684,1.001416320489809,1.001758625115637,28.061620533370792,1.0010907065958825,1.0018290946518529,4539.886104616764,22723.329175976585,5449.878555584488,0.0,6229.355443162648,1590.5831460628083,0.0,0.0,7576.484040929596,28307.4908108613,20031.53088113155
12060253,1616038817,0x57dC4A5D2786CB0fEf99FA526B0fF5038E185460,1.606626626649704e+19,1.1402454978335134e+19,1.08,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,4535247876.0,40599059.0,3.050207864232607e+18,0.0,6.223742608092324e+21,2.588558282909849e+21,0.0,0.0,7565687353.0,1832.427428288252,0.9996312291505008,58998.19781647768,30.89530355079229,1.0019020974489925,1.000290676652968,30.17793686166266,1.00500162512068,1.003646804230168,4533.575408788079,23952.713140448486,5589.284552400358,0.0,6235.580773030362,2589.3107163675377,0.0,0.0,7593.277933643049,29440.266976911473,20894.171252123226
12065253,1616104860,0x57dC4A5D2786CB0fEf99FA526B0fF5038E185460,1.629720439015521e+19,1.176065668133883e+19,1.06,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,4538754245.0,40599073.0,3.050243221935286e+18,0.0,6.226419080151782e+21,2.5902417441898433e+21,0.0,0.0,7569996640.0,1783.2362383343473,1.0048429662798484,58162.07189735186,30.36272910465621,1.0049896035575134,1.006671826077528,29.7518066504738,1.0093552823687462,0.9998064705697816,4560.735278761053,23613.26202791837,5439.304249088718,0.0,6257.486442944677,2607.5233866058306,0.0,0.0,7568.531622863506,29061.76545206639,20972.029180772366
12070253,1616170694,0x57dC4A5D2786CB0fEf99FA526B0fF5038E185460,1.6222184960740162e+19,1.1499761921672215e+19,1.08,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,4539821673.0,40599088.0,3.050278797028434e+18,0.0,6.226935707743138e+21,2.5914840540100024e+21,0.0,0.0,7571619729.0,1818.9828774819105,1.002437113853199,59031.19728935812,31.392776905005363,1.0041683092171123,1.004875971794388,30.304955402522086,1.0120999428449209,1.0043873536716412,4550.8857352903215,23966.12773496012,5548.404903340841,0.0,6252.89150124809,2604.1200571629615,0.0,0.0,7604.839102618299,29507.876678930912,20917.87003064023
12075253,1616237450,0x57dC4A5D2786CB0fEf99FA526B0fF5038E185460,1.5952708276259723e+19,1.1454611509159748e+19,1.06,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,4540505212.0,40599102.0,3.050313584656097e+18,0.0,6.227984703338209e+21,2.5923496735182653e+21,0.0,0.0,7573527085.0,1828.9218621623504,1.0054672591180078,58882.79839714631,33.457409514697616,1.0054640056393072,1.0061133821525108,31.053465093051017,1.0130498356014617,1.0035462962651591,4565.329330520669,23905.887381711796,5578.7852014283435,0.0,6262.014446878767,2608.197697745419,0.0,0.0,7600.385055815616,29176.256927149672,20949.589411678735
12080253,1616304370,0x57dC4A5D2786CB0fEf99FA526B0fF5038E185460,1.6212942358586233e+19,1.1812622300946074e+19,1.05,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,4541549249.0,40599155.0,3.0503404393803126e+18,0.0,6.229724516914231e+21,2.593102947635112e+21,0.0,0.0,7574233175.0,1776.9974835891676,1.0038711248386143,57264.09838039884,32.045139430309725,1.0040853482032548,1.0015931282568276,29.323187051642183,1.012630155891806,0.999523310609842,4559.130153103593,23248.740060810615,5420.447284869091,0.0,6255.175110776178,2597.2340932138527,0.0,0.0,7570.6226184068955,28810.35777278396,20991.000103370458
12085253,1616371187,0x57dC4A5D2786CB0fEf99FA526B0fF5038E185460,1.5963406864660748e+19,1.1698489454099235e+19,1.04,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,4541948166.0,40599270.0,3.050358460364806e+18,0.0,6.231318183480142e+21,2.5935442084468186e+21,0.0,0.0,7574877258.0,1782.451467701054,0.9976887239673032,57405.48893309667,32.711203977414144,1.0013880846457217,1.0016414162072351,29.29960675121804,1.0092808639347943,1.0037714831149225,4531.450470062174,23306.209446768036,5437.115914691576,0.0,6239.967780573237,2597.801293944744,0.0,0.0,7603.445779676158,28453.99799542363,20851.989697344485
12090253,1616437785,0x57dC4A5D2786CB0fEf99FA526B0fF5038E185460,1.6118007765044488e+19,1.1787002918923915e+19,1.04,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,4542299095.0,40599448.0,3.050371641434805e+18,0.0,6.232055036145757e+21,2.5939249556294567e+21,0.0,0.0,7575492620.0,1782.2198182573316,1.0018971333073283,57147.25907031395,34.54144156701711,1.0021226042776297,1.0038406242967943,29.09852312831567,1.0139786979651406,1.003141015077682,4550.916441904972,23201.471729677396,5436.432792415257,0.0,6245.283222823903,2603.8872468381082,0.0,0.0,7599.287356540289,28725.83286968785,21007.030199963217
12095253,1616503963,0x57dC4A5D2786CB0fEf99FA526B0fF5038E185460,1.370405851965808e+19,1.0118010137820975e+19,1.04,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,4542652553.0,32928375.0,3.0503853330762184e+18,0.0,6.233047364695473e+21,2.594257971645022e+21,0.0,0.0,3788066671.0,1703.586488855693,0.9974515641475,55053.71513837525,33.24031748291009,0.9998606811922656,1.0012034245412955,27.414166829413304,1.0071886897478677,1.0036550804213225,4531.075894368484,18128.29377219597,5196.595239232219,0.0,6232.1789839680705,2597.379965354551,0.0,0.0,3801.9123593238364,23346.048936577256,17236.905364896742
12100253,1616570785,0x57dC4A5D2786CB0fEf99FA526B0fF5038E185460,1.3694825938303932e+19,1.0152429226614682e+19,1.03,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,4543035600.0,32928508.0,3.050405139977335e+18,0.0,6.234390035131549e+21,2.595068785104491e+21,0.0,0.0,3788415707.0,1696.545535615601,1.0036418278922168,55252.2268625362,30.939003838225243,1.005911449681931,1.006345912454778,27.295555430357,1.0088504321744356,1.006573512439756,4559.580553763414,18193.73394260838,5175.15122204743,0.0,6271.244318121761,2611.536864428891,0.0,0.0,3813.318904776931,23233.89580666227,17224.058480066487
12105253,1616637332,0x57dC4A5D2786CB0fEf99FA526B0fF5038E185460,1.4133683484730374e+19,1.090341398580674e+19,0.99,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,4543753072.0,32928627.0,3.050428103611166e+18,0.0,6.235901326132584e+21,2.5958524209007333e+21,0.0,0.0,3789107991.0,1581.5097111538505,0.9992042843027888,52424.58732970059,27.34452416251145,0.9975446995201066,0.9944621498604268,25.04309519875365,0.9923286807507744,0.9992253945060544,4540.137536356358,17262.696818086366,4824.281669037683,0.0,6220.5903146139635,2581.4769792093366,0.0,0.0,3786.172927133018,22352.55768547588,17243.85510328407
12110253,1616703749,0x57dC4A5D2786CB0fEf99FA526B0fF5038E185460,1.1603565679433617e+19,8.726161072166721e+18,1.02,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,4544398784.0,26471907.0,3.0504389252293606e+18,0.0,3.118647537857111e+21,2.596221970388276e+21,0.0,0.0,3789430503.0,1612.7553321069702,1.0010438435635918,52180.75225239498,27.252817178794327,0.999694341164186,1.0027393121812718,26.544761211906504,1.005955537641939,1.000986229735256,4549.142425421072,13813.240208154404,4919.611641930306,0.0,3117.694295681375,2603.333832857046,0.0,0.0,3793.167752041745,18713.712420960004,14073.162797961153
12115253,1616770071,0x57dC4A5D2786CB0fEf99FA526B0fF5038E185460,1.2851972014617491e+19,8.596446004672882e+18,1.14,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,4544775356.0,26472012.0,3.050450311296614e+18,6.216001077458788e+19,3.1191293704062066e+21,2.5964897700750017e+21,0.0,0.0,3789733894.0,1644.1735217399091,1.0020456914851066,53298.567507643405,28.270428344047065,0.9990464277614528,1.003027915908115,26.514125652317027,1.0066174836940454,1.000146943910816,4554.072564247492,14109.203186451463,5015.469631217155,1757.2901304681802,3116.1550552301496,2604.3517227550697,0.0,0.0,3790.290772319336,21130.872088576394,14134.048901949982
12120253,1616836416,0x57dC4A5D2786CB0fEf99FA526B0fF5038E185460,1.2655995316729235e+19,8.323609862506297e+18,1.16,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,4545137925.0,26472295.0,3.050462067708736e+18,6.216002282245793e+19,3.1202224645839887e+21,2.5969314527537676e+21,0.0,0.0,3790127914.0,1689.5406022863165,1.0017203955582572,54931.23683423638,28.744507901594915,1.0004288023398122,1.0020392896020782,26.79707343433567,1.0041834049875842,0.9991085495671702,4552.9573600978365,14541.559061907716,5153.87951912818,1786.7592671834623,3121.560423277537,2602.227348062678,0.0,0.0,3786.7492028305846,21382.817949959513,14063.076820295213
12125253,1616903175,0x57dC4A5D2786CB0fEf99FA526B0fF5038E185460,1.2750831088085258e+19,8.230363229823067e+18,1.18,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,4546115985.0,26472408.0,3.0504704102760366e+18,6.2160040465790525e+19,3.1207287794618445e+21,2.597364939768952e+21,0.0,0.0,3790993754.0,1709.9517988125983,1.0003626206488117,56111.81893487799,28.732384412794254,0.999706501718074,1.002311364065505,27.47874877798903,1.0100898255708703,1.0017796364913825,4547.764500528054,14854.149644662155,5216.1573652761135,1786.0061777779397,3119.8128509267153,2603.3683957557364,0.0,0.0,3797.7403448232217,21803.30655542699,14073.524409717022
12130253,1616969427,0x57dC4A5D2786CB0fEf99FA526B0fF5038E185460,1.2818254137163876e+19,8.407459946191809e+18,1.16,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,4546591260.0,26472520.0,3.0504783595451965e+18,6.216004756564468e+19,3.1208419697005523e+21,2.597701254529018e+21,0.0,0.0,3791743413.0,1675.299170618193,1.0005496109683485,55151.87945767392,27.642771145742994,1.0017498046199569,1.0011027777726276,26.46456118685614,1.0099057839364531,1.0017357182098672,4549.090116425094,14600.092319808618,5110.463865734814,1718.2759692656148,3126.3028333972898,2600.5659417324396,0.0,0.0,3798.324811089088,21474.410524763865,14085.010674860816
12135253,1617035668,0x57dC4A5D2786CB0fEf99FA526B0fF5038E185460,1.2605131094076041e+19,7.878193925188258e+18,1.22,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,4546957028.0,26472606.0,3.050485136702606e+18,6.216005476827101e+19,3.1209632765151213e+21,2.597934519083595e+21,0.0,0.0,3792253767.0,1800.8040066243527,0.999718622400642,57599.477762596645,28.591575865233423,0.9985562247080564,1.0003351434347525,28.054017968468663,1.0131919613227038,0.9985085400906184,4545.677616147077,15248.082806149825,5493.325856322089,1777.2539216940852,3116.4573068494255,2598.805199781583,0.0,0.0,3786.597772540318,22699.370578237347,14187.08318544265
12140253,1617102428,0x57dC4A5D2786CB0fEf99FA526B0fF5038E185460,1.2406552763118897e+19,7.683888070284889e+18,1.23,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,4547650230.0,26472712.0,3.050491198752087e+18,6.216015471716512e+19,3.121120401060843e+21,2.598379118450295e+21,0.0,0.0,3792835454.0,1848.3513537600347,0.998966275077608,59045.41750993905,29.07695939888396,1.000143347636229,0.999172042990076,28.447545802014456,1.0071009578425387,0.99989089546646,4542.949210618927,15630.923326603735,5638.379536846491,1807.4282949393555,3121.567806292721,2596.227772244734,0.0,0.0,3792.4216384569977,22931.668595206113,14202.524916851657
12145253,1617168538,0x57dC4A5D2786CB0fEf99FA526B0fF5038E185460,1.2508691731293813e+19,7.698654295047613e+18,1.24,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,4548988942.0,26472790.0,3.050498674756567e+18,6.216016151109215e+19,3.121312938911768e+21,2.598825887446765e+21,0.0,0.0,3793572377.0,1827.4994201026768,1.0000781398153933,58582.549068119726,28.15369270997037,0.9983825561697216,1.002210331081191,27.386818283811547,1.0033431585487838,0.9992629366449924,4549.3443991561535,15508.435191450293,5574.784559141611,1750.0380859854158,3116.264390556357,2604.5701530803917,0.0,0.0,3790.776273816344,22859.62688518259,14069.286259770495
12150253,1617235283,0x57dC4A5D2786CB0fEf99FA526B0fF5038E185460,1.204575377144489e+19,7.333869943149045e+18,1.25,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,4551017888.0,26472862.0,3.0505087704008535e+18,6.216016509641367e+19,3.121556662047786e+21,2.5994012324410567e+21,0.0,0.0,3794723408.0,1910.8468958188453,0.9998014197511544,58821.45238754192,28.22309258544537,1.0000381286429618,1.0022659385976165,29.18975541066837,1.024739918514734,1.0002559912611213,4550.114145735301,15571.721916949678,5829.055214588634,1754.3520946426527,3121.6756827672384,2605.291316024337,0.0,0.0,3795.69482403082,23017.591201963616,14013.902615205485
12155253,1617302312,0x57dC4A5D2786CB0fEf99FA526B0fF5038E185460,1.1912708067673643e+19,7.265294376416769e+18,1.25,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,4553913011.0,26472907.0,3.050516101133268e+18,6.216016887293439e+19,3.1219267410635643e+21,2.600043736695665e+21,0.0,0.0,3795201947.0,1944.4459085136057,1.000441635107025,58422.49486652838,28.72625745228185,0.9959062452948928,0.9984874863167436,30.05321173223198,1.0074164487824822,0.9957166159169908,4555.924178859996,15466.132733095834,5931.56355170346,1785.6290143212298,3109.1463387783356,2596.1111349668477,0.0,0.0,3778.9456393884147,23163.616461505037,14126.971924370495
12160253,1617368675,0x57dC4A5D2786CB0fEf99FA526B0fF5038E185460,1.1890999103485518e+19,7.065661925968663e+18,1.28,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,4556400989.0,26472951.0,3.0505250375756785e+18,6.216017285430446e+19,3.1226479245806854e+21,2.600742935768784e+21,0.0,0.0,3795823243.0,1999.8950691339096,1.0008932258616308,59419.997091517245,29.258460216209865,0.9987836548646828,1.0002301524664277,30.48312630408201,1.0076120814313692,0.9994999277816536,4560.470884199334,15730.226714238786,6100.729980917134,1818.7109444903954,3118.8497069683135,2601.3415031699956,0.0,0.0,3793.925057250422,23780.75047413643,14130.58244591193
12165253,1617434520,0x57dC4A5D2786CB0fEf99FA526B0fF5038E185460,1.1437382786671714e+19,7.375079652593847e+18,1.18,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,6058855117.0,26473004.0,3.050534641039038e+18,6.216017690303684e+19,3.12354431992413e+21,2.6017195375213355e+21,0.0,0.0,3796920277.0,2124.6353259202565,0.9995387492535506,59377.64169796185,31.90325743570092,0.9994901522749216,1.0008210699263451,32.727918978018614,1.0093724855389,1.0008998919144974,6056.060465554655,15719.045461807109,6481.273661295009,1983.1121259862944,3121.951787958435,2603.8557311903787,0.0,0.0,3800.3370948572633,24300.267504634987,15669.35476137658
12170253,1617501065,0x57dC4A5D2786CB0fEf99FA526B0fF5038E185460,1.1443849498869393e+19,8.276766809015967e+18,1.05,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,6061613917.0,26473042.0,3.050546748885047e+18,6.216018105878462e+19,3.124940181373046e+21,2.602974584198957e+21,0.0,1.0000451116097183e+21,3799221605.0,2004.4555605964847,1.0007160803973445,56967.87769215323,29.93664692350873,0.9981906297723632,1.0016203032878346,29.48679190513859,1.0085087433135205,1.0005012238080289,6065.954519902234,15081.130187952358,6114.68539366216,1860.86739305821,3119.2860076457237,2607.1921924758844,0.0,1008.5542387663463,3801.1258653204036,22938.687762638052,16590.41125409248
12175253,1617566998,0x57dC4A5D2786CB0fEf99FA526B0fF5038E185460,1.1413703231143301e+19,8.032466065544113e+18,1.08,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,6064144614.0,26473081.0,3.050560314654178e+18,6.216018347371441e+19,3.128240449370781e+21,2.6040984910670306e+21,0.0,1.0001309993660172e+21,3801235568.0,2060.143868421363,1.0008008863650848,57976.366464582345,30.77350070577782,1.0011141149489176,1.0010581146333966,30.770294531665083,1.009594718712646,1.000595734040311,6069.001304737255,15348.13045502572,6284.593127484349,1912.8864499996293,3131.7256688192338,2606.8539257872344,0.0,1009.7269749807317,3803.500093423099,23513.87072762097,16548.035713233377
12180253,1617633817,0x57dC4A5D2786CB0fEf99FA526B0fF5038E185460,1.1398240190610754e+19,7.930523717113568e+18,1.1,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,6066562807.0,26473120.0,3.0505738035346043e+18,6.216018530132878e+19,3.1321906694796587e+21,2.6052669001735817e+21,0.0,1.0002065903552528e+21,3802936735.0,2092.684485686204,1.002013112487586,58420.816838502426,31.15007665881369,1.0011391194113195,1.0021401883411682,31.61089954447851,1.0147341382207935,1.0042190227495031,6078.775480343496,15465.812946636954,6383.88847109762,1936.2945372624554,3135.7586086712167,2610.842662018965,0.0,1014.9437725068957,3818.9814115998865,23852.920411016083,16596.08394617005
