block,timestamp,user,totalCollateral,totalDebt,healthFactor,tokenAddress,USDT_debt,WETH_collateral,MANA_debt,GUSD_debt,WETH_USD_price,USDT_USD_price,MANA_USD_price,GUSD_USD_price,USDT_debt (in USD),WETH_collateral (in USD),MANA_debt (in USD),GUSD_debt (in USD),totalCollateral (in USD),totalDebt (in USD)
11789754,1612441452,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.0743200273604383e+18,3.0694082283474826e+18,1.1,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,470999095.0,4.0743198397136113e+18,5.690646807909419e+21,357602.0,1623.250275706589,0.9996272047872374,0.1691858285702874,0.9955041777654752,470.8235087921685,6613.640803131945,962.7767952970163,3559.9428497728945,6613.641107729709,4982.417752921125
11794754,1612507789,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.098309774813829e+18,3.0624877450258386e+18,1.1,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,471321619.0,4.0983096799625743e+18,5.69069878397099e+21,357716.0,1650.943807663464,1.0003680955384664,0.1766660029052537,0.998180696821524,471.4951103851367,6766.078988021445,1005.3530079019425,3570.6520614420824,6766.079144615537,5055.9951786956535
11799754,1612575014,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.0983733914588227e+18,3.0431504775805947e+18,1.11,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,471512936.0,4.0983732159305313e+18,5.690755685518004e+21,357797.0,1750.049559000687,0.9989221947216368,0.2020948148125829,1.020702194647967,471.0047368687627,7172.356239159454,1150.0722164084143,3652.0418313845867,7172.356546342661,5325.66415126265
11804754,1612641264,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.098443394067681e+18,3.1395074729317893e+18,1.08,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,471606252.0,4.098443306026974e+18,5.690818760095439e+21,357916.0,1705.184149416938,0.9994969262084712,0.2323193321597049,0.9966965342382182,471.36899925469766,6988.600562721149,1322.0872137872923,3567.336367484061,6988.600712846767,5353.438379819314
11809754,1612707167,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.0985241949183135e+18,3.426225547523787e+18,0.99,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,471645553.0,4.0985241018629376e+18,5.690899479087643e+21,357975.0,1599.94916211531,1.000355313902413,0.2365201809925746,0.9850167705621752,471.8131352219922,6557.430202685011,1346.0125748043579,3526.1137844199466,6557.430351568882,5481.786693978752
11814754,1612773708,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.0985783398650977e+18,3.3287408550542674e+18,1.02,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,471698071.0,4.0985782264597386e+18,5.69097803446932e+21,358012.0,1633.102695334203,1.0015083090183543,0.2414886915498305,0.9863189645246646,472.40953745442965,6693.399148669477,1374.3068391828222,3531.140251274042,6693.399333872074,5436.175662458203
11819754,1612840209,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.0986303288280515e+18,3.138551986805163e+18,1.08,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,472038964.0,4.098630211246925e+18,5.691059486077888e+21,358088.0,1725.1686552498943,0.9968921114778284,0.2373215251397923,0.9975058327912654,470.57191952176663,7070.828369903447,1350.6109168972869,3571.9486865255863,7070.828572750723,5414.531510508547
11824754,1612906626,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.098664574606904e+18,3.0655942831977815e+18,1.1,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,472415524.0,4.0986645244727516e+18,5.691156783429915e+21,358110.0,1773.0664246798242,0.9971019467439444,0.2414094721213288,1.0022424040844278,471.04643865246055,7267.2044543689335,1373.8991548475353,3589.130273266744,7267.204543260115,5435.502295228399
11829754,1612973086,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.098741759527313e+18,3.1541932078916106e+18,1.07,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,472810029.0,4.0987417137676365e+18,5.691271508423605e+21,358138.0,1717.5504068974938,0.9967377914465853,0.2292587709174851,0.97447990569466,471.26762407925594,7039.795498249335,1304.773910978897,3489.9828446567417,7039.795576843885,5417.485827647547
11834754,1613039598,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.098800850307091e+18,3.1559146898077834e+18,1.07,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,473094758.0,4.09880080499224e+18,5.691379162079963e+21,358181.0,1765.0824632172655,0.9975743124668532,0.2630739794686992,1.003123026393295,471.9471779435223,7234.721421112613,1497.2537648336067,3592.996087165768,7234.721501097063,5570.449674389475
11839754,1613105822,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.0988232445767265e+18,3.23995427555747e+18,1.04,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,473404383.0,4.098823197630981e+18,5.691490263951497e+21,358458.0,1750.9312249234956,1.001363751443506,0.2836566112781767,1.0008752306759423,474.04998891067834,7176.757522172853,1614.428841395217,3587.7173343763693,7176.757604371624,5672.937108397958
11844754,1613171296,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.0988436358807035e+18,3.1306614614094735e+18,1.08,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,473558408.0,4.0988435849487217e+18,5.691594113724844e+21,358551.0,1843.024965260228,0.9983931585182084,0.3008961665534282,1.0155677466875666,472.7974747059744,7554.271055757227,1712.5788503978622,3641.328311425737,7554.27114962614,5769.88723115573
11849754,1613238668,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.0988661896204206e+18,3.3100185036134543e+18,1.02,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,473719824.0,4.0988661705551017e+18,5.70183195078703e+21,358580.0,1805.8167557146417,0.9968741696219776,0.3402624072347969,1.0155876705285274,472.2390561834694,7401.801210220311,1940.1190652230728,3641.6942689811935,7401.801244648784,5977.2868755506815
11854754,1613305039,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.0988859153579884e+18,3.2433932629443123e+18,1.04,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,473845961.0,4.0988858679835397e+18,5.702438123851616e+21,358676.0,1834.8331413472515,0.996357007225858,0.3349066412958641,1.0296547234172186,472.1197435880206,7520.771633176093,1909.7843992566336,3693.1243757639436,7520.771720100302,5951.085449272625
11859754,1613371032,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.0989084859845775e+18,3.2899724625927956e+18,1.03,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,473975846.0,4.098908400445865e+18,5.703005869901048e+21,358756.0,1738.547974734254,1.0022057883628566,0.2916569179695306,1.0046789641902356,475.0213364053819,7126.148898216378,1663.3211151774813,3604.346064770322,7126.149046929535,5719.774961772171
11864754,1613437782,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.098959745238373e+18,3.241673539872696e+18,1.04,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,474160371.0,4.098959686606914e+18,5.703477516057398e+21,358965.0,1765.2162839496182,0.999034652474568,0.3016820726660161,1.001093083828652,473.70264145919725,7235.550386051548,1720.6369184482169,3593.573788365521,7235.550489548755,5722.254919831885
11869754,1613503929,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.0989947777605074e+18,3.255334156174333e+18,1.04,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,474383914.0,4.0989947254294426e+18,5.703939610476721e+21,359335.0,1758.5507691326395,1.0004356546160589,0.2912676235952664,0.9974045731456888,474.5905815419182,7208.290327074579,1661.3729354744642,3584.0237229130607,7208.290419101414,5724.670384124125
11874754,1613570206,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.0990411732558664e+18,3.142414379205945e+18,1.08,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,474534224.0,4.0990411425712123e+18,5.704031207804076e+21,359522.0,1826.5856621818773,0.9972603826939728,0.28872761444962,1.011848050986616,473.23418182762737,7487.249779714197,1646.9113233754554,3637.816349868101,7487.249835762345,5739.889049691744
11879754,1613637345,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.0990606079199386e+18,3.066341282168567e+18,1.1,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,474821721.0,4.099060568680867e+18,5.704106900543714e+21,359619.0,1894.805115858436,1.0015859031731609,0.3094135868016088,1.0214221506078482,475.5747422740196,7766.920935750096,1764.928175597038,3673.228123794438,7766.921010100491,5810.119148420917
11884754,1613703416,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.0990783669766866e+18,3.0264517796421903e+18,1.12,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,474950749.0,4.0990783278879094e+18,5.704186280129586e+21,359787.0,1906.84215491568,1.0015799372413674,0.2959764852909934,1.009620001678159,475.7011413761604,7816.295351917944,1688.3050066378607,3632.4815154377975,7816.295426454072,5770.965833241309
11889754,1613769581,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.099095622415016e+18,3.07471285724073e+18,1.1,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,475193930.0,4.0990955860853955e+18,5.70425806417784e+21,359810.0,1960.208744093924,1.0056015532922302,0.3379530922631061,1.0160090552926095,477.85575412303933,8035.083010721401,1927.7716518556608,3655.702181848338,8035.083081935039,6027.0790283412925
11894754,1613837157,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.099115112702114e+18,2.9530381137390223e+18,1.15,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,475429693.0,4.099115084464318e+18,5.704331300951229e+21,359836.0,1980.1083362758568,1.0045057363414718,0.3107130672069722,1.018988965463049,477.5718538455649,8116.691950101908,1772.4102748832943,3666.6891337636175,8116.692006015804,5847.33538635497
11899754,1613903696,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.0991376832833935e+18,2.990491730821115e+18,1.13,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,475621231.0,4.099137645272075e+18,5.704404191230858e+21,359876.0,1964.6353305123205,1.006156922118904,0.3080468411243802,1.0197131792279868,478.54959387736426,8053.310642534598,1757.2236916053407,3669.70300087851,8053.310717212977,5875.225709976102
11904754,1613969024,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.099167298002612e+18,3.142659460523736e+18,1.08,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,475836905.0,4.0991672458175693e+18,5.704482252361098e+21,359962.0,1869.5162873178567,1.0061971280022393,0.3160022413979563,1.0054280627074674,478.7857272084744,7663.4599304958265,1802.629177760969,3619.158963083054,7663.460028056615,5875.253046942674
11909754,1614035480,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.09919493743166e+18,3.1588523473653857e+18,1.07,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,475976702.0,4.099194875497093e+18,5.704551993394852e+21,360021.0,1758.0469955337846,1.0043391516765114,0.2722176134184163,1.012221180787254,478.0420371044637,7206.577234975151,1552.879529263216,3644.20881728208,7206.57734385903,5553.41087862056
11914754,1614101800,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.09923699719683e+18,3.451807718158879e+18,0.98,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,476014571.0,4.0992369706909696e+18,5.704610284054839e+21,360050.0,1545.4169780554053,1.0012881591577123,0.2275014357503996,0.9873810144669168,476.6277535288381,6335.030411578232,1297.8070300189709,3555.065342588134,6335.030452540839,5334.482252625419
11919754,1614168666,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.099301355787123e+18,3.288505248561968e+18,1.03,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,476112560.0,4.099301331421553e+18,5.704643642326303e+21,360082.0,1684.0369587935309,1.0011111254379714,0.2574418959808841,0.9969031870264048,476.6415807767537,6903.374947345424,1468.6142751757798,3589.668933908419,6903.374988377945,5537.964377764861
11924754,1614235442,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.099331815679392e+18,3.400174373433422e+18,0.99,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,476489530.0,4.0993317824605834e+18,5.704673353006821e+21,360116.0,1614.8741416521193,1.0048088432151503,0.2522668869841394,0.9982311601463124,478.78089344343067,6619.904893548287,1439.1001880244032,3594.790124672494,6619.904947192482,5490.853672765829
11929754,1614301403,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.099352468784804e+18,3.7268207458158387e+18,0.91,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,476783177.0,4.0993524217976376e+18,5.704702858524893e+21,360192.0,1483.11589607557,1.0082047812927355,0.2527945135328828,0.9770827449995808,480.6950786913406,6079.81474038396,1442.1175839704463,3519.37388086889,6079.814810071373,5527.307089943682
11934754,1614367830,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.099375137074543e+18,3.643970324525057e+18,0.93,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,476875907.0,4.09937508823097e+18,5.70473143150625e+21,360220.0,1481.9772502338983,0.9994960665660818,0.2595500621728556,1.0082297459530525,476.6355932866326,6075.180620933877,1480.6633977268907,3631.8451908720854,6075.180693318941,5400.28112147357
11939754,1614434331,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.099413078926708e+18,3.731743175045585e+18,0.91,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,476914720.0,4.099413022770825e+18,5.704760049589721e+21,360247.0,1484.2537749929106,1.002452522755127,0.2592099223320011,1.0067450529287372,478.08436420305503,6084.569254302696,1478.7304093768544,3626.7688508241877,6084.569337652277,5538.8538948654395
11944754,1614500749,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.0994343894199117e+18,4.015995839503916e+18,0.84,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,476953618.0,4.099434327244145e+18,5.704788619929204e+21,360274.0,1348.705777901244,0.999178271551286,0.2412581847566099,1.0093391333160584,476.56169164337234,5528.930763280877,1376.3269468642857,3636.386469163096,5528.9308471376935,5416.396792766289
11949754,1614567155,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.099458452027889e+18,3.776773529997428e+18,0.9,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,477012185.0,4.099458393842678e+18,5.704817208282019e+21,360301.0,1442.258925987299,1.004846992339004,0.2503009838169551,1.0076089283364462,479.32425940630657,5912.480460233159,1427.9213597288847,3630.425044885499,5912.480544151299,5447.085335071351
11954754,1614633823,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.0994761908329743e+18,3.614841975032742e+18,0.94,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,477148593.0,4.0994761624593306e+18,5.704855305273276e+21,360396.0,1523.4005882041815,1.003012605984425,0.2513232640075291,1.0109235618719412,478.58605370673183,6245.144397219565,1433.7628560119483,3643.328080044001,6245.144440443991,5506.852391030045
11959754,1614700428,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.099494023384754e+18,3.6380680518302346e+18,0.93,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,477194712.0,4.099494000647825e+18,5.704892987876617e+21,360480.0,1555.222193519764,1.000984921072023,0.2829035349605542,1.0066555277838407,477.6647111273067,6375.624052008623,1613.9343928419732,3628.7918465551893,6375.624087369601,5658.004175741592
11964754,1614767527,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.0995166915797125e+18,3.6072039805399327e+18,0.94,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,477259861.0,4.0995166657244375e+18,5.704931912772827e+21,360516.0,1608.412711823455,1.0044777551553663,0.3014176413980824,0.9991963123321284,479.39691380304214,6593.714717483292,1719.5671214846363,3602.2625773672958,6593.714759069244,5801.872736440595
11969754,1614834073,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.099536448288346e+18,3.917513532576138e+18,0.86,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,477460982.0,4.099536415106213e+18,5.704982540428745e+21,360544.0,1546.8852474246723,1.0006981194932871,0.340037221143774,1.0037617469125462,477.7943068188182,6341.512401808029,1939.9064097211387,3619.0027527883703,6341.512453136981,6059.943890128542
11974754,1614900094,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.099554595222464e+18,4.1995112161831245e+18,0.81,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,477561440.0,4.0995545636136863e+18,5.705071408738277e+21,360603.0,1530.7620582344402,1.0026758781438725,0.4131116211017435,0.9964553019994274,478.8393362196523,6275.442581641678,2356.831298165077,3593.2477126689955,6275.442630027196,6428.452432863096
11979754,1614966167,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.099572995958797e+18,4.141095935887952e+18,0.82,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,477597229.0,4.099572975958617e+18,5.705270161773712e+21,360651.0,1482.3420326059252,1.0064255375621884,0.3716843992665782,1.000269476342145,480.66604793453666,6076.969337998818,2120.559912732396,3607.481869122709,6076.969367645925,6138.5205668202825
11984754,1615032347,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.099585258437155e+18,3.937268828220648e+18,0.86,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,477632874.0,4.0995852359461207e+18,5.705577754112732e+21,360690.0,1544.1798403519877,1.0012570860055907,0.3620736148545501,0.9997511027692364,478.2332996017155,6330.496875152647,2065.839162265302,3606.002252578359,6330.496909882848,6079.851150584618
11989754,1615099017,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.0995962887906166e+18,3.690938160682753e+18,0.92,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,477713269.0,4.0995962645325983e+18,5.705886008580313e+21,360720.0,1687.4307156118207,0.9993252470507148,0.3539947791693873,1.0159626380995863,477.3909305628296,6917.78465837979,2019.8538575730845,3664.7804281528274,6917.7846993135145,6228.202421759875
11994754,1615165367,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.0996020315155046e+18,3.7689552964396165e+18,0.9,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,477859458.0,4.0996020251397304e+18,5.706197801412807e+21,360759.0,1743.642123131187,1.0004929489583902,0.4362503828936156,1.0062343124089057,478.09501832207803,7148.238779107553,2489.3309757330444,3630.080843103244,7148.238790224622,6571.709215070505
11999754,1615231847,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.0996054926888356e+18,3.828322629424226e+18,0.88,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,477970180.0,4.099605485231434e+18,5.706512699674212e+21,360850.0,1746.131501331158,1.0008564666849995,0.4733825635456873,1.0008063030356171,478.37954553559325,7158.450280792615,2701.3636106777994,3611.4095445040243,7158.450293814219,6684.75474049657
12004754,1615299316,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.099611001231499e+18,3.9492743921480684e+18,0.86,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,478146326.0,4.099610991492141e+18,5.706808029386252e+21,361254.0,1835.4678898002103,1.000087079841816,0.5578650677615323,0.9986623855668256,478.187962906433,7524.704335555828,3183.6288480156186,3607.70781435558,7524.7043534321065,7248.766334798023
12009754,1615365374,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.0996170293645435e+18,3.9553694181447926e+18,0.86,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,478251332.0,4.0996170148303985e+18,5.707107961112116e+21,361504.0,1819.2164992983508,1.0045168858079303,0.5540976666079095,0.9996136058008058,480.4115386541346,7458.090914183713,3162.2952043316473,3613.643169514145,7458.090940624468,7195.673306309124
12014754,1615431996,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.0996214912006405e+18,3.8644627356873185e+18,0.88,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,478547888.0,4.099621478174044e+18,5.707424000318995e+21,361743.0,1799.641868182627,1.0029620412062812,0.4984571940514539,1.021685145362654,479.9653665634348,7377.85045582276,2844.90655246093,3695.8744953892256,7377.850479265967,6954.648937174471
12019754,1615499191,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.0996253921540547e+18,3.9189025778413384e+18,0.86,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,478802140.0,4.0996253841711775e+18,5.707738756223972e+21,361773.0,1838.169034278378,1.00418639689595,0.5345942226701382,0.9925963710815094,480.8065957926702,7535.804433325056,3051.3241635877757,3590.945669552709,7535.804447998935,7203.605366941659
12024754,1615566708,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.099630730086335e+18,4.103436220653659e+18,0.82,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,478857100.0,4.099630717663572e+18,5.707945173301468e+21,361835.0,1789.2294936226028,1.0049158247039809,0.5756326156013336,1.0056514340912883,481.21107756185665,7335.18019300486,3285.679409816532,3638.798866544213,7335.180215232034,7341.989111192794
12029754,1615632589,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.099641845776012e+18,4.350496069019174e+18,0.78,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,478896200.0,4.0996418256992005e+18,5.70801166981918e+21,361943.0,1834.8073320108483,0.9982672482308832,0.6931092070267909,1.0285179006204028,478.0663917622267,7522.052880411234,3956.27544216804,3722.6485450425043,7522.052917248314,7982.322085320754
12034754,1615699184,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.099669428806139e+18,4.837268454638785e+18,0.7,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,478989192.0,4.0996693676262845e+18,5.708099433822837e+21,362048.0,1904.2008105493685,1.0003933726921743,0.8897720165535454,1.0059312342594813,479.17761326797944,7806.593732818388,5078.907143920697,3641.9539150117666,7806.593849317116,9211.130512168063
12039754,1615764992,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.099713274659411e+18,5.388363939917489e+18,0.63,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,479161727.0,4.0997131651614597e+18,5.708205184789922e+21,362206.0,1867.451759866856,1.0037034725327183,1.054402263298485,1.0067670357291032,480.93628929467434,7656.0165652300875,6018.744466214641,3646.5706094329553,7656.016769712229,10062.509722402021
12044754,1615832293,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.099769440784882e+18,5.629203345898364e+18,0.6,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,479352001.0,4.0997693261038976e+18,5.70831364264738e+21,362236.0,1770.4133357549665,1.0024108914819725,1.0261331560641436,0.9915658851895536,480.50766665607733,7258.286288453493,5857.4898939337645,3591.8085998752313,7258.2864914862375,9966.01667325494
12049754,1615899505,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.0998231256615e+18,5.495461456791995e+18,0.62,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,479578776.0,4.0998230515381837e+18,5.708422960597587e+21,362333.0,1780.017628796361,1.0027310456679894,0.9872674342303416,1.008943415550037,480.8885275386545,7297.757306683658,5635.74008981075,3655.7349458649155,7297.757438624468,9782.018271460682
12054754,1615965217,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.099871317203724e+18,4.971718407701087e+18,0.68,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,479769186.0,4.0998712031632486e+18,5.708530097604664e+21,362447.0,1785.782860182568,1.0075280109495035,0.8436579792757432,0.9953597737308224,483.3808936854424,7321.479723565011,4816.0469667799125,3607.651639094154,7321.479927216538,8878.40951812677
12059754,1616031447,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.0999202043194916e+18,5.502779418281886e+18,0.61,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,480072867.0,4.0999201036751017e+18,5.708637925041619e+21,362560.0,1828.1641319380976,1.0032076099645766,1.024663075193633,0.9988321003898954,481.61275351191205,7495.326877350747,5849.430491440145,3621.365663173605,7495.327061345212,10059.983958470133
12064754,1616098049,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.099967904598163e+18,5.513213606349882e+18,0.61,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,480464866.0,4.099967843472585e+18,5.708745763945065e+21,362685.0,1774.4203913695774,0.9970755954021248,0.9840083864385591,1.0093567632343607,479.0597923367521,7275.066545417308,5617.453707767543,3660.7855767365413,7275.066653879779,9782.758645083439
12069754,1616164321,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.100016427667431e+18,5.432996497022451e+18,0.62,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,480600131.0,4.10001631954002e+18,5.708853146270986e+21,362843.0,1809.413441164274,1.001464646428949,0.9940004251926438,0.9987111058940062,481.3040402656215,7418.62463756859,5674.602454755723,3623.753337958989,7418.62483321578,9830.53688751084
12074754,1616230371,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.1000626177953915e+18,5.305900850053411e+18,0.64,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,480660496.0,4.100062529463082e+18,5.70888059787129e+21,363057.0,1829.269503452292,1.0073817039268511,0.9825425508523236,1.0145479286076244,484.2085894708054,7500.119347394279,5609.218105143796,3683.387273164983,7500.119508977879,9705.922613344297
12079754,1616297287,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.100100828090265e+18,5.195727626668539e+18,0.65,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,480779395.0,4.100100776956559e+18,5.708901805759942e+21,363269.0,1787.371534217862,0.9954882456872296,0.9005444639104325,0.9972060122088569,478.61023649111763,7328.403416156693,5141.119916185387,3622.540308490992,7328.403507551624,9286.695659456678
12084754,1616364306,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.100125828386034e+18,5.413344466334353e+18,0.62,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,480825324.0,4.100125796683063e+18,5.708949473518084e+21,363473.0,1793.3524729360877,1.0040968187607673,0.9786868654146924,0.9987998353828392,482.7951782080152,7352.970736830617,5587.2738650482725,3630.367725661067,7352.970793685219,9708.0346855556
12089754,1616431059,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.1001439032278303e+18,5.348495029308025e+18,0.63,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,480862372.0,4.100143864216346e+18,5.708998896864089e+21,363552.0,1771.5467412225937,0.9991780682888524,0.9348407729509154,0.9873655118222868,480.4671359677555,7263.59650119628,5337.0049415203475,3589.58706554016,7263.596570306949,9475.108939615873
12094754,1616497418,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.10016180486651e+18,5.420491704266918e+18,0.62,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,480899956.0,4.1001617829179366e+18,5.709066820448397e+21,363586.0,1688.9944905196987,1.0002189769272902,0.8853619181149182,0.99140227153974,481.00526199469886,6925.15066158782,5054.590350798429,3604.599863000479,6925.150698658838,9155.180624414555
12099754,1616564216,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.100187714287218e+18,5.61619190052095e+18,0.6,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,480939462.0,4.100187588675755e+18,5.709129357157526e+21,363616.0,1669.5529978218178,0.9984004684029116,0.9288576188246932,0.9803624485763196,480.1701841342443,6845.480480305418,5302.968300251491,3564.75472101527,6845.480690020411,9376.530023857364
12104754,1616630705,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.100218033707662e+18,5.704818973405293e+18,0.59,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,481016225.0,4.100217961536449e+18,5.709191880017336e+21,363646.0,1583.1665539922965,0.9904587523478828,0.8735051610844367,0.9837882948496413,476.4267300725885,6491.327940782979,4987.008572816501,3577.5067826889263,6491.328055042029,9031.678595275927
12109754,1616697348,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.100234572787802e+18,5.533379633199867e+18,0.61,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,481084677.0,4.100234550831646e+18,5.709253628018606e+21,363676.0,1601.8729113244565,0.9996752334780654,0.8281751993479103,0.9920417500219536,480.9284368026947,6568.0546570538145,4728.262261512089,3607.81775480984,6568.054692224786,8863.770942497324
