block,timestamp,user,totalCollateral,totalDebt,healthFactor,tokenAddress,USDT_debt,WETH_collateral,MANA_debt,GUSD_debt,WETH_USD_price,USDT_USD_price,MANA_USD_price,GUSD_USD_price,USDT_debt (in USD),WETH_collateral (in USD),MANA_debt (in USD),GUSD_debt (in USD),totalCollateral (in USD),totalDebt (in USD)
11634754,1610383212,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.0547668626321546e+18,3.119768876796991e+18,1.07,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,0.0,4.05476677784162e+18,2.274406471998801e+22,100002.0,956.1936054063218,1.0055794100419782,0.0846283062278725,0.9732498264930616,0.0,3877.1420643861534,1924.7916739896964,973.2692914895914,3877.14214546232,2983.103050338946
11639754,1610449734,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.0548028678705085e+18,3.031973740552824e+18,1.1,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,0.0,4.0548028171592817e+18,2.2744289821551143e+22,100007.0,1100.0809295151882,1.004353922811974,0.105018282826461,0.9857548462527448,0.0,4460.6112521013865,2388.566261166656,985.8238490919825,4460.61130788784,3335.4164907729923
11644754,1610515841,0x60F9c8582bA286EB076F700dBB1376371eF77599,2.7873786178387313e+18,2.163961226237136e+18,1.06,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,0.0,2.7873785656217805e+18,1.1372252248212062e+22,100013.0,1020.9831514099312,1.0045571076453867,0.1087864187712916,0.987133953084352,0.0,2845.8665521010194,1237.1465954467596,987.262280498253,2845.866605413646,2209.36795229249
11649754,1610580627,0x60F9c8582bA286EB076F700dBB1376371eF77599,2.7874141161462615e+18,2.0295590451054843e+18,1.13,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,0.0,2.787413948050397e+18,1.1372402096814514e+22,100032.0,1131.607867785505,1.003939561653382,0.1147582606425353,0.9915802071011128,0.0,3154.2595543888865,1305.077083957955,991.8975127673853,3154.259744607489,2296.6649835766025
11654754,1610647826,0x60F9c8582bA286EB076F700dBB1376371eF77599,2.7874738853037773e+18,1.8625614113739717e+18,1.23,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,0.0,2.787473788738126e+18,1.1372465781425318e+22,100046.0,1227.9786672020966,0.9999217985534776,0.1128870911645025,0.9996646845696532,0.0,3422.9583479554226,1283.8045814329453,1000.1245303245553,3422.9584665359826,2287.1856795210656
11659754,1610714507,0x60F9c8582bA286EB076F700dBB1376371eF77599,2.787531950740901e+18,1.8721549427860762e+18,1.23,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,0.0,2.787531856084646e+18,1.137252716703949e+22,100067.0,1212.3321816858204,0.99715177421113,0.116013796494508,1.0099028464057684,0.0,3379.414576605823,1319.3700523851828,1010.5794813128603,3379.414691360647,2269.673686241736
11664754,1610779600,0x60F9c8582bA286EB076F700dBB1376371eF77599,2.7875872095013023e+18,1.914449247146432e+18,1.2,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,0.0,2.787587083907171e+18,1.1372872238357534e+22,100088.0,1170.0652468313965,1.0039056521910066,0.1126080507486318,0.9988269664162244,0.0,3261.658769395857,1280.676974174671,999.7059341466706,3261.6589163491853,2240.030530908571
11669754,1610847169,0x60F9c8582bA286EB076F700dBB1376371eF77599,2.7876472447036385e+18,1.8610400150825385e+18,1.24,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,0.0,2.7876471222265795e+18,1.1373608858599903e+22,100109.0,1230.4326904598129,0.9987011462436494,0.1177798427708737,1.011284420871595,0.0,3430.0121486538046,1339.5818631033128,1012.386720890345,3430.0122993535824,2289.8844728113786
11674754,1610913582,0x60F9c8582bA286EB076F700dBB1376371eF77599,2.7877027174458214e+18,1.841227914352214e+18,1.25,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,0.0,2.7877026056687314e+18,1.1374313932088945e+22,100149.0,1235.8967318708478,0.9998902014133632,0.1128174873362787,0.9915246142965042,0.0,3445.312539773832,1283.2215179923028,993.001985971806,3445.312677918772,2275.5675619772787
11679754,1610979751,0x60F9c8582bA286EB076F700dBB1376371eF77599,2.787760606048938e+18,1.8677071274642327e+18,1.23,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,0.0,2.7877604755462523e+18,1.1375014564646772e+22,100263.0,1237.42467586963,0.9989549750536848,0.1195274236864093,1.000953589346982,0.0,3449.6436028549865,1359.6261853076112,1003.5860972869647,3449.6437643422305,2311.146886821826
11684754,1611046257,0x60F9c8582bA286EB076F700dBB1376371eF77599,2.7877975273156137e+18,1.7038542027177516e+18,1.35,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,0.0,2.7877974985540526e+18,1.1375677463933657e+22,100298.0,1388.85641681962,0.9997411947067186,0.1221537416208809,0.996477632218646,0.0,3871.8504446604816,1389.5815656918296,999.4471355626576,3871.85048460616,2366.408842769627
11689754,1611112351,0x60F9c8582bA286EB076F700dBB1376371eF77599,2.787814279568565e+18,1.806429781996086e+18,1.27,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,0.0,2.787814248871558e+18,1.1376337830265248e+22,100315.0,1385.7409223925397,0.999719443755174,0.1333965398993466,0.9909761749890872,0.0,3863.188288690338,1517.5641032834244,994.0977499403028,3863.188331228437,2503.2436723406104
11694754,1611177365,0x60F9c8582bA286EB076F700dBB1376371eF77599,2.7878308338329764e+18,1.8777558569584253e+18,1.22,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,0.0,2.787830823710858e+18,1.1377013819943089e+22,100326.0,1311.7025486550378,0.998746532490399,0.1330622492363357,0.9999449051578928,0.0,3656.804796680606,1513.851048474503,1003.2047255487075,3656.8048099578145,2463.0571433242912
11699754,1611244528,0x60F9c8582bA286EB076F700dBB1376371eF77599,2.787846566778374e+18,1.989614242940794e+18,1.16,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,0.0,2.7878465296936735e+18,1.1377681489292251e+22,100380.0,1220.0251430375847,1.0101314833612924,0.1242642791690376,0.9984561999297964,0.0,3401.2428611563582,1413.8393888818036,1002.2503334895296,3401.242906400625,2427.379401333458
11704754,1611311188,0x60F9c8582bA286EB076F700dBB1376371eF77599,2.987868603826488e+18,2.2880878147183112e+18,1.08,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,0.0,2.9878685628934385e+18,1.1378343935759452e+22,100392.0,1163.0642759209695,1.000432577504207,0.1442299285984916,0.9990363702864056,0.0,3475.0831866486847,1641.0977334236657,1002.9525928579283,3475.083234256452,2661.193197468946
11709754,1611377525,0x60F9c8582bA286EB076F700dBB1376371eF77599,2.1236567271436767e+18,1.668839072037828e+18,1.05,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,0.0,2.1236567014658227e+18,5.689503308080811e+21,100416.0,1251.5380015549474,1.0009458240504956,0.1952702576345622,1.0106506904756671,0.0,2657.8370641413076,1110.990776781634,1014.8549973480459,2657.8370962781173,2088.6155171350365
11714754,1611443460,0x60F9c8582bA286EB076F700dBB1376371eF77599,2.123669414624583e+18,1.6865222535019264e+18,1.04,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,0.0,2.123669387165081e+18,5.689820975551212e+21,100451.0,1236.4131365820065,0.9993541930728004,0.1886518831164425,0.9999075147520936,0.0,2625.7327280479653,1073.39544163317,1004.4170976436255,2625.732761999254,2085.238269367671
11719754,1611509977,0x60F9c8582bA286EB076F700dBB1376371eF77599,2.1236820302414113e+18,1.4575821307262408e+18,1.2,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,0.0,2.1236820051478556e+18,5.690107944935853e+21,100530.0,1346.4851883650974,0.9985720722237588,0.1697090075174664,1.0009693588539104,0.0,2859.506364729078,965.6625720023139,1006.274496455836,2859.506398517179,1962.6127498485225
11724754,1611576551,0x60F9c8582bA286EB076F700dBB1376371eF77599,2.123717885008581e+18,1.3853379818852134e+18,1.26,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,0.0,2.1237178109780705e+18,5.690263383189743e+21,100541.0,1412.530536688818,1.0012754073999184,0.1668400220861822,1.0099222693280037,0.0,2999.8162593164557,949.3636685275707,1015.3859488050681,2999.8163638868127,1956.8322030477245
11729754,1611643032,0x60F9c8582bA286EB076F700dBB1376371eF77599,2.1237596121954721e+18,1.4371074978072835e+18,1.22,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,0.0,2.1237595034757345e+18,5.690307475292932e+21,100569.0,1321.7276451502926,0.998383235616453,0.1566735222598572,0.9879238420699183,0.0,2807.0316473945372,891.520514895739,993.5451287312962,2807.03179109242,1899.46470890465
11734754,1611709133,0x60F9c8582bA286EB076F700dBB1376371eF77599,2.1237988300341332e+18,1.431448446758876e+18,1.22,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,0.0,2.1237987165216161e+18,5.690334503234102e+21,100577.0,1352.7643399595934,1.0048920344975802,0.1589287424065714,1.0037754065372524,0.0,2872.9991689623957,904.357706471718,1009.5671906329724,2872.999322518081,1936.412413265956
11739754,1611775892,0x60F9c8582bA286EB076F700dBB1376371eF77599,2.1238362100996293e+18,1.4671946714318144e+18,1.19,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,0.0,2.1238361503697807e+18,5.690346936733051e+21,100597.0,1267.0673153299251,1.0116434680443556,0.1449908468202975,0.9916169271361392,0.0,2691.0433692496813,825.0482210582109,997.536880191142,2691.0434449314203,1859.0344133974806
11744754,1611843226,0x60F9c8582bA286EB076F700dBB1376371eF77599,2.1238666845515318e+18,1.418928724222698e+18,1.23,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,0.0,2.1238665318948682e+18,5.690359684787702e+21,100620.0,1351.2877806225447,1.0044552400309374,0.1565742717757121,1.0106810654170637,0.0,2869.9548922227173,890.9639237875051,1016.9472880226496,2869.9550985058017,1917.3810466164684
11749754,1611909246,0x60F9c8582bA286EB076F700dBB1376371eF77599,2.1238967108531382e+18,1.444486525914366e+18,1.21,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,0.0,2.1238966493076572e+18,5.690375191453595e+21,100628.0,1320.3821743793264,1.0017554272688307,0.1521293732474661,0.9768896020634212,0.0,2804.35527596981,865.6732114187653,983.0244687643795,2804.3553572333662,1907.2742599484498
11754754,1611975279,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.0739318978729907e+18,3.277754317233424e+18,1.03,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,0.0,4.073931827276187e+18,5.690389566727091e+21,356868.0,1349.7008561744708,0.9978982728716368,0.1554961885221218,1.00557060157771,0.0,5498.589275271096,884.8338888321108,3588.559694438342,5498.589370555663,4423.98780829952
11759754,1612043292,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.07398416906715e+18,3.251729881013678e+18,1.03,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,0.0,4.073983995598198e+18,5.690401579776036e+21,356932.0,1389.6356213299184,1.0025349353967707,0.1580060364338192,0.990354362052924,0.0,5661.353281011246,899.1177993371546,3534.891631562743,5661.3535220698805,4518.719673599504
11764754,1612108623,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.074034274884409e+18,3.385006104070692e+18,0.99,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,0.0,4.074034142139955e+18,5.690433332511409e+21,356999.0,1315.0943773999925,0.9976979321370952,0.1505445238434844,0.9966744364375936,0.0,5357.739393663856,856.6635765060222,3558.1177713378443,5357.739568235342,4451.602494928021
11769754,1612174975,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.07408698361807e+18,3.3079294054810895e+18,1.02,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,0.0,4.074086891221931e+18,5.690464655128523e+21,357072.0,1337.1037832320058,1.0009874363780211,0.1499858068479988,1.0051768213636154,0.0,5447.476995468765,853.4889326394707,3589.2049795794887,5447.477119011992,4423.044922733165
11774754,1612241260,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.074136022359469e+18,3.2232456805978737e+18,1.04,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,0.0,4.074135962187341e+18,5.690500305656606e+21,357160.0,1383.6246143471176,0.9966994526627198,0.1529132979861748,0.993790228724714,0.0,5637.074799479182,870.1531689292874,3549.4211809131884,5637.07488273482,4459.762061763246
11779754,1612308290,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.074193647545392e+18,2.96156412862398e+18,1.13,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,0.0,4.074193580832794e+18,5.690542072620065e+21,357278.0,1529.2517520422778,0.999264592374796,0.1671378674409288,1.0050054686342826,0.0,6230.467671647953,951.1050666006007,3590.6634382271927,6230.467773668309,4528.977132483783
11784754,1612375048,0x60F9c8582bA286EB076F700dBB1376371eF77599,4.074252046195479e+18,3.0940891096936586e+18,1.09,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,470596813.0,4.0742519262880584e+18,5.690601327036371e+21,357437.0,1626.7935597960382,0.9986454039749724,0.1742765976254069,1.0121025807023891,469.95934442771954,6627.966794672016,991.7386377185242,3617.6291013851983,6627.966989736636,5033.444237084701
