block,timestamp,user,totalCollateral,totalDebt,healthFactor,tokenAddress,USDT_debt,WETH_collateral,LINK_collateral,USDC_debt,GUSD_debt,WETH_USD_price,USDT_USD_price,LINK_USD_price,USDC_USD_price,GUSD_USD_price,USDT_debt (in USD),WETH_collateral (in USD),LINK_collateral (in USD),USDC_debt (in USD),GUSD_debt (in USD),totalCollateral (in USD),totalDebt (in USD)
11997478,1615201744,0x2e9b1763686A1657814991e9395b9d298E9Ec321,2.181193680065008e+18,1.118854858622188e+18,1.52,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,1002464011.0,8.000295835403779e+17,8.062357447456598e+19,913410450.0,0.0,1707.226531986417,1.0033828519255354,29.41925054770924,1.001924850578132,0.9961016571021156,1005.8551983098914,1365.8317313941768,2371.8851375191516,915.1686286327542,0.0,3723.7917220080744,1910.138700081711
12002478,1615268323,0x2e9b1763686A1657814991e9395b9d298E9Ec321,2.1779448197261312e+18,1.043926457525508e+18,1.62,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,1002740307.0,8.000304786897064e+17,8.062424637200276e+19,914110534.0,0.0,1841.297296667884,0.999827466226014,31.46581548073576,1.0002075140228823,1.001462713512119,1002.5673004305055,1473.0939576632695,2536.9076596148184,914.3002247542695,0.0,4010.243908853547,1922.1789641617986
12007478,1615335311,0x2e9b1763686A1657814991e9395b9d298E9Ec321,2.1595069518881132e+18,1.0285139838347665e+18,1.63,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,1002981401.0,8.000315220695756e+17,8.062440736876839e+19,914606579.0,0.0,1870.0592747041208,1.0044260665768887,31.57922371478598,1.0017895864080708,1.0227100304228152,1007.4206634562071,1496.1063679018641,2546.056197170376,916.2433465025106,0.0,4038.4060041663915,1923.3821146330893
12012478,1615401699,0x2e9b1763686A1657814991e9395b9d298E9Ec321,2.137312079795047e+18,1.0373603834156334e+18,1.6,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,1003456556.0,8.00032663113611e+17,8.062456880924421e+19,915510389.0,0.0,1852.0567968145067,0.998609669396693,30.36822265873918,0.9983421609628572,1.0271291133764138,1002.0614196411042,1481.7059313931736,2448.424857363966,913.992620138206,0.0,3958.4233642981662,1921.2503488510263
12017478,1615468427,0x2e9b1763686A1657814991e9395b9d298E9Ec321,2.1393779129640814e+18,1.06897845553392e+18,1.56,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,1004092995.0,8.00033458195321e+17,8.06247291626018e+19,916572649.0,0.0,1802.5520934720607,1.0076998727078463,29.804956881404284,1.0072241306240182,1.031697948804382,1011.8243832483402,1442.1019849176682,2403.0165762662455,923.1940895427783,0.0,3856.340135741293,1926.8893528991975
12022478,1615535357,0x2e9b1763686A1657814991e9395b9d298E9Ec321,2.128442070231999e+18,1.0668128989017111e+18,1.55,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,1004386018.0,8.000342440949043e+17,8.062491910607033e+19,917219529.0,0.0,1798.083419884288,0.9985344603011296,29.46030556504362,1.0014949187667943,1.0052732608416568,1002.9140504176306,1438.528309646707,2375.2347530217558,918.5906976871723,0.0,3827.116396668347,1918.2185856338601
12027478,1615602460,0x2e9b1763686A1657814991e9395b9d298E9Ec321,2.062592800524029e+18,1.1036549701313766e+18,1.46,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,1004469498.0,8.000361494019142e+17,8.062498622519691e+19,917482870.0,0.0,1745.7391323340046,1.0003765811361862,27.53782950357385,1.0037931642106566,0.997186803985164,1004.8477622648213,1396.6544132927359,2220.2371243974626,920.9630331863746,0.0,3600.7489659451826,1926.6936699532614
12032478,1615668616,0x2e9b1763686A1657814991e9395b9d298E9Ec321,2.0603393395189517e+18,9.964366855262897e+17,1.61,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,1004565026.0,8.000384695715351e+17,8.062499267950256e+19,917612316.0,0.0,1952.15449306386,0.9988511129448944,30.16472338985477,1.0034019592670511,1.0087224863311168,1003.4108942456168,1561.7986929980066,2432.0306024862602,920.7339957219764,0.0,4022.100698878147,1945.1983527038067
12037478,1615735309,0x2e9b1763686A1657814991e9395b9d298E9Ec321,2.0540133057680955e+18,1.0321738440207072e+18,1.55,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,1004877194.0,8.000470735978396e+17,8.062499679171514e+19,917839063.0,0.0,1874.1549402748915,1.0017724577246083,29.066514842542983,1.000554438594103,1.0125227061536544,1006.658296344788,1499.412175435861,2343.487665926368,918.3479483997025,0.0,3849.5391843956377,1934.4537089939336
12042478,1615801834,0x2e9b1763686A1657814991e9395b9d298E9Ec321,3.5305826645182193e+18,2.8069447214463923e+18,1.0,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,1005261490.0,2.2819590100436544e+18,8.062500495584079e+19,917923775.0,300005.0,1758.6707934063625,1.001120895616305,27.07636904411192,0.9933376756494467,0.9976633252586694,1006.3882831973812,4013.214662714271,2183.032388367698,911.8082690818657,2993.039858942271,6209.132615795006,4936.491700313928
12047478,1615868244,0x2e9b1763686A1657814991e9395b9d298E9Ec321,3.872715304033149e+18,2.815703305490535e+18,1.1,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,1005726696.0,2.618790115408809e+18,8.062500640525579e+19,918046631.0,300036.0,1744.2035043538697,1.003414194685074,27.296398816236668,1.003992760153864,1.0038477903775165,1009.1604427401203,4567.702896463319,2200.7723293994977,921.712171007646,3011.9047563370855,6754.80360465948,4911.159572657365
12052478,1615934483,0x2e9b1763686A1657814991e9395b9d298E9Ec321,3.8620374572367447e+18,2.7466946100177347e+18,1.13,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,1006124498.0,2.618822381698833e+18,8.062500785256312e+19,918237888.0,300151.0,1789.7379618994885,1.0047048732069297,27.657445819902826,1.0004363958808105,0.9971528757193572,1010.8581861934758,4687.005831998433,2229.8817864115044,918.6386032319273,2992.964328000408,6912.035047494374,4915.863613293451
12057478,1616001440,0x2e9b1763686A1657814991e9395b9d298E9Ec321,3.993751626951432e+18,2.7670610546844856e+18,1.15,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,1006680748.0,2.618854165959453e+18,8.062509990783e+19,918525403.0,300243.0,1784.4205598804112,1.0025690845110626,30.490969458455908,1.0019317531963718,1.0038057259392197,1009.2669959172717,4673.1372170665145,2458.337458874601,920.299767383194,3013.856425731691,7126.5325141879775,4937.600636423372
12062478,1616068337,0x2e9b1763686A1657814991e9395b9d298E9Ec321,3.952160639689835e+18,2.724312477366812e+18,1.16,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,1007514671.0,2.618884646575828e+18,8.062510141604907e+19,919013548.0,300342.0,1799.3797923735003,1.0038225030147545,29.84161663666753,1.0030004623339608,1.002049654269781,1011.3658988673069,4712.368111605761,2405.9833677501765,921.7710135351737,3009.5759726269457,7111.437991271816,4902.072819884831
12067478,1616134098,0x2e9b1763686A1657814991e9395b9d298E9Ec321,3.9674309452721833e+18,2.741207940167307e+18,1.16,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,1008043265.0,2.6189155298079775e+18,8.062510480431812e+19,919418858.0,300443.0,1801.1820792328524,1.0074571053664283,30.1093253491193,1.0010932702629416,0.9972265051236646,1015.5603498410234,4717.14371931474,2427.5675118600557,920.4240312966391,2996.0972287886916,7146.065519218112,4937.414617280154
12072478,1616200568,0x2e9b1763686A1657814991e9395b9d298E9Ec321,3.953682129790164e+18,2.720380835285644e+18,1.16,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,1008126714.0,2.618945393376623e+18,8.062510625269244e+19,919594745.0,300611.0,1811.9445307963904,1.0028273458305992,30.16569358953017,1.0004913221937346,1.0105673847919598,1010.9770368615435,4745.383781983173,2432.112250842033,920.0465623074602,3037.8767210969586,7163.852711580712,4929.179176179138
12077478,1616267131,0x2e9b1763686A1657814991e9395b9d298E9Ec321,3.9541265873032673e+18,2.67024264530544e+18,1.18,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,1008360899.0,2.6189747309775795e+18,8.06251077030903e+19,919756480.0,300793.0,1850.5793130402035,1.0028709264562703,30.506875652459463,1.0038336595782953,1.0063902784354215,1011.2558289824076,4846.620458522141,2459.620135164327,923.2825132392512,3027.151510214257,7317.424863605685,4941.495800199998
12082478,1616334285,0x2e9b1763686A1657814991e9395b9d298E9Ec321,3.9403647343217454e+18,2.77305446100023e+18,1.14,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,1008519303.0,2.618992447160814e+18,8.062510874111533e+19,919846533.0,300967.0,1779.0628138255795,1.0050580183700362,29.389716837562904,1.0046201810667106,1.00594184689356,1013.6204121611102,4659.352072433859,2369.549115899097,924.096390536046,3027.5529983401407,7010.1563717415265,4933.4380722786445
12087478,1616401136,0x2e9b1763686A1657814991e9395b9d298E9Ec321,3.9276800451746376e+18,2.7600130347412736e+18,1.14,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,1008595786.0,2.619006299011325e+18,8.062510976506923e+19,919919942.0,301092.0,1789.1899595136963,1.003337866954235,29.057607624378484,1.0011018021179183,0.9972855889414678,1011.9623445442701,4685.899774094188,2342.7728042258277,920.933511740411,3002.7471254556444,7027.365701008763,4938.187609886014
12092478,1616467395,0x2e9b1763686A1657814991e9395b9d298E9Ec321,3.927393333619574e+18,2.8949242981526697e+18,1.09,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,1008674210.0,2.6190165094901786e+18,8.062511948799617e+19,919995110.0,301123.0,1692.8674716985693,0.9971688260759138,27.83836983976691,0.9988673671092956,0.9938588410847096,1005.8184778787498,4433.64785675745,2244.471894682236,918.9530932791267,2992.73755803951,6648.556423050383,4900.723177372465
12097478,1616534011,0x2e9b1763686A1657814991e9395b9d298E9Ec321,3.9140518944215895e+18,2.9422741622851707e+18,1.06,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,1008754828.0,2.6190302262027356e+18,8.062512044145826e+19,920070603.0,301148.0,1666.7898976797558,0.9997613730038848,26.87945231265812,0.997876139008523,0.9886465578384022,1008.5141118655777,4365.373122752645,2167.159080108495,918.1165009368835,2977.2893359991913,6523.9021566162155,4904.152849901088
12102478,1616601085,0x2e9b1763686A1657814991e9395b9d298E9Ec321,3.9140706025007524e+18,2.8698726729153925e+18,1.09,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,1008874587.0,2.6190488446074516e+18,8.062512484715336e+19,920201941.0,301173.0,1721.1135508504915,1.00159237518199,27.381478183132536,0.998910738289284,0.9958233259123128,1010.4810938540792,4507.680456793209,2207.635097014667,919.1996002595422,2999.15098534989,6736.559952949593,4939.376746570203
12107478,1616666838,0x2e9b1763686A1657814991e9395b9d298E9Ec321,3.8889106065441833e+18,3.071600073124153e+18,1.01,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,1009059099.0,2.619064708304538e+18,8.062513567693077e+19,920326245.0,301198.0,1597.919236885213,1.0021193961500408,25.552024735828912,1.0008856495013974,0.995636868465314,1011.1976949695842,4185.05388004698,2060.135461146497,921.1413314800071,2998.8383350801564,6214.165068723893,4908.16884486311
12112478,1616733408,0x2e9b1763686A1657814991e9395b9d298E9Ec321,3.9002955671691346e+18,3.054892790548829e+18,1.02,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,1009142491.0,2.6190737513621673e+18,8.062513665804765e+19,920400634.0,301222.0,1615.1130153103302,0.9986656261920224,25.504918098298383,0.9992291962533884,0.9982103722273764,1007.7959176914923,4230.100103882688,2056.33750712762,919.6911857429291,3006.8292474307477,6299.418134092056,4933.997106393109
12117478,1616799205,0x2e9b1763686A1657814991e9395b9d298E9Ec321,3.9288069914306555e+18,2.9348378428176876e+18,1.07,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,1009224483.0,2.6190838936312873e+18,8.062514047901413e+19,920494424.0,301247.0,1684.5455342531766,1.0018216507014313,27.23197241658849,0.9989566837063324,0.9981964401739052,1011.0629374873585,4411.966076851007,2195.581601608085,919.5340571692107,3007.036830130684,6618.254272357169,4943.867981875762
12122478,1616866398,0x2e9b1763686A1657814991e9395b9d298E9Ec321,3.8883473411498993e+18,2.892512136532274e+18,1.08,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,1009325107.0,2.619093266767446e+18,8.062514409736143e+19,920598973.0,301272.0,1705.731396952329,1.0050434685901124,26.732095353797945,1.0003722116847056,1.0002708794298611,1014.4156064743663,4467.469616671674,2155.2790399243654,920.9416306946786,3013.536083875931,6632.476142055492,4933.8487673487625
12127478,1616932764,0x2e9b1763686A1657814991e9395b9d298E9Ec321,3.901721595945255e+18,2.9011127966883615e+18,1.08,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,1009543093.0,2.6190996818272236e+18,8.062514513766393e+19,920832095.0,301298.0,1697.0959009142125,0.9984050928409566,26.9482935694835,0.9989374601090004,1.009065187148264,1007.9329654936115,4444.863334114699,2172.710080251983,919.8536741661497,3040.2932275739768,6621.5957269871515,4923.466635349585
12132478,1616998803,0x2e9b1763686A1657814991e9395b9d298E9Ec321,3.8888713792498504e+18,2.9255021449793946e+18,1.06,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,1009628754.0,2.619105937917102e+18,8.062514621496446e+19,920986172.0,301325.0,1693.003416175162,1.0008160178714014,26.79707954064705,1.000670636473873,0.9923724568043756,1010.4526291067447,4434.1553002183055,2160.5184560987013,921.603818918876,2990.2663054657846,6583.872530135811,4952.885125477879
12137478,1617065016,0x2e9b1763686A1657814991e9395b9d298E9Ec321,3.8736505598938066e+18,2.725559142441651e+18,1.14,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,1009732579.0,2.619111561992323e+18,8.062514733677434e+19,921109685.0,301417.0,1810.662290574832,0.9991420367253712,28.214140514893145,1.000444810512678,0.9965544760665084,1008.8662655300217,4742.326540108046,2274.769235993714,921.5194042712175,3003.7846051253878,7013.8729956638,4935.067159950575
12142478,1617132197,0x2e9b1763686A1657814991e9395b9d298E9Ec321,3.860744595072001e+18,2.687887418476039e+18,1.15,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,1009926391.0,2.619117213433677e+18,8.062515341816549e+19,921262129.0,301523.0,1861.347739829666,1.0000009833520334,28.09295121200424,0.9984685408028264,1.0099491141904655,1009.9273841131701,4875.087905573747,2264.99850143688,919.8512536395352,3045.2288675805175,7186.188226096868,5003.0931712969705
12147478,1617198578,0x2e9b1763686A1657814991e9395b9d298E9Ec321,3.8356675031439365e+18,2.7105411669554724e+18,1.13,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,1010458546.0,2.6191244746153866e+18,8.062515449374053e+19,921463306.0,301630.0,1829.951016763001,1.0014931607597075,27.342418980112445,1.0010512708794592,1.0196157657011802,1011.9673230501983,4792.869495351288,2204.4867545041493,922.4320135400881,3075.46703408447,7019.083647343048,4960.157564448137
12152478,1617264978,0x2e9b1763686A1657814991e9395b9d298E9Ec321,3.8882790696467927e+18,2.569109450036283e+18,1.21,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,1010961178.0,2.619132530767613e+18,8.062516503664751e+19,921704145.0,301676.0,1930.884336689368,0.9999202133181638,30.316052941059027,1.0008012341752728,0.995530329191353,1010.8805167621422,5057.241979372768,2444.2367716326276,922.4426458604646,3003.2760758913064,7507.8171522581,4960.653196315695
12157478,1617330918,0x2e9b1763686A1657814991e9395b9d298E9Ec321,3.8374861299769313e+18,2.485161321049272e+18,1.24,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,1011528915.0,2.6191388818386386e+18,8.062517775523134e+19,921811631.0,301696.0,1990.482574603993,0.9999880759382792,30.314875418101185,1.002037223359701,0.9943588142661846,1011.5168534667852,5213.350304767597,2444.142219212101,923.6895671879173,2999.940768288508,7638.449272003595,4946.670304628415
12162478,1617397840,0x2e9b1763686A1657814991e9395b9d298E9Ec321,3.8238254389265106e+18,2.370439018548416e+18,1.29,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,1011962393.0,2.6191473758611937e+18,8.062517897384523e+19,922033210.0,301718.0,2088.7079614363065,0.9984038290759762,31.37483783977244,0.9985711052852564,1.0114665711288875,1010.3471280520879,5470.633976136285,2529.6019161070244,920.715721619413,3051.7767090786565,7986.8546374284815,4951.154850141341
12167478,1617464552,0x2e9b1763686A1657814991e9395b9d298E9Ec321,3.8390146101112223e+18,2.3717358240052803e+18,1.3,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,1012436777.0,2.619155619936058e+18,8.06251801882143e+19,922394950.0,301742.0,2096.9539675872525,0.9998115651702846,31.09439211629368,0.9972620005199172,0.9969293534513438,1012.2459986483284,5492.248768953366,2506.990967219168,919.869433106469,3008.154569691154,8050.2369182981565,4973.4208462166935
12172478,1617531052,0x2e9b1763686A1657814991e9395b9d298E9Ec321,3.826126507500119e+18,2.410762052853752e+18,1.27,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,1012885168.0,2.6191674704397204e+18,8.062518333052166e+19,922972170.0,301783.0,2050.933261540119,1.0009170388547743,30.596013028801085,1.0009325666056117,0.9909093297542706,1013.8140230544807,5371.73768266872,2466.809159630117,923.8329030236509,2990.3959026123302,7847.130117092324,4944.312079856498
12177478,1617596120,0x2e9b1763686A1657814991e9395b9d298E9Ec321,3.8136995412057994e+18,2.436984243193904e+18,1.25,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,1013320200.0,2.619178885527075e+18,8.062518642355385e+19,923425691.0,301831.0,2036.6398969241409,0.9993818184641136,30.207273040324505,0.9982906226207712,0.9956319498962234,1012.6937841624192,5334.324215445748,2435.4670202233556,921.8472080124059,3005.12587069127,7767.132640501023,4963.259337864188
12182478,1617662836,0x2e9b1763686A1657814991e9395b9d298E9Ec321,3.850832019439711e+18,2.346318864979451e+18,1.31,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,1013623580.0,2.61919062580899e+18,8.062518734160573e+19,923785317.0,302012.0,2110.668857376295,1.0012381500073189,32.372102573815845,1.0008183679862577,1.0048185159530134,1014.8785980429955,5528.2440854269635,2610.00683465558,924.5413133296076,3034.6724964000146,8127.831218418865,4952.302157786623
12187478,1617729590,0x2e9b1763686A1657814991e9395b9d298E9Ec321,3.9075941130679685e+18,2.3617298214201093e+18,1.32,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,1013830769.0,2.619203564583317e+18,8.062518787240142e+19,924036343.0,302286.0,2101.486456405448,0.9996267132552962,33.4646688157166,1.0008860858961337,1.00257538096044,1013.4523194125594,5504.220817540712,2698.0952103548443,924.8551185710472,3030.645016090076,8211.756105741993,4963.143233403216
12192478,1617796107,0x2e9b1763686A1657814991e9395b9d298E9Ec321,3.894706657846518e+18,2.520806677957823e+18,1.24,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,1014025880.0,2.6192164519467433e+18,8.06251884821435e+19,924358259.0,302468.0,2014.4022530583773,0.9975654415672468,31.374925076895536,0.9983058938774234,0.9980617129465426,1011.5571747428161,5276.155522049089,2529.609247937833,922.7922980139739,3018.817301915148,7845.505866567488,5077.918651602842
12197478,1617862227,0x2e9b1763686A1657814991e9395b9d298E9Ec321,3.90681530420457e+18,2.467343180786951e+18,1.27,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,1014156116.0,2.619231013145087e+18,8.062518909537847e+19,924529955.0,302618.0,2009.4075476695828,1.0012491617934085,32.1216447142094,1.000392244138928,0.9938173386164358,1015.4229610726587,5263.1025669039855,2589.8136791376974,924.892596456112,3007.470153774286,7850.3841596197,4957.898010164376
12202478,1617928623,0x2e9b1763686A1657814991e9395b9d298E9Ec321,3.893330647611974e+18,2.380755781973174e+18,1.31,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,1014247961.0,2.6192462077614126e+18,8.062518972720466e+19,924796569.0,302656.0,2092.7429290658865,1.0014295388594137,33.18767314516496,1.0009460215405448,1.0002765476519102,1015.6978678733306,5481.4089807753335,2675.7624439333795,925.6714464748959,3027.3969880613654,8147.740183305467,4982.309828557085
12207478,1617995552,0x2e9b1763686A1657814991e9395b9d298E9Ec321,3.854660583446095e+18,2.3902275135454167e+18,1.29,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,1014362502.0,2.619262536474644e+18,8.062519051736264e+19,924989374.0,302726.0,2073.994462754616,1.0012351006737534,31.601963477475003,1.0001137687733668,0.99682752239983,1015.6153418096503,5432.335997149022,2547.9143260941582,925.0946089064573,3017.6560854601094,7994.544705865678,4957.318627816929
12212478,1618062029,0x2e9b1763686A1657814991e9395b9d298E9Ec321,3.8249540039125617e+18,2.9300771911521075e+18,1.05,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,2335960941.0,2.619275918726201e+18,8.06251961249902e+19,925345147.0,302795.0,2144.471627590529,0.9994615515576376,32.15324451680337,0.9996175636315768,1.0026543766564249,2334.703146469899,5616.962892539454,2592.361645222037,924.9912613624433,3035.9873197968213,8202.50533822928,6283.467403075846
12217478,1618128886,0x2e9b1763686A1657814991e9395b9d298E9Ec321,3.8496285671866604e+18,2.954134645132063e+18,1.04,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,2336707701.0,2.619288027729097e+18,8.062519787228442e+19,925814706.0,302888.0,2137.992741187869,0.999538184674382,32.406978315364846,1.0020195238802507,0.9956021880200138,2335.6285735721885,5600.018790365099,2612.819039119121,927.6844109074543,3015.5595552500595,8230.477932914537,6315.918427783952
12222478,1618193620,0x2e9b1763686A1657814991e9395b9d298E9Ec321,3.8802567935591654e+18,2.925947118990329e+18,1.06,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,2337432310.0,2.619298002344858e+18,8.062519893235699e+19,926179209.0,302912.0,2141.4363699848896,0.9999993970678576,33.69163390992086,1.000268948210787,1.0008799626313072,2337.43090068693,5609.060006050046,2716.394686343514,926.4283032411287,3031.785512405745,8309.323022608547,6265.729577258396
12227478,1618260007,0x2e9b1763686A1657814991e9395b9d298E9Ec321,3.8536612489354214e+18,2.9465191329998536e+18,1.05,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,2338106427.0,2.619308917376593e+18,8.062520589113406e+19,926443347.0,302937.0,2140.520222146427,1.0005134750081983,33.195289996957115,1.0012356178467263,0.9937417590905075,2339.3069862167727,5606.683705693062,2676.3770906205705,927.5880769335341,3010.4114727360106,8248.839832648326,6307.083789127544
12232478,1618326805,0x2e9b1763686A1657814991e9395b9d298E9Ec321,3.836784428094554e+18,2.8038050910288466e+18,1.1,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,2338844430.0,2.619318924743752e+18,8.062520712436992e+19,926716724.0,303010.0,2249.054044424849,1.0004791377335418,34.170062281624126,0.9994322478705644,1.0040314141682154,2339.965058619297,5890.989821333483,2754.9683489085655,926.1905786065654,3042.3155880711092,8629.135535592339,6305.90917975741
