block,timestamp,user,totalCollateral,totalDebt,healthFactor,tokenAddress,UNI_debt,DAI_collateral,WETH_USD_price,UNI_USD_price,DAI_USD_price,UNI_debt (in USD),DAI_collateral (in USD),totalCollateral (in USD),totalDebt (in USD)
11443068,1607841742,0x4cBA0E5365B79bDDb9681bA81B279742675d3f6a,3.5087535646691434e+19,1.8256969666187045e+19,1.54,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,3.3005458124477254e+21,1.9958778309509426e+22,732.0868622834124,5.13531924466076,1.0026058594748208,16949.35642854729,20010.78808107311,25687.123876843718,13365.687637722313
11448068,1607908697,0x4cBA0E5365B79bDDb9681bA81B279742675d3f6a,3.4173273369071886e+19,1.8546844628074807e+19,1.47,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,3.3006199870876366e+21,1.9961018308487373e+22,732.0868622834124,5.13531924466076,1.0026058594748208,16949.73733900309,20013.033917173616,25017.804474717133,13577.901289025249
11453068,1607974799,0x4cBA0E5365B79bDDb9681bA81B279742675d3f6a,3.4388283924807897e+19,1.8598226705659847e+19,1.48,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,3.300704207635772e+21,1.9963958899370566e+22,732.0868622834124,5.13531924466076,1.0026058594748208,16950.169838404727,20015.982170823423,25175.21087782372,13615.517432982084
11458068,1608040757,0x4cBA0E5365B79bDDb9681bA81B279742675d3f6a,3.4205470298125296e+19,1.9014508754443133e+19,1.44,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,3.300843178848693e+21,1.9966905774930494e+22,732.0868622834124,5.13531924466076,1.0026058594748208,16950.88349994889,20018.93672552695,25041.37542348301,13920.272051900749
11463068,1608107795,0x4cBA0E5365B79bDDb9681bA81B279742675d3f6a,3.4199130957917864e+19,1.8683572163458773e+19,1.46,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,3.300984227788511e+21,1.997107321484023e+22,732.0868622834124,5.13531924466076,1.0026058594748208,16951.60783128398,20023.11502519946,25036.734475801604,13677.997721392241
11468068,1608173816,0x4cBA0E5365B79bDDb9681bA81B279742675d3f6a,3.106204314073205e+19,1.837696422371751e+19,1.35,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,3.3010532747982353e+21,1.997557727861921e+22,732.0868622834124,5.13531924466076,1.0026058594748208,16951.9624097218,20027.630825935717,22740.11369901052,13453.534076835876
11473068,1608240257,0x4cBA0E5365B79bDDb9681bA81B279742675d3f6a,3.137877849826866e+19,1.9285811780169253e+19,1.3,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,3.301093149653669e+21,1.9980344864334424e+22,732.0868622834124,5.13531924466076,1.0026058594748208,16952.16717983429,20032.410835309336,22971.99149308371,14118.889432732582
11478068,1608306420,0x4cBA0E5365B79bDDb9681bA81B279742675d3f6a,3.148419035147013e+19,1.8948493574407344e+19,1.33,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,3.301131232910287e+21,1.998531213002966e+22,732.0868622834124,5.13531924466076,1.0026058594748208,16952.362749514898,20037.39104500095,23049.162125941453,13871.943205885274
11483068,1608372989,0x4cBA0E5365B79bDDb9681bA81B279742675d3f6a,3.0769877047018074e+19,1.9195807279783895e+19,1.28,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,3.001168995852463e+21,1.9987606237023608e+22,732.0868622834124,5.13531924466076,1.0026058594748208,15411.960900880362,20039.69113011534,22526.222740197853,14052.998320454079
11488068,1608438883,0x4cBA0E5365B79bDDb9681bA81B279742675d3f6a,3.0905413315181703e+19,1.802078331369488e+19,1.37,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,3.001202951933648e+21,1.9990989285269623e+22,732.0868622834124,5.13531924466076,1.0026058594748208,15412.135276197547,20043.082994109685,22625.44706148337,13192.778712012161
11493068,1608504984,0x4cBA0E5365B79bDDb9681bA81B279742675d3f6a,3.144381449023524e+19,1.7668277420978164e+19,1.42,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,3.0012361084964443e+21,1.999531681887183e+22,732.0868622834124,5.13531924466076,1.0026058594748208,15412.305545732559,20047.42180465633,23019.603488378016,12934.713779076767
11498068,1608570934,0x4cBA0E5365B79bDDb9681bA81B279742675d3f6a,3.281903264684901e+19,1.7381186343105343e+19,1.51,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,3.0012684513741006e+21,1.999891897166799e+22,732.0868622834124,5.13531924466076,1.0026058594748208,15412.471636734615,20051.033344156487,24026.382633608566,12724.538172687291
11503068,1608637249,0x4cBA0E5365B79bDDb9681bA81B279742675d3f6a,3.301003309917279e+19,1.706240276249741e+19,1.55,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,3.001302099314469e+21,2.0001589657137414e+22,732.0868622834124,5.13531924466076,1.0026058594748208,15412.644429650334,20053.710989056945,24166.211555444996,12491.160901412557
11508068,1608703540,0x4cBA0E5365B79bDDb9681bA81B279742675d3f6a,3.2648104888700817e+19,1.7752357676038816e+19,1.47,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,3.0013363926845117e+21,2.000496203158448e+22,732.0868622834124,5.13531924466076,1.0026058594748208,15412.820537053478,20057.092151437915,23901.248667468717,12996.267829184108
11513068,1608769732,0x4cBA0E5365B79bDDb9681bA81B279742675d3f6a,3.465999182048018e+19,1.7070082628887499e+19,1.62,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,3.001412227480971e+21,2.000726593027951e+22,732.0868622834124,5.13531924466076,1.0026058594748208,15413.20997294315,20059.40205376919,25374.124658624074,12496.783230700832
11518068,1608836242,0x4cBA0E5365B79bDDb9681bA81B279742675d3f6a,3.380949675650719e+19,1.7458711263279053e+19,1.55,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,3.0015081676408273e+21,2.0009666184564066e+22,732.0868622834124,5.13531924466076,1.0026058594748208,15413.702656292395,20061.808562779115,24751.488395852557,12781.293148246034
11523068,1608902960,0x4cBA0E5365B79bDDb9681bA81B279742675d3f6a,3.1921150660283224e+19,1.7109170234765365e+19,1.49,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,3.0016086523478147e+21,2.001262650137437e+22,732.0868622834124,5.13531924466076,1.0026058594748208,15414.218677341982,20064.776593759027,23369.055027362825,12525.39875344213
11528068,1608969381,0x4cBA0E5365B79bDDb9681bA81B279742675d3f6a,3.22167327624819e+19,1.6839673095185588e+19,1.53,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,3.0017240677529425e+21,2.001654563683498e+22,732.0868622834124,5.13531924466076,1.0026058594748208,15414.811372293065,20068.705941935907,23585.446801108592,12328.103438132817
11533068,1609035185,0x4cBA0E5365B79bDDb9681bA81B279742675d3f6a,3.117451709637469e+19,1.614677723755227e+19,1.54,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,3.001845428377411e+21,2.001973334519916e+22,732.0868622834124,5.13531924466076,1.0026058594748208,15415.434597843441,20071.90195702013,22822.45440428554,11820.843483828865
11538068,1609101625,0x4cBA0E5365B79bDDb9681bA81B279742675d3f6a,2.88200212128513e+19,1.5801136678706848e+19,1.46,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,3.001964274229081e+21,2.002336652301975e+22,732.0868622834124,5.13531924466076,1.0026058594748208,15416.044909232669,20075.544602391572,21098.758900657693,11567.804571625837
11543068,1609166843,0x4cBA0E5365B79bDDb9681bA81B279742675d3f6a,2.7587309576226263e+19,1.5475830247270906e+19,1.43,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,3.002100437698102e+21,2.0027076474494398e+22,732.0868622834124,5.13531924466076,1.0026058594748208,15416.744152115556,20079.26422147842,20196.30690650062,11329.652006955284
11548068,1609233628,0x4cBA0E5365B79bDDb9681bA81B279742675d3f6a,2.830905651624208e+19,1.5161363491306328e+19,1.49,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,3.0022499585199193e+21,2.0029556234525545e+22,732.0868622834124,5.13531924466076,1.0026058594748208,15417.511989269311,20081.75044341574,20724.688359179454,11099.435026288733
11553068,1609301128,0x4cBA0E5365B79bDDb9681bA81B279742675d3f6a,2.7399813648006124e+19,1.546548420626089e+19,1.42,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,3.0023885120974147e+21,2.003130485079626e+22,732.0868622834124,5.13531924466076,1.0026058594748208,15418.223506122238,20083.503616334732,20059.043600719022,11322.077806255205
11558068,1609366443,0x4cBA0E5365B79bDDb9681bA81B279742675d3f6a,4.246922366530212e+19,2.7563695136542482e+19,1.23,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,5.002484970489854e+21,3.1705987699593166e+22,732.0868622834124,5.13531924466076,1.0026058594748208,25689.35734008276,31788.609048048704,31091.16069674347,20179.01908544794
11563068,1609432764,0x4cBA0E5365B79bDDb9681bA81B279742675d3f6a,4.62485600027571e+19,3.343313771393487e+19,1.11,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,5.002608838561469e+21,3.3881721220737607e+22,732.0868622834124,5.13531924466076,1.0026058594748208,25689.993442174724,33970.012225003906,33857.963177544574,24475.9608852838
11568068,1609499653,0x4cBA0E5365B79bDDb9681bA81B279742675d3f6a,5.99512680436103e+19,3.445660348106478e+19,1.39,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,5.002746797736337e+21,4.383529697534126e+22,739.3505032194572,5.042110822864132,1.0056349402531504,25224.40377291526,44082.30625477641,44325.00019668784,25475.50712295855
11573068,1609564939,0x4cBA0E5365B79bDDb9681bA81B279742675d3f6a,6.005888487746477e+19,3.3155780543700435e+19,1.45,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,5.002901447353772e+21,4.384691657245643e+22,731.9162284887948,4.796235460215407,1.0047428175872055,23995.093325761147,44054.874499521015,43958.072506756725,24267.253848147386
11578068,1609630799,0x4cBA0E5365B79bDDb9681bA81B279742675d3f6a,5.674093560557039e+19,3.1319247357456196e+19,1.45,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,5.003074456397807e+21,4.385973964223659e+22,771.3861430460887,4.841074971609627,1.0004891683546655,24220.258531966865,43881.19443891344,43769.17146960743,24159.23342217454
11583068,1609697501,0x4cBA0E5365B79bDDb9681bA81B279742675d3f6a,4.678075318117459e+19,2.74675873744788e+19,1.36,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,5.003203366876495e+21,4.386790847826798e+22,947.8768464764084,5.172619885586102,1.008591898792775,25879.6692271367,44244.81710816398,44342.39280116298,26035.890100836175
11588068,1609764510,0x4cBA0E5365B79bDDb9681bA81B279742675d3f6a,4.359767868184146e+19,2.7097663449706996e+19,1.29,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,5.003371913178678e+21,4.38767917030483e+22,1021.8886413131256,5.401698730836295,1.0032681296835435,27026.707713319232,44020.18674843169,44551.97263259319,27690.794485381426
11593068,1609830584,0x4cBA0E5365B79bDDb9681bA81B279742675d3f6a,4.32815117353761e+19,2.6489776975731036e+19,1.31,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,5.003529896731216e+21,4.388313528308125e+22,1011.7977850233772,5.420355752744038,1.0041065036124392,27120.912059773826,44063.34153664639,43792.13770631684,26802.29766980792
11598068,1609896321,0x4cBA0E5365B79bDDb9681bA81B279742675d3f6a,4.057065527017069e+19,2.884006093977455e+19,1.13,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,5.003645251191122e+21,4.388735010273329e+22,1076.2753745282632,6.189373681089754,1.0008125931974816,30969.430227232064,43923.01266488226,43665.19719576002,31039.847389373786
11603068,1609962798,0x4cBA0E5365B79bDDb9681bA81B279742675d3f6a,3.92874241898357e+19,2.4054073420456534e+19,1.31,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,4.5045080332250435e+21,4.6584661029511334e+22,1202.297952839687,6.2870239389297815,0.9968836069085942,28319.94983798736,46439.48491371349,47235.189675783855,28920.163230870417
11608068,1610029293,0x4cBA0E5365B79bDDb9681bA81B279742675d3f6a,3.825969697562959e+19,2.3658041748248175e+19,1.29,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,4.504577512405927e+21,4.659257813787779e+22,1217.953181163067,6.33105820137792,1.0064683814969342,28518.742403660097,46893.9567081993,46598.51964180303,28814.387207367512
11613068,1610095924,0x4cBA0E5365B79bDDb9681bA81B279742675d3f6a,3.913108771076968e+19,2.27583762366469e+19,1.38,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,4.5046466027421507e+21,4.660125832705466e+22,1193.724090554448,6.085765902456156,1.0026448103847088,27414.224697583148,46724.50981901855,46711.722089944866,27167.22197558728
11618068,1610161419,0x4cBA0E5365B79bDDb9681bA81B279742675d3f6a,3.916740451675387e+19,2.193795219190446e+19,1.43,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,4.50471285708167e+21,4.661730271070065e+22,1215.5071966477408,5.999960054627101,1.0000800530053395,27028.09720005514,46621.03456588346,47608.26206412756,26665.73876897395
11623068,1610228373,0x4cBA0E5365B79bDDb9681bA81B279742675d3f6a,3.660034303847713e+19,2.23036745162058e+19,1.31,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,4.5047801440484474e+21,4.662462982419677e+22,1287.9584805158402,6.345207500904282,1.0025722494170572,28583.764759940877,46744.56000108257,47139.72220619552,28726.206739812293
11628068,1610294185,0x4cBA0E5365B79bDDb9681bA81B279742675d3f6a,3.5610693640739086e+19,2.0857429964676977e+19,1.37,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,4.5048443609429637e+21,4.6632133591003795e+22,1303.5429764933392,6.124215288185972,1.0021906744155833,27588.63670618526,46734.289413005674,46420.06958344146,27188.55633815639
11633068,1610361155,0x4cBA0E5365B79bDDb9681bA81B279742675d3f6a,4.131050195741027e+19,2.2161900429437743e+19,1.49,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,4.5049049857820606e+21,4.6637222286105485e+22,1135.6035488977802,5.579401769047005,1.0096551503311348,25134.674847061102,47087.511678304385,46912.352629583795,25167.13277798874
11638068,1610427074,0x4cBA0E5365B79bDDb9681bA81B279742675d3f6a,4.27591483218313e+19,2.185815901431701e+19,1.56,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,4.5049544696781157e+21,4.6641584197863775e+22,1086.5545382370624,5.355062566641455,1.003417699508619,24124.313044997387,46800.991117258025,46460.146660237464,23750.0818745135
11643068,1610492599,0x4cBA0E5365B79bDDb9681bA81B279742675d3f6a,4.398214580292375e+19,2.390735140481419e+19,1.47,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,4.504989189096805e+21,4.624635815449871e+22,1028.811690061534,5.537496767786355,1.0031953167712255,24946.36307353603,46394.129918317885,45249.34575603879,24596.162603681874
11648068,1610559467,0x4cBA0E5365B79bDDb9681bA81B279742675d3f6a,3.855612353864483e+19,2.5827413006627664e+19,1.19,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,4.505018761039979e+21,4.1425670706619165e+22,1068.3949468116527,6.188126180331229,1.002661858723796,27877.624538074848,41535.939989578685,41193.16755733395,27593.87754549855
11653068,1610625350,0x4cBA0E5365B79bDDb9681bA81B279742675d3f6a,3.5714191851379356e+19,2.5858866550271525e+19,1.1,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,4.505028997586862e+21,4.144172510211138e+22,1166.234392090537,6.707554086382695,1.0058129945861238,30217.72566203629,41682.625625769586,41651.11882279821,30157.499511406237
11658068,1610692396,0x4cBA0E5365B79bDDb9681bA81B279742675d3f6a,3.9078541119871975e+19,2.6132597314181108e+19,1.2,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,4.5050376627878384e+21,4.645569845147508e+22,1188.8956158975093,6.800284786292526,1.0004042708979022,30635.539079930975,46474.47913840073,46460.30621308634,31068.930378844947
11663068,1610757873,0x4cBA0E5365B79bDDb9681bA81B279742675d3f6a,3.936995796726345e+19,2.795381733430425e+19,1.13,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,4.505047087775022e+21,4.646243603685602e+22,1173.7226782026696,7.462707365683231,1.0025799624882514,33619.84808468845,46582.30737894389,46209.41250606298,32810.02934760779
11668068,1610824649,0x4cBA0E5365B79bDDb9681bA81B279742675d3f6a,2.808783520817937e+19,2.0433631164249563e+19,1.1,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,3.0000045580867805e+21,3.466600647188357e+22,1235.7191377300398,8.29425432182416,0.9967281374440784,24882.80077140346,34552.58406334488,34708.67550415487,25250.22908298014
11673068,1610891256,0x4cBA0E5365B79bDDb9681bA81B279742675d3f6a,2.863912177427652e+19,2.07780958631729e+19,1.1,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,3.000013829449606e+21,3.4672590515563353e+22,1222.553624017415,8.319229579321858,1.000494209263415,24957.803788331807,34689.72603098274,35012.86211381782,25402.336397703282
11678068,1610957039,0x4cBA0E5365B79bDDb9681bA81B279742675d3f6a,2.8434612662984e+19,2.2387677931386917e+19,1.02,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,3.00002381803718e+21,3.468000432670904e+22,1216.886789833428,9.318787191329294,1.0001951018487254,27956.58352920768,34686.77045966698,34601.70452361554,27243.26952975011
11683068,1611023936,0x4cBA0E5365B79bDDb9681bA81B279742675d3f6a,1.519414527142279e+19,1.0533163673748777e+19,1.15,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,1.5000168883684316e+21,2.0037111267546485e+22,1318.020444403662,9.287995830201773,1.0014568804314747,13932.150604398232,20066.30294285546,20026.194102974463,13882.925066250873
11688068,1611090071,0x4cBA0E5365B79bDDb9681bA81B279742675d3f6a,1.4575464273299755e+19,9.516895905653996e+18,1.23,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,1.5000229878593117e+21,2.0040784293099364e+22,1365.9042455189667,8.955604357647278,1.0016724638865715,13433.612406643942,20074.301781088143,19908.688531310156,12999.168521694864
11693068,1611156159,0x4cBA0E5365B79bDDb9681bA81B279742675d3f6a,1.5394255036890796e+19,9.365929522179537e+18,1.31,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,1.500029542480857e+21,2.0044202779298964e+22,1300.6029969875372,8.23942851938722,1.0003169817279798,12359.386192240137,20050.556425331924,20021.814237370658,12181.356006120757
11698068,1611222648,0x4cBA0E5365B79bDDb9681bA81B279742675d3f6a,1.5938881227534088e+19,9.340028741842889e+18,1.37,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,1.5000375240616656e+21,2.0048894256032627e+22,1249.528427578815,7.975071560175887,1.001509059454602,11962.906597340841,20079.14922946401,19916.08519760616,11670.631427335882
11703068,1611288503,0x4cBA0E5365B79bDDb9681bA81B279742675d3f6a,1.7304821690143556e+19,1.040462717641962e+19,1.33,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,1.5000514569830463e+21,2.0054246303602185e+22,1135.7358312418503,8.210846580165684,1.0054566201686308,12316.692375641798,20163.674708449107,19653.706046747193,11816.907894972484
11708068,1611355098,0x4cBA0E5365B79bDDb9681bA81B279742675d3f6a,1.6002780596661916e+19,1.0573952660508172e+19,1.21,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,1.5000641848152826e+21,2.005804284488621e+22,1254.6752696258927,8.678336057096335,1.0027863513081448,13018.061103041286,20113.931598805884,20078.29305988079,13266.876905334517
11713068,1611421596,0x4cBA0E5365B79bDDb9681bA81B279742675d3f6a,1.6013576851332506e+19,1.1105075063504275e+19,1.15,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,1.5000776622349067e+21,2.0063461506577835e+22,1246.354236022116,9.14111595889774,0.999129033155933,13712.383857841522,20045.98689682839,19958.589342523966,13840.857346742123
11718068,1611488023,0x4cBA0E5365B79bDDb9681bA81B279742675d3f6a,1.1312665920947298e+19,7.888225482761392e+18,1.15,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,1.0000066363928623e+21,1.5146112081371156e+22,1346.9308904408454,10.612907058478717,1.0002641674883663,10612.97748989937,15150.113191758208,15237.37918216135,10624.89457349397
11723068,1611554208,0x4cBA0E5365B79bDDb9681bA81B279742675d3f6a,6.369100823497659e+18,4.588746782178883e+18,1.11,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,5.25009584419217e+20,9.073908378153567e+21,1443.8744114343212,12.485337113790466,0.9990985544902938,6554.921649444959,9065.728744190597,9196.181702893535,6625.57405933967
11728068,1611620323,0x4cBA0E5365B79bDDb9681bA81B279742675d3f6a,6.808846214880276e+18,4.507264312639923e+18,1.21,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,5.250162170705582e+20,9.076159834453e+21,1346.1234159103394,11.81245471958265,1.0017888532991208,6201.7302911925435,9092.395752916209,9165.547325182823,6067.334032941621
11733068,1611686754,0x4cBA0E5365B79bDDb9681bA81B279742675d3f6a,6.826510792075026e+18,5.281359236035151e+18,1.03,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,5.250235711382078e+20,9.077439798567278e+21,1329.8869848743889,13.352805872521454,1.0004611427483094,7010.537823906447,9081.625794103604,9078.487854485133,7023.6109104492925
11738068,1611753578,0x4cBA0E5365B79bDDb9681bA81B279742675d3f6a,4.283826430455358e+18,3.0703034783223987e+18,1.12,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,2.756414036359852e+20,5.453594279427211e+21,1270.2994883692309,13.976788855275288,0.9993254760923412,3852.581698391875,5449.915699703067,5441.7425228700295,3900.2049376512127
11743068,1611820325,0x4cBA0E5365B79bDDb9681bA81B279742675d3f6a,4.232662355113156e+18,3.103359633575828e+18,1.09,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,2.7564786016642564e+20,5.454319881196685e+21,1287.5822604257849,14.425670571879206,0.9977309291686216,3976.4052246042806,5441.943643049254,5449.900962815724,3995.8308119137
11748068,1611886668,0x4cBA0E5365B79bDDb9681bA81B279742675d3f6a,4.047892511510125e+18,3.0051466479202304e+18,1.08,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,2.756525479082056e+20,5.455046205176327e+21,1345.696022933147,14.686739359940177,0.9976048896400502,4048.437125031239,5441.980767496305,5447.2328540000435,4044.013892437132
11753068,1611953708,0x4cBA0E5365B79bDDb9681bA81B279742675d3f6a,4.0295098466499743e+18,3.0124889955845417e+18,1.07,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,2.7565712746470585e+20,5.455677220971163e+21,1354.2502945340138,14.943081179962729,0.9936067549653036,4119.166833540433,5420.797739667283,5456.964896653437,4079.664109550841
11758068,1612020092,0x4cBA0E5365B79bDDb9681bA81B279742675d3f6a,3.9845274635753984e+18,3.425678793467411e+18,0.93,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,2.7566165879157034e+20,5.456759119206822e+21,1364.99578027604,16.56578920813743,0.9969621251121036,4566.5529323066585,5440.182167709284,5438.863174174412,4676.037097664132
11763068,1612086711,0x4cBA0E5365B79bDDb9681bA81B279742675d3f6a,4.049873427133118e+18,3.9293529745391375e+18,0.82,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,2.7566641144539526e+20,5.45804884147078e+21,1341.2603250547625,18.86681533057132,0.995613938489432,5200.947277581565,5434.109503524404,5431.934549307211,5270.285247885261
11768068,1612151804,0x4cBA0E5365B79bDDb9681bA81B279742675d3f6a,2.1744974134770962e+18,1.8525107623975043e+18,0.94,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,1.3783595849956152e+20,2.8596743779275967e+21,1316.7579640749343,17.820406974362275,0.9976097409788074,2456.292876163495,2852.8390154480817,2863.286787056312,2439.308299921442
11773068,1612219025,0x4cBA0E5365B79bDDb9681bA81B279742675d3f6a,2.1166168066362788e+18,2.0225730402563802e+18,0.84,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,1.3783848190695496e+20,2.8601372253411685e+21,1355.9785841705584,19.83030418454555,0.9956522624883584,2733.3790245508953,2847.70209943811,2870.08706069427,2742.565727508388
