block,timestamp,user,totalCollateral,totalDebt,healthFactor,tokenAddress,USDT_debt,WBTC_collateral,WETH_collateral,UNI_collateral,AAVE_collateral,BUSD_debt,DAI_debt,sUSD_debt,TUSD_debt,USDC_debt,GUSD_debt,WETH_USD_price,USDT_USD_price,WBTC_USD_price,UNI_USD_price,AAVE_USD_price,BUSD_USD_price,DAI_USD_price,sUSD_USD_price,TUSD_USD_price,USDC_USD_price,GUSD_USD_price,USDT_debt (in USD),WBTC_collateral (in USD),WETH_collateral (in USD),UNI_collateral (in USD),AAVE_collateral (in USD),BUSD_debt (in USD),DAI_debt (in USD),sUSD_debt (in USD),TUSD_debt (in USD),USDC_debt (in USD),GUSD_debt (in USD),totalCollateral (in USD),totalDebt (in USD)
11573095,1609565346,0x801611b066F7ab67fa1BAdB4c647bF0528A1432C,1.0008580508431864e+19,7.701844843961689e+18,1.07,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,1102336876.0,0.0,1.0008580456089344e+19,0.0,0.0,0.0,1.7359304823199834e+21,0.0,1.2104112286921327e+21,1583890862.0,0.0,731.9162284887948,1.002478846186335,29522.372572150947,4.796235460215407,86.64657260295863,0.9995287533200152,1.0047428175872055,0.9998260335177664,0.9987136573078512,0.9992965588623356,0.9963929202647072,1105.069399561129,0.0,7325.442459947574,0.0,0.0,0.0,1744.1636839416967,0.0,1208.8542250536098,1582.7766880100985,0.0,7325.442498257914,5637.105230598309
11578095,1609631046,0x801611b066F7ab67fa1BAdB4c647bF0528A1432C,1.0008604769071978e+19,7.289254492375399e+18,1.13,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,1103260994.0,0.0,1.00086047278933e+19,0.0,0.0,0.0,1.7369804878112167e+21,0.0,1.2123932520681898e+21,1584068327.0,0.0,776.350660165459,1.0031205093162412,32012.25259663356,4.841074971609627,85.69104959423476,1.0026219550280966,1.0004891683546655,1.0686826769591993,1.0035553309380545,1.0026570969649813,1.0107372386365645,1106.7037302100225,0.0,7770.186887835097,0.0,0.0,0.0,1737.8301636985254,0.0,1216.7037113063564,1588.2773501439947,0.0,7770.186919804191,5659.017537269679
11583095,1609697862,0x801611b066F7ab67fa1BAdB4c647bF0528A1432C,1.000864591306753e+19,6.034715989457382e+18,1.37,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,1103830016.0,0.0,1.0008645873954324e+19,0.0,0.0,0.0,1.737559840684999e+21,0.0,1.2144162190361344e+21,1584248752.0,0.0,947.8768464764084,1.0040534317870051,32687.893995913208,5.172619885586102,91.55938842114078,1.0011073821413363,1.008591898792775,1.0029360705460335,1.0035288165632306,0.998589134579991,0.9941680666145222,1108.3043156743047,0.0,9486.963688502943,0.0,0.0,0.0,1752.488778982555,0.0,1218.7016711045248,1582.0135902191107,0.0,9486.963725577445,5720.167561467622
11588095,1609764963,0x801611b066F7ab67fa1BAdB4c647bF0528A1432C,1.0008697405296243e+19,5.566415798965679e+18,1.48,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,1104533485.0,0.0,1.0008697342844156e+19,0.0,0.0,0.0,1.7381947290784684e+21,0.0,1.2164082118096032e+21,1584429841.0,0.0,1021.8886413131256,1.0047955005063176,31227.17671710121,5.401698730836295,97.00752384382008,0.993287919547744,1.0032681296835435,0.9987427820837614,0.99822672862119,0.995727836038366,0.9833817160944778,1109.8302758865623,0.0,10227.774128993306,0.0,0.0,0.0,1743.8753748683484,0.0,1214.2511899426518,1577.6608969335423,0.0,10227.774192812383,5688.257077788955
11593095,1609830901,0x801611b066F7ab67fa1BAdB4c647bF0528A1432C,1.467504200969402e+19,1.0536407210326921e+19,1.15,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,1105329018.0,0.0,1.467504182657272e+19,0.0,0.0,0.0,1.7385100156797035e+21,0.0,1.2176283233174238e+21,5290981352.0,133303.0,1011.7977850233772,1.000000662210332,30714.816290410483,5.420355752744038,105.45308070878644,1.0027432432478522,1.0041065036124392,0.9824828824291364,0.9976398354063232,1.0008079378614352,0.9993156015207943,1105.3297499602959,0.0,14848.174815251694,0.0,0.0,0.0,1745.6492133393542,0.0,1214.754520060472,5295.2561361584285,1332.1176762952646,14848.175000533418,10660.71347751312
11598095,1609896693,0x801611b066F7ab67fa1BAdB4c647bF0528A1432C,2.1377559732303503e+19,1.5168086384625445e+19,1.12,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,1105500712.0,0.0,1.7508420735899572e+19,6.712814646814272e+20,0.0,0.0,1.73864554060788e+21,0.0,1.2193440637115297e+21,10953429510.0,133309.0,1076.2753745282632,1.004330765112836,33629.87206526431,6.189373681089754,116.47093781079192,1.0022392543136245,1.0008125931974816,0.9793573699607998,1.0065595019955806,1.0000754498191964,1.0025139893355453,1110.2883759157448,0.0,18843.882084928722,4154.811830102607,0.0,0.0,1740.0583521470098,0.0,1227.342353530745,10954.25594427611,1336.441374043322,23008.141107385272,16325.037854489801
11603095,1609963162,0x801611b066F7ab67fa1BAdB4c647bF0528A1432C,2.109318355330291e+19,1.3878760189716128e+19,1.21,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,1106435090.0,0.0,1.7508538466623566e+19,6.712818255435968e+20,0.0,0.0,1.73928424218087e+21,0.0,1.2205968939886342e+21,10961354028.0,133335.0,1202.297952839687,0.9968816563210467,35647.27031816466,6.2870239389297815,112.4057359787142,1.0011785076585955,0.9968836069085942,0.9565629251661136,1.0059706661249614,0.9958184447324834,1.0049692433722075,1102.9848451309265,0.0,21050.479955636427,4220.364906961078,0.0,0.0,1733.8639487845467,0.0,1227.8846705158053,10915.518520325102,1339.9757406503327,25360.29140500784,16686.404964048645
11608095,1610029619,0x801611b066F7ab67fa1BAdB4c647bF0528A1432C,3.322495636590706e+19,2.3646838352321122e+19,1.13,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,10578315897.0,8088501.0,2.7175311313234084e+19,6.712822153993653e+20,0.0,0.0,1.7396141898642432e+21,0.0,1.2225184620439187e+21,10964998122.0,439280.0,1217.953181163067,1.0053753462698074,38516.45010632172,6.33105820137792,123.99922634700351,0.998895038031542,1.0064683814969342,0.9936536537798728,0.9996834847570684,1.0008922456050726,1.0046966331161509,10635.178007897784,3115.4034520143327,33098.256863050134,4249.926775243292,0.0,0.0,1750.8666781017653,0.0,1222.1315163159163,10974.781593383985,4413.431369952627,40466.4412998606,28800.74199565833
11613095,1610096200,0x801611b066F7ab67fa1BAdB4c647bF0528A1432C,3.708095358705057e+19,2.8151438299161068e+19,1.08,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,10581967555.0,8088534.0,3.4465112727541985e+19,0.0,0.0,0.0,1.7400902503568423e+21,0.0,1.224443830898583e+21,10967988328.0,916741.0,1193.724090554448,0.997338566728895,38685.67595224203,6.085765902456156,115.76761050336644,1.0017660641272437,1.0026448103847088,0.9894976480525168,0.9996081726985306,0.9985949286095616,1.0101056032669375,10553.80435447537,3129.1040525269204,41141.835346541586,0.0,0.0,0.0,1744.6924591213165,0.0,1223.9640603765213,10952.577521389663,9260.052208445355,44264.42759759364,33605.0500814657
11618095,1610161825,0x801611b066F7ab67fa1BAdB4c647bF0528A1432C,3.716273659141537e+19,2.8117343695423496e+19,1.08,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,10586865629.0,8088540.0,3.4465284846774854e+19,0.0,0.0,0.0,1.741310003240061e+21,0.0,1.2249286451488298e+21,10973247944.0,916850.0,1215.5071966477408,1.000964629036602,40275.636109397805,5.999960054627101,108.11228636383146,1.003078387755196,1.0000800530053395,0.9885257394740652,0.9997459239515386,0.9993529895833482,0.9977115375053,10597.078026992338,3257.7109369630853,41892.80176576917,0.0,0.0,0.0,1741.4494003390482,0.0,1224.6174201190233,10966.14813827573,9147.518231617343,45171.57377398971,34176.833612405244
11623095,1610228648,0x801611b066F7ab67fa1BAdB4c647bF0528A1432C,3.706407652329361e+19,2.631981514697066e+19,1.15,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,10589525554.0,8088551.0,3.4465500423548785e+19,0.0,0.0,0.0,1.741610050833085e+21,0.0,1.2260349112178482e+21,10976167732.0,916879.0,1287.9584805158402,1.007284791403854,40790.89746585648,6.307928812302743,118.9606192993352,1.0022717570701822,1.0025722494170572,1.0183048112240465,1.005111210191767,1.0025288631599396,1.0100036274292106,10666.668038726672,3299.3925448835084,44390.13355573193,0.0,0.0,0.0,1746.0899062710816,0.0,1232.3014333515268,11003.924958214773,9260.511159136673,47736.99168066407,33898.82912415013
11628095,1610294542,0x801611b066F7ab67fa1BAdB4c647bF0528A1432C,4.045831387031248e+19,2.964851188374025e+19,1.12,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,10594889650.0,8088560.0,3.799911005597842e+19,0.0,0.0,5.019267985443379e+21,1.7420470075777928e+21,0.0,1.2279426694871646e+21,10978005253.0,916917.0,1316.4160337491955,1.0019449217316383,39913.74553660552,6.124215288185972,125.33822195408744,1.0016426232257292,1.0021906744155833,0.9984250090711616,1.0012429907332787,1.0028837331917857,0.9879532275819272,10615.495881124594,3228.4472559756596,50022.637745890286,0.0,0.0,5027.512751612428,1745.8632653880368,0.0,1229.4689908463347,11009.662891127673,9058.71109574738,53259.97307733682,39029.77642055923
11633095,1610361520,0x801611b066F7ab67fa1BAdB4c647bF0528A1432C,1.9332865982705115e+19,1.4801507949450353e+19,1.08,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,5300209755.0,966051.0,1.902654631377528e+19,0.0,0.0,5.020245343664074e+21,1.7421813827708581e+21,0.0,1.2297240870189146e+21,2744780943.0,57311.0,1135.6035488977802,1.0089199716423818,35481.59082160504,5.579401769047005,120.88552281126034,1.0081976155185854,1.0096551503311348,0.9864488904814186,1.0149785545392582,1.016167072109006,0.9952002501303842,5347.487475713275,342.7702629480237,21606.61351719119,0.0,0.0,5061.3993848004,1759.0024059256152,0.0,1248.143576324567,2789.1560144289065,570.3592153522245,21954.4712203251,16808.644956434524
11638095,1610427471,0x801611b066F7ab67fa1BAdB4c647bF0528A1432C,1.3712736749755283e+19,1.0271302699391e+19,1.1,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,2651318961.0,3.0,1.3712735683085801e+19,0.0,0.0,2.5103054303953934e+21,1.7422973268851976e+21,0.0,1.2305847682398224e+21,2745040850.0,28877.0,1086.5545382370624,1.0032113141842185,34900.111297953634,5.355062566641455,118.26180978106512,0.9977958420892644,1.003417699508619,1.0072474934809548,1.0093329917015017,1.005546974842085,0.9932975294841596,2659.8331791863466,0.0010470033389386089,14899.635188102182,0.0,0.0,2504.7723208226253,1748.2519756031616,0.0,1242.0698056697993,2760.267522535446,286.83452758914075,14899.636347096748,11160.33056162988
11643095,1610493033,0x801611b066F7ab67fa1BAdB4c647bF0528A1432C,2.554581976012542e+19,1.889522960224937e+19,1.12,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,2652266136.0,3.0,2.5545818150816686e+19,0.0,0.0,2.510505458700883e+21,6.304426723892793e+21,0.0,2.539466068699554e+21,2745402199.0,295116.0,1028.811690061534,1.002325277523874,33514.92545051702,5.537496767786355,126.593451476564,1.0087837694705053,1.0031953167712255,0.9968742798080672,1.0026902000102622,1.0004488401701614,0.9976314511741624,2658.4333908333733,0.0010054477635155104,26281.836345746324,0.0,0.0,2532.5571599045566,6324.571364336611,0.0,2546.2977403436303,2746.634445790161,2944.170033447141,26281.838001421962,19439.633101190902
11648095,1610559807,0x801611b066F7ab67fa1BAdB4c647bF0528A1432C,2.554615051280594e+19,1.836070812505235e+19,1.15,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,2653091002.0,3.0,2.554614900227444e+19,0.0,0.0,2.5107334226009187e+21,6.305610468942344e+21,0.0,2.5410423033868646e+21,2745722412.0,295160.0,1068.3949468116527,1.0010056039751352,34944.52372847175,6.188126180331229,141.5307847555569,1.0009304535189598,1.002661858723796,0.9896103096841512,0.9995062994275667,1.0005982042867856,1.0091065877769247,2655.7589608580065,0.0010483357118541525,27293.376504527558,0.0,0.0,2513.069543349148,6322.395113177958,0.0,2539.7877893471054,2747.3649149171815,2978.479004482371,27293.37811837178,19616.487780689586
